timestamp,accel_device_id,gyro_device_id,accel_clipping[0],accel_clipping[1],accel_clipping[2],accel_error_count,gyro_error_count,accel_rate_hz,gyro_rate_hz,accel_raw_rate_hz,gyro_raw_rate_hz,accel_vibration_metric,gyro_vibration_metric,gyro_coning_vibration,mean_accel[0],mean_accel[1],mean_accel[2],mean_gyro[0],mean_gyro[1],mean_gyro[2],var_accel[0],var_accel[1],var_accel[2],var_gyro[0],var_gyro[1],var_gyro[2],temperature_accel,temperature_gyro
2874461905,2490386,2490386,0,0,0,0,0,791.20184,791.20184,7912.0186,7912.0186,2.0743427,0.05025492,0.0021174003,0.07845799,-0.5260689,-10.033536,-0.040683776,-0.048953567,-0.018460367,19.28455,12.459207,46.170498,0.0027374332,0.008408195,0.0025081933,42.44339,42.44339
2875472932,2490386,2490386,0,0,0,0,0,791.20184,791.20184,7912.0186,7912.0186,4.2124963,0.10015786,0.010834769,0.08263287,-0.12356477,-10.290025,0.05013932,0.00015313036,-0.041981407,36.108524,28.689966,110.58429,0.010112292,0.014894769,0.0005791487,42.44445,42.44445
2876484001,2490386,2490386,0,0,0,0,0,791.20184,791.20184,7912.0186,7912.0186,4.4973254,0.12178703,0.013545528,0.020428516,-0.3628143,-10.085526,-0.1763612,0.16742498,0.041611232,42.873756,22.607466,117.67606,0.01600825,0.014757874,0.0011078743,42.444443,42.444443
2877495094,2490386,2490386,0,0,0,0,0,791.20184,791.20184,7912.0186,7912.0186,4.524152,0.115786225,0.0096229045,0.15939397,-0.11481098,-8.254044,-0.024924526,0.030875351,0.043681175,25.202808,16.885984,58.331886,0.007762968,0.009191717,0.0009789655,42.47328,42.47328
2878405387,2490386,2490386,0,0,0,0,0,791.20184,791.20184,7912.0186,7912.0186,5.265596,0.13862546,0.0066863913,0.19050068,-0.12388196,-10.2974415,-0.058119494,-0.054271895,-0.012473582,48.06557,29.524336,73.82765,0.011580518,0.01921788,0.0005485659,42.453346,42.453346
2879416142,2490386,2490386,0,0,0,0,0,791.20184,791.20184,7912.0186,7912.0186,4.8101525,0.11389058,0.0069617047,0.22823334,-0.2014511,-9.57408,0.08155997,-0.09202819,-0.009787118,41.819492,30.18775,92.51848,0.015587658,0.016354261,0.00078407826,42.472908,42.472908
2880427426,2490386,2490386,0,0,0,0,0,791.20184,791.20184,7912.0186,7912.0186,4.620737,0.12285895,0.007096534,0.23742402,-0.15081377,-9.753362,-0.007836353,-0.037980013,0.0030127014,30.791891,36.693943,86.02464,0.021160677,0.012130232,0.002867797,42.46589,42.46589
2881438321,2490386,2490386,0,0,0,0,0,791.20184,791.20184,7912.0186,7912.0186,4.3160686,0.12275518,0.0056298566,0.11563098,0.060378753,-10.200941,-0.008377639,-0.052540172,0.015541546,20.896532,15.447322,43.955914,0.0054746023,0.008079293,0.0012568414,42.467552,42.467552
2882449488,2490386,2490386,0,0,0,0,0,791.20184,791.20184,7912.0186,7912.0186,5.1515937,0.14857048,0.008555233,0.0871968,-0.046028566,-9.589219,0.008884309,-0.06442987,0.006291053,31.513798,36.70287,55.310413,0.026943771,0.015664024,0.00038512386,42.45615,42.45615
2883460492,2490386,2490386,0,0,0,0,0,791.20184,791.20184,7912.0186,7912.0186,4.4173465,0.11522726,0.0052787755,0.17883188,0.011884179,-9.664481,-0.006483466,0.0070340745,-0.009556085,35.07628,32.180622,90.783165,0.015891645,0.0117266765,0.0008669781,42.45328,42.45328
