timestamp,accel_device_id,gyro_device_id,accel_clipping[0],accel_clipping[1],accel_clipping[2],accel_error_count,gyro_error_count,accel_rate_hz,gyro_rate_hz,accel_raw_rate_hz,gyro_raw_rate_hz,accel_vibration_metric,gyro_vibration_metric,gyro_coning_vibration,mean_accel[0],mean_accel[1],mean_accel[2],mean_gyro[0],mean_gyro[1],mean_gyro[2],var_accel[0],var_accel[1],var_accel[2],var_gyro[0],var_gyro[1],var_gyro[2],temperature_accel,temperature_gyro
2874458659,6946842,6684698,0,0,0,0,0,801.2179,667.13495,1602.4358,2001.4034,1.7153658,0.050926633,0.002066575,-0.13642515,-0.5433507,-9.91796,-0.026324222,-0.023637211,-0.01956695,11.027694,6.350757,18.359186,0.0024983552,0.00687652,0.0027773106,40.75,nan
2875455509,6946842,6684698,0,0,0,0,0,799.6456,667.13495,1599.641,2001.4034,3.91787,0.098525345,0.011096724,0.059559382,-0.17104112,-10.009977,0.08056444,0.019930588,-0.0449085,15.858601,14.409895,45.92776,0.009071247,0.011184411,0.00064340944,40.75,nan
2876486729,6946842,6684698,0,0,0,0,0,799.6456,667.13495,1599.641,2001.4034,3.9673812,0.12136903,0.012847459,0.0021958798,-0.2793968,-9.928451,-0.16631314,0.19051494,0.042346794,22.978546,12.3109255,48.39867,0.014830605,0.012804826,0.0013147537,40.75,nan
2877416130,6946842,6684698,0,0,0,0,0,799.6456,667.13495,1599.641,2001.4034,4.1543074,0.11934106,0.010016672,-0.013248397,-0.18788648,-7.5045953,-0.00758036,0.03412448,0.0484052,5.8444757,6.342937,8.707753,0.005968909,0.0040093255,0.0008368798,40.75,nan
2878435464,6946842,6684698,0,0,0,0,0,799.6456,667.13495,1599.641,2001.4034,4.7708044,0.13956088,0.0065070107,0.06628198,-0.31618053,-10.119011,-0.06709046,-0.025656443,-0.014023333,38.39643,13.672403,33.48161,0.011124461,0.023706509,0.00065871293,40.75,nan
2879465081,6946842,6684698,0,0,0,0,0,799.6456,667.13495,1599.641,2001.4034,4.4759874,0.123532265,0.008321025,0.037113834,-0.008506955,-9.391569,0.06992057,-0.10065953,-0.007716541,16.293447,25.717436,21.793169,0.025075236,0.012091249,0.0010960608,40.75,nan
2880496357,6946842,6684698,0,0,0,0,0,799.6456,667.13495,1599.641,2001.4034,4.349763,0.12871452,0.0074274936,-0.018086307,-0.08982584,-10.005822,-0.07880421,-0.013447694,0.002724034,18.426102,22.601685,49.33877,0.025136909,0.011034999,0.0017589313,40.75,nan
2881422631,6946842,6684698,0,0,0,0,0,799.6456,667.13495,1599.641,2001.4034,4.0653777,0.123467535,0.005272186,0.02112136,-0.034252055,-10.070677,0.012714276,-0.020192325,0.012475784,10.92457,5.1773467,15.769058,0.004256476,0.0067667537,0.0011571861,40.75,nan
2882459902,6946842,6684698,0,0,0,0,0,799.6456,667.13495,1599.641,2001.4034,4.581334,0.14542304,0.00788503,0.024555495,-0.27170452,-9.649067,-0.00051648956,-0.037391853,0.0053478424,19.899672,25.240334,22.700182,0.024633475,0.014398333,0.0006383352,40.75,nan
2883479221,6946842,6684698,0,0,0,0,0,799.6456,667.13495,1599.641,2001.4034,3.9511535,0.11676079,0.005269284,0.04089597,0.04776435,-9.657149,0.0059781997,0.03210103,-0.013461553,20.335289,16.914593,36.859066,0.014364105,0.010422774,0.001125995,40.75,nan
