timestamp,timestamp_sample,device_id,x,y,z,temperature,error_count,samples
2874538070,2874537932,6684698,-0.13386822,-0.10368573,-0.036574077,nan,0,3
2875539368,2875539210,6684698,-0.048647072,-0.08699659,-0.095873795,nan,0,3
2876540724,2876540537,6684698,-0.031247756,0.23222764,0.069597274,nan,0,3
2877537455,2877537319,6684698,0.007811939,-0.013848437,0.028762138,nan,0,3
2878538677,2878538552,6684698,-0.10830188,0.14452086,0.03550881,nan,0,3
2879540054,2879539831,6684698,0.08415589,-0.1285419,0.05113269,nan,0,3
2880536761,2880536614,6684698,-0.12072996,-0.037639342,-0.057879362,nan,0,3
2881538122,2881537897,6684698,0.046516545,-0.16334054,-0.03976987,nan,0,3
2882539307,2882539173,6684698,0.005326322,0.026276521,-0.022015464,nan,0,3
2883536130,2883535955,6684698,0.055748835,0.09516361,0.033378284,nan,0,3
2884537413,2884537282,6684698,-0.08522115,-0.11540364,0.050067425,nan,0,3
2885538642,2885538514,6684698,0.043320753,0.08273553,0.020595111,nan,0,3
2886541426,2886541292,6684698,0.08167027,-0.09800432,-0.632767,nan,0,3
2887536756,2887536576,6684698,-0.06533621,-0.19529846,-0.77196157,nan,0,3
2888537982,2888537855,6684698,0.055393748,-0.185356,-0.8206087,nan,0,3
2889539280,2889539134,6684698,0.0656913,0.045096193,-0.6519418,nan,0,3
2890536058,2890535917,6684698,0.07279307,0.19423321,-0.086641505,nan,0,3
2891537373,2891537241,6684698,-0.33591336,0.15304299,-0.0031957931,nan,0,3
2892538715,2892538470,6684698,-0.09445344,-0.13493349,-0.06533621,nan,0,3
2893539916,2893539745,6684698,-0.025921432,-0.17363809,0.028051961,nan,0,3
2894538240,2894538020,6684698,-0.018819671,-0.012428084,-0.028762138,nan,0,3
2895537965,2895537793,6684698,-0.050067425,-0.185356,0.021305287,nan,0,3
2896539196,2896539064,6684698,0.021305287,-0.0021305287,-0.0568141,nan,0,3
2897540514,2897540382,6684698,-0.038349517,0.11753417,0.016689142,nan,0,3
2898538759,2898538609,6684698,0.04935725,0.106526434,0.9090256,nan,0,3
2899538535,2899538386,6684698,0.056459013,0.2421701,0.6739572,nan,0,3
2900539816,2900539656,6684698,0.024856169,-0.1583693,0.8014339,nan,0,3
2901536574,2901536435,6684698,-0.070662536,-0.21873428,0.7410689,nan,0,3
2902537841,2902537704,6684698,-0.08628641,-0.15410824,0.09445344,nan,0,3
2903539130,2903538978,6684698,0.1793195,0.058944628,0.07350324,nan,0,3
2904540454,2904540298,6684698,0.0568141,0.08131518,-0.03053758,nan,0,3
2905537244,2905537074,6684698,0.027341785,0.13528858,-0.028051961,nan,0,3
2906539924,2906539800,6684698,0.18002968,-0.045096193,0.15091245,nan,0,3
2907539711,2907539575,6684698,-0.11646891,-0.039059695,0.0017754406,nan,0,3
2908536553,2908536352,6684698,-0.019174758,-0.01704423,-0.01704423,nan,0,3
2909537760,2909537625,6684698,-0.0035508813,-0.05468357,0.022015464,nan,0,3
2910536104,2910535949,6684698,-0.019884935,0.013138261,-0.0049712337,nan,0,3
