timestamp,timestamp_sample,device_id,x,y,z,temperature,error_count,clip_counter[0],clip_counter[1],clip_counter[2],samples
2874578420,2874577736,6946842,0.45429978,-1.3341689,-10.427347,40.75,0,0,0,0,2
2875579662,2875578985,6946842,2.255338,2.420538,-4.9182887,40.75,0,0,0,0,2
2876579662,2876578982,6946842,-0.9552865,0.9355343,-13.153146,40.75,0,0,0,0,2
2877578467,2877577734,6946842,4.408324,-1.9536686,-4.3580456,40.75,0,0,0,0,2
2878578420,2878577736,6946842,5.769428,5.961562,-1.4742297,40.75,0,0,0,0,2
2879579664,2879578985,6946842,-3.5823243,-1.4616601,-17.687164,40.75,0,0,0,0,2
2880577302,2880576621,6946842,-1.6232687,3.357868,-14.526819,40.75,0,0,0,0,2
2881578449,2881577771,6946842,-8.14687,0.4237737,-8.940548,40.75,0,0,0,0,2
2882579702,2882578985,6946842,0.66618663,-1.1546037,-8.908226,40.75,0,0,0,0,2
2883580940,2883580883,6946842,-3.2609026,-2.7275944,-11.269507,40.75,0,0,0,0,2
2884578420,2884577735,6946842,0.26036942,1.5496471,-13.725958,40.75,0,0,0,0,2
2885578414,2885577735,6946842,-3.733159,-4.9919105,-4.7746367,40.75,0,0,0,0,2
2886579703,2886579025,6946842,-4.6040497,-5.3743844,-16.932991,40.75,0,0,0,0,2
2887577246,2887576562,6946842,6.929418,4.71538,-2.100912,40.75,0,0,0,0,2
2888578523,2888577841,6946842,-0.55126494,6.9383965,-1.127669,40.75,0,0,0,0,2
2889582165,2889582111,6946842,3.934272,-5.931036,-8.529344,40.75,0,0,0,0,2
2890577260,2890576485,6946842,-6.019023,-1.83336,-8.315661,40.75,0,0,0,0,2
2891578413,2891577735,6946842,0.19033903,2.167351,-16.110582,40.75,0,0,0,0,2
2892579710,2892578985,6946842,-4.259285,-3.1783028,-16.428413,40.625,0,0,0,0,2
2893579664,2893578985,6946842,-4.3059716,-2.3181858,-12.734758,40.625,0,0,0,0,2
2894578421,2894577745,6946842,-1.122282,-3.1244333,-7.441179,40.625,0,0,0,0,2
2895580937,2895580258,6946842,-0.45429978,-2.4582467,-18.7466,40.5,0,0,0,0,2
2896577172,2896576493,6946842,-3.4835634,3.0364463,-9.890448,40.375,0,0,0,0,2
2897579671,2897578990,6946842,10.425551,-2.0685902,2.9861681,40.375,0,0,0,0,2
2898578452,2898577734,6946842,-0.6356605,2.2337902,-8.793304,40.375,0,0,0,0,2
2899578441,2899577736,6946842,1.946486,3.9576154,-7.800309,40.375,0,0,0,0,2
2900582169,2900581485,6946842,0.65541273,1.6502035,-9.493608,40.375,0,0,0,0,2
2901582162,2901582110,6946842,1.1420342,-2.079364,-8.784326,40.375,0,0,0,0,2
2902578411,2902577735,6946842,-2.472612,-1.8243817,-7.189788,40.5,0,0,0,0,2
2903584718,2903583989,6946842,2.0326772,2.2319946,-4.577115,40.5,0,0,0,0,2
2904582165,2904581485,6946842,5.295376,-0.20829555,-3.7044287,40.5,0,0,0,0,2
2905578415,2905577735,6946842,-0.09876082,-0.7918822,-9.534908,40.5,0,0,0,0,2
2906578413,2906577735,6946842,-2.337938,1.7040731,-10.201095,40.5,0,0,0,0,2
2907579761,2907578987,6946842,-1.127669,-1.6286557,-10.292673,40.5,0,0,0,0,2
2908577185,2908576508,6946842,-1.5478514,-1.822586,-9.3822775,40.5,0,0,0,0,2
2909578457,2909578360,6946842,0.39683893,-0.1400608,-9.461287,40.5,0,0,0,0,2
2910579663,2910578985,6946842,0.33399114,-0.4830302,-9.534908,40.375,0,0,0,0,2
