timestamp,data_rate,rate_multiplier,tx_rate_avg,tx_error_rate_avg,tx_message_count,tx_buffer_overruns,rx_rate_avg,rx_message_count,rx_message_lost_count,rx_buffer_overruns,rx_parse_errors,rx_packet_drop_count,rx_message_lost_rate,type,mode,flow_control,forwarding,mavlink_v2,ftp,streams,heartbeat_type_antenna_tracker,heartbeat_type_gcs,heartbeat_type_onboard_controller,heartbeat_type_gimbal,heartbeat_type_adsb,heartbeat_type_camera,heartbeat_type_parachute,heartbeat_component_telemetry_radio,heartbeat_component_log,heartbeat_component_osd,heartbeat_component_obstacle_avoidance,heartbeat_component_vio,heartbeat_component_pairing_manager,heartbeat_component_udp_bridge,heartbeat_component_uart_bridge,avoidance_system_healthy,parachute_system_healthy
2894790184,290000.0,1.0,45049.742,0.0,562923,0,2514.5156,171710,19274,0,0,0,0.11224739,0,11,1,0,1,1,51,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2895788068,290000.0,1.0,45332.094,0.0,563222,0,2372.2837,171775,19274,0,0,0,0.11220492,0,11,1,0,1,1,51,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2896783804,290000.0,1.0,44179.8,0.0,563519,0,2616.7168,171843,19274,0,0,0,0.11216052,0,11,1,0,1,1,51,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2897784477,290000.0,1.0,44834.812,0.0,563818,0,2411.0093,171908,19280,0,0,0,0.11215301,0,11,1,0,1,1,51,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2898781107,290000.0,1.0,46218.176,0.0,564122,0,2490.3154,171973,19282,0,0,0,0.11212225,0,11,1,0,1,1,51,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2899786922,290000.0,1.0,45945.695,0.0,564433,0,2527.3372,172043,19291,0,0,0,0.11212894,0,11,1,0,1,1,51,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2900786097,290000.0,1.0,46473.902,0.0,564737,0,2223.441,172102,19291,0,0,0,0.112090506,0,11,1,0,1,1,51,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2901786589,290000.0,1.0,47833.87,0.0,565052,0,2667.2048,172173,19291,0,0,0,0.11204428,0,11,1,0,1,1,51,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2902788890,290000.0,1.0,48584.71,0.0,565365,0,2429.635,172241,19298,0,0,0,0.11204068,0,11,1,0,1,1,51,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2903785706,290000.0,1.0,47334.9,0.0,565673,0,2511.4604,172305,19300,0,0,0,0.11201068,0,11,1,0,1,1,51,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2904785714,290000.0,1.0,46725.824,0.0,565983,0,2218.5256,172369,19308,0,0,0,0.1120155,0,11,1,0,1,1,51,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2905785348,290000.0,1.0,47391.953,0.0,566287,0,2424.3984,172429,19309,0,0,0,0.11198232,0,11,1,0,1,1,51,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2906808614,290000.0,1.0,43658.07,0.0,566594,0,1657.0538,172478,19309,0,0,0,0.11195051,0,11,1,0,1,1,51,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2907789156,290000.0,1.0,42386.348,0.0,566871,0,1313.4471,172528,19316,0,0,0,0.11195864,0,11,1,0,1,1,51,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2908788654,290000.0,1.0,43180.45,0.0,567168,0,1417.4542,172578,19318,0,0,0,0.11193779,0,11,1,0,1,1,51,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2909785979,290000.0,1.0,42717.77,0.0,567458,0,1495.0819,172630,19327,0,0,0,0.11195621,0,11,1,0,1,1,51,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2910784103,290000.0,1.0,40533.31,0.0,567745,0,1342.5388,172679,19327,0,0,0,0.11192444,0,11,1,0,1,1,51,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
