timestamp,data_rate,rate_multiplier,tx_rate_avg,tx_error_rate_avg,tx_message_count,tx_buffer_overruns,rx_rate_avg,rx_message_count,rx_message_lost_count,rx_buffer_overruns,rx_parse_errors,rx_packet_drop_count,rx_message_lost_rate,type,mode,flow_control,forwarding,mavlink_v2,ftp,streams,heartbeat_type_antenna_tracker,heartbeat_type_gcs,heartbeat_type_onboard_controller,heartbeat_type_gimbal,heartbeat_type_adsb,heartbeat_type_camera,heartbeat_type_parachute,heartbeat_component_telemetry_radio,heartbeat_component_log,heartbeat_component_osd,heartbeat_component_obstacle_avoidance,heartbeat_component_vio,heartbeat_component_pairing_manager,heartbeat_component_udp_bridge,heartbeat_component_uart_bridge,avoidance_system_healthy,parachute_system_healthy
2874786286,290000.0,1.0,54553.598,0.0,556954,0,4341.1353,170389,19202,0,0,0,0.11269507,0,11,1,0,1,1,51,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2875786869,290000.0,1.0,43523.965,0.0,557251,0,2431.4617,170454,19202,0,0,0,0.11265209,0,11,1,0,1,1,51,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2876788615,290000.0,1.0,45763.39,0.0,557550,0,2602.52,170521,19202,0,0,0,0.11260783,0,11,1,0,1,1,51,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2877787812,290000.0,1.0,46059.066,0.0,557852,0,2488.5486,170589,19209,0,0,0,0.11260398,0,11,1,0,1,1,51,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2878792094,290000.0,1.0,45183.18,0.0,558148,0,2380.8455,170651,19211,0,0,0,0.112574786,0,11,1,0,1,1,51,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2879822072,290000.0,1.0,44561.605,0.0,558463,0,2515.0198,170722,19220,0,0,0,0.11258069,0,11,1,0,1,1,51,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2880785133,290000.0,1.0,44381.336,0.0,558742,0,2436.3406,170783,19220,0,0,0,0.112540476,0,11,1,0,1,1,51,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2881788711,290000.0,1.0,45457.137,0.0,559041,0,2650.6084,170854,19220,0,0,0,0.11249371,0,11,1,0,1,1,51,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2882787894,290000.0,1.0,43760.863,0.0,559337,0,2479.007,170919,19227,0,0,0,0.11249188,0,11,1,0,1,1,51,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2883791737,290000.0,1.0,44733.438,0.0,559631,0,2431.8591,170984,19229,0,0,0,0.112460814,0,11,1,0,1,1,51,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2884788156,290000.0,1.0,44293.25,0.0,559929,0,2416.8132,171049,19238,0,0,0,0.112470694,0,11,1,0,1,1,51,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2885785100,290000.0,1.0,44756.44,0.0,560224,0,2468.9902,171115,19238,0,0,0,0.11242732,0,11,1,0,1,1,51,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2886780284,290000.0,1.0,45610.95,0.0,560520,0,2535.886,171177,19238,0,0,0,0.11238659,0,11,1,0,1,1,51,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2887794064,290000.0,1.0,44482.957,0.0,560823,0,2363.9978,171244,19245,0,0,0,0.1123835,0,11,1,0,1,1,51,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2888835769,290000.0,1.0,44579.766,0.0,561139,0,2531.7595,171314,19247,0,0,0,0.11234926,0,11,1,0,1,1,51,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2889778349,290000.0,1.0,45900.066,0.0,561422,0,2521.5315,171379,19256,0,0,0,0.11235916,0,11,1,0,1,1,51,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2890788396,290000.0,1.0,45680.707,0.0,561724,0,2432.9248,171445,19256,0,0,0,0.1123159,0,11,1,0,1,1,51,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2891789753,290000.0,1.0,45398.414,0.0,562023,0,2684.0378,171514,19256,0,0,0,0.11227072,0,11,1,0,1,1,51,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2892802757,290000.0,1.0,45404.4,0.0,562332,0,2461.558,171581,19263,0,0,0,0.11226767,0,11,1,0,1,1,51,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2893786730,290000.0,1.0,45097.19,0.0,562623,0,2460.4268,171643,19265,0,0,0,0.11223877,0,11,1,0,1,1,51,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
