timestamp,previous.timestamp,previous.lat,previous.lon,previous.vx,previous.vy,previous.vz,previous.alt,previous.yaw,previous.yawspeed,previous.loiter_radius,previous.acceptance_radius,previous.cruising_speed,previous.cruising_throttle,previous.valid,previous.type,previous.velocity_valid,previous.velocity_frame,previous.alt_valid,previous.yaw_valid,previous.yawspeed_valid,previous.landing_gear,previous.loiter_direction,previous.disable_weather_vane,previous._padding0[0],previous._padding0[1],previous._padding0[2],previous._padding0[3],previous._padding0[4],previous._padding0[5],current.timestamp,current.lat,current.lon,current.vx,current.vy,current.vz,current.alt,current.yaw,current.yawspeed,current.loiter_radius,current.acceptance_radius,current.cruising_speed,current.cruising_throttle,current.valid,current.type,current.velocity_valid,current.velocity_frame,current.alt_valid,current.yaw_valid,current.yawspeed_valid,current.landing_gear,current.loiter_direction,current.disable_weather_vane,current._padding0[0],current._padding0[1],current._padding0[2],current._padding0[3],current._padding0[4],current._padding0[5],next.timestamp,next.lat,next.lon,next.vx,next.vy,next.vz,next.alt,next.yaw,next.yawspeed,next.loiter_radius,next.acceptance_radius,next.cruising_speed,next.cruising_throttle,next.valid,next.type,next.velocity_valid,next.velocity_frame,next.alt_valid,next.yaw_valid,next.yawspeed_valid,next.landing_gear,next.loiter_direction,next.disable_weather_vane,next._padding0[0],next._padding0[1],next._padding0[2],next._padding0[3],next._padding0[4],next._padding0[5]
2899879869,2898102521,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,50.0,2.0,-1.0,nan,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2898103004,39.48048242094491,-76.65972175194129,0.0,0.0,0.0,98.23332,0.3586006,0.0,50.0,2.0,-1.0,nan,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2898102998,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,50.0,2.0,-1.0,nan,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2900077098,2898102521,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,50.0,2.0,-1.0,nan,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2898103004,39.48048186983837,-76.65972173444985,0.0,0.0,0.0,98.23332,0.36259338,0.0,50.0,2.0,-1.0,nan,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2898102998,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,50.0,2.0,-1.0,nan,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2900271005,2898102521,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,50.0,2.0,-1.0,nan,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2898103004,39.4804812488749,-76.65972174564025,nan,nan,0.7,0.0,0.3659132,0.0,50.0,2.0,-1.0,nan,1,6,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2898102998,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,50.0,2.0,-1.0,nan,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2900473393,2898102521,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,50.0,2.0,-1.0,nan,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2898103004,39.480480831897275,-76.65972195057233,nan,nan,0.7,0.0,0.36739808,0.0,50.0,2.0,-1.0,nan,1,6,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2898102998,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,50.0,2.0,-1.0,nan,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2900678576,2898102521,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,50.0,2.0,-1.0,nan,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2898103004,39.48048049801055,-76.65972220636898,nan,nan,0.7,0.0,0.36942062,0.0,50.0,2.0,-1.0,nan,1,6,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2898102998,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,50.0,2.0,-1.0,nan,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2900888001,2898102521,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,50.0,2.0,-1.0,nan,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2898103004,39.48048042487898,-76.65972260344331,nan,nan,0.7,0.0,0.3712834,0.0,50.0,2.0,-1.0,nan,1,6,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2898102998,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,50.0,2.0,-1.0,nan,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2901077618,2898102521,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,50.0,2.0,-1.0,nan,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2898103004,39.480480580068274,-76.65972303007695,nan,nan,0.7,0.0,0.37331158,0.0,50.0,2.0,-1.0,nan,1,6,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2898102998,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,50.0,2.0,-1.0,nan,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2901284419,2898102521,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,50.0,2.0,-1.0,nan,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2898103004,39.480480438263335,-76.65972341734435,nan,nan,0.7,0.0,0.37491158,0.0,50.0,2.0,-1.0,nan,1,6,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2898102998,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,50.0,2.0,-1.0,nan,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2901479893,2898102521,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,50.0,2.0,-1.0,nan,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2898103004,39.48048028857863,-76.65972375757835,nan,nan,0.7,0.0,0.37233704,0.0,50.0,2.0,-1.0,nan,1,6,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2898102998,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,50.0,2.0,-1.0,nan,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2901699696,2898102521,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,50.0,2.0,-1.0,nan,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2898103004,39.480480369012405,-76.65972420760002,nan,nan,0.7,0.0,0.37055305,0.0,50.0,2.0,-1.0,nan,1,6,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2898102998,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,50.0,2.0,-1.0,nan,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2901890907,2898102521,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,50.0,2.0,-1.0,nan,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2898103004,39.48048041346224,-76.65972433317214,nan,nan,0.7,0.0,0.36780557,0.0,50.0,2.0,-1.0,nan,1,6,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2898102998,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,50.0,2.0,-1.0,nan,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2902087722,2898102521,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,50.0,2.0,-1.0,nan,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2898103004,39.48048037975594,-76.65972441985028,nan,nan,0.7,0.0,0.3672509,0.0,50.0,2.0,-1.0,nan,1,6,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2898102998,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,50.0,2.0,-1.0,nan,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2902303449,2898102521,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,50.0,2.0,-1.0,nan,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2898103004,39.48048035964649,-76.65972434756132,nan,nan,0.7,0.0,0.36854747,0.0,50.0,2.0,-1.0,nan,1,6,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2898102998,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,50.0,2.0,-1.0,nan,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2902500701,2898102521,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,50.0,2.0,-1.0,nan,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2898103004,39.48048054543198,-76.65972441204488,nan,nan,0.7,0.0,0.36749935,0.0,50.0,2.0,-1.0,nan,1,6,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2898102998,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,50.0,2.0,-1.0,nan,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2902700999,2898102521,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,50.0,2.0,-1.0,nan,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2898103004,39.48048044735428,-76.65972445586941,nan,nan,0.7,0.0,0.35965452,0.0,50.0,2.0,-1.0,nan,1,6,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2898102998,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,50.0,2.0,-1.0,nan,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2902846270,2898102521,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,50.0,2.0,-1.0,nan,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2898103004,39.48048035528932,-76.65972439273558,nan,nan,0.7,0.0,0.3498599,0.0,50.0,2.0,-1.0,nan,1,6,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2898102998,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,50.0,2.0,-1.0,nan,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2903098191,2898102521,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,50.0,2.0,-1.0,nan,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2898103004,39.48047995798263,-76.65972379395203,nan,nan,0.7,0.0,0.33171782,0.0,50.0,2.0,-1.0,nan,1,6,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2898102998,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,50.0,2.0,-1.0,nan,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2903259986,2898102521,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,50.0,2.0,-1.0,nan,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2898103004,39.48047966201302,-76.65972328378841,nan,nan,0.7,0.0,0.32079637,0.0,50.0,2.0,-1.0,nan,1,6,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2898102998,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,50.0,2.0,-1.0,nan,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2903463587,2898102521,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,50.0,2.0,-1.0,nan,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2898103004,39.48047946935122,-76.65972259140679,nan,nan,0.7,0.0,0.31480303,0.0,50.0,2.0,-1.0,nan,1,6,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2898102998,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,50.0,2.0,-1.0,nan,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2903654101,2898102521,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,50.0,2.0,-1.0,nan,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2898103004,39.480479318723354,-76.6597226675922,nan,nan,0.7,0.0,0.3117162,0.0,50.0,2.0,-1.0,nan,1,6,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2898102998,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,50.0,2.0,-1.0,nan,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2903905840,2898102521,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,50.0,2.0,-1.0,nan,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2898103004,39.48047915046818,-76.65972297899542,nan,nan,0.22,0.0,0.30934852,0.0,50.0,2.0,-1.0,nan,1,6,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2898102998,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,50.0,2.0,-1.0,nan,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2904066626,2898102521,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,50.0,2.0,-1.0,nan,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2898103004,39.480479099580556,-76.65972346207005,nan,nan,0.22,0.0,0.30748433,0.0,50.0,2.0,-1.0,nan,1,6,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2898102998,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,50.0,2.0,-1.0,nan,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2904304818,2898102521,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,50.0,2.0,-1.0,nan,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2898103004,39.480479099580556,-76.65972346207005,nan,nan,0.22,0.0,0.30748433,0.0,50.0,2.0,-1.0,nan,1,6,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2898102998,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,50.0,2.0,-1.0,nan,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2904453258,2898102521,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,50.0,2.0,-1.0,nan,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2898103004,39.48047896073991,-76.65972421699519,nan,nan,0.22,0.0,0.30415952,0.0,50.0,2.0,-1.0,nan,1,6,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2898102998,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,50.0,2.0,-1.0,nan,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2904664136,2898102521,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,50.0,2.0,-1.0,nan,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2898103004,39.48047889482928,-76.65972436209606,nan,nan,0.22,0.0,0.30055737,0.0,50.0,2.0,-1.0,nan,1,6,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2898102998,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,50.0,2.0,-1.0,nan,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2904878522,2898102521,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,50.0,2.0,-1.0,nan,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2898103004,39.480478860217765,-76.65972460684921,nan,nan,0.22,0.0,0.29702768,0.0,50.0,2.0,-1.0,nan,1,6,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2898102998,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,50.0,2.0,-1.0,nan,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2905066736,2898102521,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,50.0,2.0,-1.0,nan,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2898103004,39.48047882656734,-76.65972459786754,nan,nan,0.22,0.0,0.2939876,0.0,50.0,2.0,-1.0,nan,1,6,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2898102998,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,50.0,2.0,-1.0,nan,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2905277429,2898102521,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,50.0,2.0,-1.0,nan,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2898103004,39.480478808874615,-76.6597248332586,nan,nan,0.22,0.0,0.29268584,0.0,50.0,2.0,-1.0,nan,1,6,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2898102998,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,50.0,2.0,-1.0,nan,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2905479733,2898102521,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,50.0,2.0,-1.0,nan,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2898103004,39.48047888816676,-76.65972487923187,nan,nan,0.22,0.0,0.29266775,0.0,50.0,2.0,-1.0,nan,1,6,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2898102998,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,50.0,2.0,-1.0,nan,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2905673043,2898102521,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,50.0,2.0,-1.0,nan,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2898103004,39.48047888816676,-76.65972487923187,nan,nan,0.22,0.0,0.29266775,0.0,50.0,2.0,-1.0,nan,1,6,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2898102998,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,50.0,2.0,-1.0,nan,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2905872449,2898102521,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,50.0,2.0,-1.0,nan,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2898103004,39.48047888816676,-76.65972487923187,nan,nan,0.22,0.0,0.29266775,0.0,50.0,2.0,-1.0,nan,1,6,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2898102998,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,50.0,2.0,-1.0,nan,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2906074158,2898102521,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,50.0,2.0,-1.0,nan,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2898103004,39.48047888816676,-76.65972487923187,nan,nan,0.22,0.0,0.29266775,0.0,50.0,2.0,-1.0,nan,1,6,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2898102998,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,50.0,2.0,-1.0,nan,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2906271872,2898102521,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,50.0,2.0,-1.0,nan,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2898103004,39.48047888816676,-76.65972487923187,nan,nan,0.22,0.0,0.29266775,0.0,50.0,2.0,-1.0,nan,1,6,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2898102998,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,50.0,2.0,-1.0,nan,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2906473755,2898102521,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,50.0,2.0,-1.0,nan,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2898103004,39.48047888816676,-76.65972487923187,nan,nan,0.22,0.0,0.29266775,0.0,50.0,2.0,-1.0,nan,1,6,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2898102998,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,50.0,2.0,-1.0,nan,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2906676890,2898102521,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,50.0,2.0,-1.0,nan,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2898103004,39.48047888816676,-76.65972487923187,nan,nan,0.22,0.0,0.29266775,0.0,50.0,2.0,-1.0,nan,1,6,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2898102998,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,50.0,2.0,-1.0,nan,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2906873765,2898102521,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,50.0,2.0,-1.0,nan,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2898103004,39.48047888816676,-76.65972487923187,nan,nan,0.22,0.0,0.29266775,0.0,50.0,2.0,-1.0,nan,1,6,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2898102998,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,50.0,2.0,-1.0,nan,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2907076110,2898102521,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,50.0,2.0,-1.0,nan,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2898103004,39.48047888816676,-76.65972487923187,nan,nan,0.22,0.0,0.29266775,0.0,50.0,2.0,-1.0,nan,1,6,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2898102998,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,50.0,2.0,-1.0,nan,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
