timestamp,hpos_drift_rate,vpos_drift_rate,hspd,blocked
2873679316,0.0008582483,0.010699672,0.0010750472,1
2908686234,0.0008582483,0.010699672,0.0010750472,1
2908786898,0.0008582483,0.010699672,0.0010750472,1
2909681314,0.0008582483,0.010699672,0.0010750472,1
2910690630,0.0008582483,0.010699672,0.0010750472,1
