timestamp,timestamp_sample,device_id,error_count,pressure,temperature
2874556636,2874555712,6780433,0,1007.23114,45.37
2875552535,2875551614,6780433,0,1007.15576,45.39
2876549731,2876548740,6780433,0,1006.9811,45.41
2877544359,2877543437,6780433,0,1006.87506,45.44
2878540305,2878539312,6780433,0,1006.8955,45.48
2879536182,2879535261,6780433,0,1006.8414,45.489998
2880532096,2880531118,6780433,0,1006.86206,45.52
2881571253,2881570325,6780433,0,1006.90265,45.539997
2882567229,2882566238,6780433,0,1006.9304,45.55
2883563167,2883562158,6780433,0,1006.91895,45.559998
2884558934,2884558013,6780433,0,1006.9443,45.57
2885554847,2885553918,6780433,0,1006.9247,45.579998
2886550734,2886549812,6780433,0,1006.8944,45.59
2887546683,2887545727,6780433,0,1006.86816,45.62
2888542561,2888541613,6780433,0,1006.83765,45.629997
2889538443,2889537512,6780433,0,1006.83966,45.64
2890534363,2890533442,6780433,0,1006.9251,45.55
2891530425,2891529503,6780433,0,1006.89496,45.43
2892569527,2892568597,6780433,0,1006.8665,45.23
2893565394,2893564419,6780433,0,1006.9155,45.129997
2894561241,2894560313,6780433,0,1006.90497,45.02
2895557148,2895556213,6780433,0,1006.9528,44.93
2896553061,2896552140,6780433,0,1006.9523,44.85
2897549187,2897548266,6780433,0,1006.9644,44.75
2898544860,2898543940,6780433,0,1006.9887,44.71
2899540754,2899539833,6780433,0,1006.94183,44.73
2900537139,2900536180,6780433,0,1006.9693,44.719997
2901532534,2901531612,6780433,0,1006.99756,44.82
2902528456,2902527512,6780433,0,1007.0332,44.89
2903567638,2903566712,6780433,0,1007.1798,44.96
2904563535,2904562613,6780433,0,1007.2335,45.01
2905559434,2905558512,6780433,0,1007.2754,45.05
2906556751,2906555829,6780433,0,1007.31854,45.09
2907551245,2907550313,6780433,0,1007.2468,45.129997
2908547148,2908546212,6780433,0,1007.2803,45.16
2909543076,2909542154,6780433,0,1007.32733,45.2
2910538946,2910538013,6780433,0,1007.2889,45.21
