timestamp,flags,pitch,yaw,pitch_rate,yaw_rate,origin_sysid,origin_compid,target_system,target_component,gimbal_device_id
2904115863,12,nan,nan,-0.006199628,0.38776055,255,190,1,1,0
2904181937,12,nan,nan,-0.006819591,0.38776055,255,190,1,1,0
2904264918,12,nan,nan,-0.006819591,0.38776055,255,190,1,1,0
2904314860,12,nan,nan,-0.006199628,0.38823494,255,190,1,1,0
2904416394,12,nan,nan,-0.006819591,0.38823494,255,190,1,1,0
2904498917,12,nan,nan,-0.006199628,0.38776055,255,190,1,1,0
2904582047,12,nan,nan,-0.006199628,0.38776055,255,190,1,1,0
2904647866,12,nan,nan,-0.006819591,0.38776055,255,190,1,1,0
2904731889,12,nan,nan,-0.006819591,0.38823494,255,190,1,1,0
2904780809,12,nan,nan,-0.006199628,0.38728616,255,190,1,1,0
2904881100,12,nan,nan,-0.006819591,0.38776055,255,190,1,1,0
2904932854,12,nan,nan,-0.006819591,0.38776055,255,190,1,1,0
2905015921,12,nan,nan,-0.006199628,0.38823494,255,190,1,1,0
2905081171,12,nan,nan,-0.006819591,0.38776055,255,190,1,1,0
2905147975,12,nan,nan,-0.006199628,0.38823494,255,190,1,1,0
2905233038,12,nan,nan,-0.006199628,0.38776055,255,190,1,1,0
2905297866,12,nan,nan,-0.006199628,0.38776055,255,190,1,1,0
2905415017,12,nan,nan,-0.006819591,0.38776055,255,190,1,1,0
2905499892,12,nan,nan,-0.006199628,0.38776055,255,190,1,1,0
