timestamp,flags,pitch,yaw,pitch_rate,yaw_rate,origin_sysid,origin_compid,target_system,target_component,gimbal_device_id
2905597900,12,nan,nan,-0.006199628,0.38823494,255,190,1,1,0
2905680857,12,nan,nan,-0.006199628,0.38776055,255,190,1,1,0
2905765217,12,nan,nan,-0.006199628,0.38776055,255,190,1,1,0
2905814214,12,nan,nan,-0.006199628,0.38823494,255,190,1,1,0
2905897867,12,nan,nan,-0.006819591,0.38776055,255,190,1,1,0
2905997865,12,nan,nan,-0.006199628,0.38823494,255,190,1,1,0
2906097861,12,nan,nan,-0.006819591,0.38776055,255,190,1,1,0
2906164859,12,nan,nan,-0.006199628,0.38823494,255,190,1,1,0
2906246861,12,nan,nan,-0.006199628,0.38728616,255,190,1,1,0
2906330963,12,nan,nan,-0.006819591,0.38823494,255,190,1,1,0
2906431134,12,nan,nan,-0.006199628,0.38776055,255,190,1,1,0
2906546984,12,nan,nan,-0.006199628,0.38776055,255,190,1,1,0
2906615850,12,nan,nan,-0.006199628,0.38776055,255,190,1,1,0
2906681041,12,nan,nan,-0.006199628,0.38823494,255,190,1,1,0
2906798963,12,nan,nan,-0.006199628,0.38776055,255,190,1,1,0
2906881175,12,nan,nan,-0.006199628,0.38776055,255,190,1,1,0
2906947082,12,nan,nan,-0.006199628,0.38776055,255,190,1,1,0
2907050225,12,nan,nan,-0.006819591,0.38776055,255,190,1,1,0
2907131053,12,nan,nan,-0.006819591,0.38823494,255,190,1,1,0
2907198285,12,nan,nan,-0.006819591,0.38776055,255,190,1,1,0
2907279969,12,nan,nan,-0.006199628,0.38823494,255,190,1,1,0
2907347962,12,nan,nan,-0.006199628,0.38776055,255,190,1,1,0
2907430973,12,nan,nan,-0.006199628,0.38728616,255,190,1,1,0
2907497501,12,nan,nan,-0.006199628,0.38776055,255,190,1,1,0
2907584228,12,nan,nan,-0.006819591,0.38776055,255,190,1,1,0
2907663615,12,nan,nan,-0.006199628,0.38823494,255,190,1,1,0
2907764169,12,nan,nan,-0.006199628,0.38776055,255,190,1,1,0
2907847868,12,nan,nan,-0.006199628,0.38823494,255,190,1,1,0
2907916855,12,nan,nan,-0.006819591,0.38776055,255,190,1,1,0
2907996519,12,nan,nan,-0.006199628,0.38776055,255,190,1,1,0
2908096867,12,nan,nan,-0.006819591,0.38776055,255,190,1,1,0
2908146933,12,nan,nan,-0.006199628,0.38823494,255,190,1,1,0
2908246478,12,nan,nan,-0.006819591,0.38776055,255,190,1,1,0
2908297863,12,nan,nan,-0.006819591,0.38776055,255,190,1,1,0
2908392043,12,nan,nan,-0.006819591,0.38776055,255,190,1,1,0
2908470857,12,nan,nan,-0.006199628,0.38776055,255,190,1,1,0
2908580818,12,nan,nan,-0.006819591,0.38728616,255,190,1,1,0
2908632649,12,nan,nan,-0.006819591,0.38776055,255,190,1,1,0
2908682366,12,nan,nan,-0.006819591,0.38776055,255,190,1,1,0
2908762452,12,nan,nan,-0.0049597025,0.38776055,255,190,1,1,0
2908846956,12,nan,nan,-0.0074395537,0.38776055,255,190,1,1,0
2908930045,12,nan,nan,-0.006199628,0.38728616,255,190,1,1,0
2909013858,12,nan,nan,-0.006819591,0.38728616,255,190,1,1,0
2909122062,12,nan,nan,-0.006819591,0.38823494,255,190,1,1,0
2909181870,12,nan,nan,-0.006819591,0.38776055,255,190,1,1,0
2909246859,12,nan,nan,-0.006199628,0.38776055,255,190,1,1,0
2909314264,12,nan,nan,-0.006819591,0.38776055,255,190,1,1,0
2909382098,12,nan,nan,-0.0074395537,0.38776055,255,190,1,1,0
2909463986,12,nan,nan,-0.006199628,0.38823494,255,190,1,1,0
2909546903,12,nan,nan,-0.006199628,0.38728616,255,190,1,1,0
2909646857,12,nan,nan,-0.0074395537,0.38776055,255,190,1,1,0
2909746865,12,nan,nan,-0.006199628,0.38823494,255,190,1,1,0
2909829863,12,nan,nan,-0.006819591,0.38776055,255,190,1,1,0
2909914421,12,nan,nan,-0.006199628,0.38823494,255,190,1,1,0
2910013928,12,nan,nan,-0.006199628,0.38776055,255,190,1,1,0
2910079885,12,nan,nan,-0.006199628,0.38823494,255,190,1,1,0
2910163967,12,nan,nan,-0.006199628,0.38823494,255,190,1,1,0
2910263132,12,nan,nan,-0.006199628,0.38776055,255,190,1,1,0
2910329961,12,nan,nan,-0.006199628,0.38776055,255,190,1,1,0
2910380606,12,nan,nan,-0.006819591,0.38776055,255,190,1,1,0
2910445863,12,nan,nan,-0.006819591,0.38776055,255,190,1,1,0
2910529881,12,nan,nan,-0.0074395537,0.38870934,255,190,1,1,0
2910632622,12,nan,nan,-0.006199628,0.38823494,255,190,1,1,0
2910719982,12,nan,nan,-0.006199628,0.38823494,255,190,1,1,0
2910797910,12,nan,nan,-0.006819591,0.38776055,255,190,1,1,0
2910879126,12,nan,nan,-0.006819591,0.38776055,255,190,1,1,0
2910946934,12,nan,nan,-0.006819591,0.38776055,255,190,1,1,0
2911046860,12,nan,nan,-0.006199628,0.38823494,255,190,1,1,0
