timestamp,accel_device_id,gyro_device_id,accel_clipping[0],accel_clipping[1],accel_clipping[2],accel_error_count,gyro_error_count,accel_rate_hz,gyro_rate_hz,accel_raw_rate_hz,gyro_raw_rate_hz,accel_vibration_metric,gyro_vibration_metric,gyro_coning_vibration,mean_accel[0],mean_accel[1],mean_accel[2],mean_gyro[0],mean_gyro[1],mean_gyro[2],var_accel[0],var_accel[1],var_accel[2],var_gyro[0],var_gyro[1],var_gyro[2],temperature_accel,temperature_gyro
2874495027,3670026,3670026,0,0,0,0,0,803.0194,803.0194,4015.097,8030.194,2.0334926,0.04963811,0.0020967813,0.03937322,-0.5609158,-9.799279,-0.06196668,-0.020529175,0.007003481,12.5899105,10.056946,48.86715,0.0030531692,0.0076098153,0.0029999262,48.540085,48.540085
2875436285,3670026,3670026,0,0,0,0,0,803.0194,803.0194,4015.097,8030.194,3.9218004,0.09951768,0.011655689,0.09021579,-0.34882388,-9.914116,0.08353002,0.026352614,-0.022035759,13.2846155,18.115633,79.09114,0.013186306,0.009549594,0.00046856876,48.557022,48.557022
2876482354,3670026,3670026,0,0,0,0,0,803.0194,803.0194,4015.097,8030.194,4.215085,0.12622283,0.014265224,-0.0046287673,-0.53191185,-10.045779,-0.19360802,0.20481357,0.063169554,26.221128,14.444583,141.61957,0.015648462,0.016038435,0.0011288096,48.593105,48.593105
2877408641,3670026,3670026,0,0,0,0,0,803.0194,803.0194,4015.097,8030.194,4.158539,0.12333668,0.01043891,0.05744943,-0.37311926,-7.4472394,-0.039145924,0.048114445,0.07546828,6.1019144,6.418598,24.951908,0.0060235057,0.003946298,0.0005732886,48.62365,48.62365
2878454522,3670026,3670026,0,0,0,0,0,803.0194,803.0194,4015.097,8030.194,4.820212,0.1374159,0.0064395736,0.22822444,-0.3740028,-10.163865,-0.11344749,-0.01622753,0.017085448,34.74886,15.918408,88.37828,0.011104202,0.025801847,0.00054033456,48.649166,48.649166
2879495453,3670026,3670026,0,0,0,0,0,803.0194,803.0194,4015.097,8030.194,4.7959895,0.12804474,0.010030124,0.14762536,-0.37697858,-9.24802,0.022679992,-0.11188321,0.020886796,14.85526,26.503122,87.26447,0.028227739,0.013732341,0.0011327468,48.667072,48.667072
2880436802,3670026,3670026,0,0,0,0,0,803.0194,803.0194,4015.097,8030.194,4.4184074,0.12655748,0.007015432,0.27344066,-0.13327157,-9.804108,-0.03604398,0.005831054,0.02714205,17.366806,23.164692,107.3245,0.024428518,0.012070697,0.0027191497,48.690273,48.690273
2881482851,3670026,3670026,0,0,0,0,0,803.0194,803.0194,4015.097,8030.194,3.7751775,0.13002637,0.0059296326,0.17098014,-0.2197991,-9.900783,-0.046822812,-0.038185913,0.039015308,21.64179,12.913957,64.004,0.009972387,0.013584657,0.0017618214,48.695873,48.695873
2882424165,3670026,3670026,0,0,0,0,0,803.0194,803.0194,4015.097,8030.194,4.4816155,0.14187811,0.0082147205,0.1395877,-0.23316105,-9.385626,0.006772673,-0.051599395,0.02838993,15.894684,23.957054,56.712875,0.028003111,0.012854897,0.00039089934,48.70083,48.70083
2883470169,3670026,3670026,0,0,0,0,0,803.0194,803.0194,4015.097,8030.194,4.0836287,0.117875926,0.005727867,0.140494,-0.24158642,-9.855669,-0.032113288,0.04736052,0.012591679,20.954119,18.194519,91.81916,0.016724952,0.012107954,0.00088084704,48.716858,48.716858
2884401432,3670026,3670026,0,0,0,0,0,803.0194,803.0194,4015.097,8030.194,4.3390446,0.13162763,0.006197268,0.21870463,-0.20756589,-9.922213,-0.0791466,0.029964369,0.039291773,12.577237,10.588622,89.55592,0.0041642394,0.006107235,0.0018228414,48.720642,48.720642
2885447578,3670026,3670026,0,0,0,0,0,803.0194,803.0194,4015.097,8030.194,4.0495024,0.12494871,0.005317457,0.2292676,-0.09995795,-9.755326,-0.034455594,0.087656684,0.019787919,16.813211,15.813516,73.53459,0.014850787,0.011122554,0.0007180738,48.725067,48.725067
2886493314,3670026,3670026,0,0,0,0,0,803.0194,803.0194,4015.097,8030.194,5.1171603,0.13565403,0.05903533,0.19320634,-0.30530632,-9.272555,0.008118841,0.043906633,-0.6114201,16.96181,22.608505,87.42613,0.0152748,0.01285916,0.0008439287,48.748894,48.748894
2887434834,3670026,3670026,0,0,0,0,0,803.0194,803.0194,4015.097,8030.194,4.8563504,0.14273202,0.0938817,0.16160293,-0.13652085,-10.486305,-0.103327475,0.022466302,-0.6976829,40.791092,14.643065,121.186584,0.012232,0.026440343,0.0009686658,48.757347,48.757347
2888480614,3670026,3670026,0,0,0,0,0,803.0194,803.0194,4015.097,8030.194,4.622637,0.124923036,0.08857115,0.0456552,0.1552811,-10.165812,-0.07244622,-0.030128602,-0.72517383,22.695953,18.256565,158.56177,0.0123852305,0.012500624,0.0005869711,48.772926,48.772926
2889421962,3670026,3670026,0,0,0,0,0,803.0194,803.0194,4015.097,8030.194,4.2984495,0.12836401,0.087590106,-0.08404787,0.045005295,-9.673624,-0.01995532,0.0012897305,-0.6481999,17.980856,13.204346,72.46204,0.014018218,0.00829906,0.0015414151,48.784687,48.784687
2890462930,3670026,3670026,0,0,0,0,0,803.0194,803.0194,4015.097,8030.194,4.278105,0.121622875,0.05385135,-0.08714895,0.14721492,-9.685235,-0.07552472,0.025239162,-0.1576712,23.607134,13.579276,112.41303,0.006835756,0.016326355,0.0019296169,48.753975,48.753975
2891404530,3670026,3670026,0,0,0,0,0,803.0194,803.0194,4015.097,8030.194,4.240747,0.11834904,0.015889827,-0.10329267,0.12281111,-9.840956,-0.09370397,0.066438265,0.0052965186,27.867802,18.610844,115.5658,0.009689321,0.019214699,0.00045669405,48.699192,48.699192
2892445283,3670026,3670026,0,0,0,0,0,803.0194,803.0194,4015.097,8030.194,4.702735,0.116904184,0.008702977,-0.045330185,-0.06425579,-9.7893715,-0.008332526,-0.06405792,-0.0043967525,23.031359,12.037022,120.3663,0.008153072,0.0153618865,0.00052907114,48.565014,48.565014
