timestamp,accel_device_id,gyro_device_id,accel_clipping[0],accel_clipping[1],accel_clipping[2],accel_error_count,gyro_error_count,accel_rate_hz,gyro_rate_hz,accel_raw_rate_hz,gyro_raw_rate_hz,accel_vibration_metric,gyro_vibration_metric,gyro_coning_vibration,mean_accel[0],mean_accel[1],mean_accel[2],mean_gyro[0],mean_gyro[1],mean_gyro[2],var_accel[0],var_accel[1],var_accel[2],var_gyro[0],var_gyro[1],var_gyro[2],temperature_accel,temperature_gyro
2893491178,3670026,3670026,0,0,0,0,0,803.0194,803.0194,4015.097,8030.194,5.4173427,0.13819943,0.0101829395,-0.17793483,-0.08515953,-9.325167,0.04011734,-0.020882353,0.037649486,37.046165,15.889349,148.76634,0.012319496,0.029593991,0.0002942187,48.436275,48.436275
2894432532,3670026,3670026,0,0,0,0,0,803.0194,803.0194,4015.097,8030.194,5.09807,0.11993813,0.0071504056,-0.19545808,-0.0153057985,-9.689576,-0.04259474,-0.027999971,0.015866736,24.950024,15.64935,129.79715,0.01142649,0.018027376,0.0003844329,48.327747,48.327747
2895478555,3670026,3670026,0,0,0,0,0,803.0194,803.0194,4015.097,8030.194,4.626931,0.12358789,0.00656749,-0.17847632,-0.28984094,-9.8221035,-0.030541385,0.07431298,0.047677554,19.078281,15.175655,127.95163,0.012382925,0.008950354,0.00054174237,48.248287,48.248287
2896414983,3670026,3670026,0,0,0,0,0,803.0194,803.0194,4015.097,8030.194,5.179571,0.12741101,0.0067946697,-0.13571136,-0.098185085,-9.820873,-0.1094331,0.022788415,0.012267659,18.957207,16.063646,82.224945,0.012148686,0.013256333,0.00055667624,48.153763,48.153763
2897455730,3670026,3670026,0,0,0,0,0,803.0194,803.0194,4015.097,8030.194,4.6130385,0.12729926,0.0052712094,-0.051771764,-0.15021908,-9.787366,-0.025088241,0.02990286,0.04215785,27.916405,21.591547,140.60196,0.021897182,0.020503147,0.00033904324,48.007755,48.007755
2898498745,3670026,3670026,0,0,0,0,0,803.0194,803.0194,4015.097,8030.194,4.4745965,0.119801685,0.018560134,-0.021679547,-0.07223308,-10.675292,0.06469884,0.11530556,0.68120205,19.886284,15.616058,138.46286,0.007783772,0.012607112,0.009323772,47.955986,47.955986
2899433077,3670026,3670026,0,0,0,0,0,803.0194,803.0194,4015.097,8030.194,4.5406666,0.11621916,0.08519084,-0.16515426,-0.09876651,-10.108971,-0.32093057,0.04170573,0.7273798,19.434849,18.797499,81.41847,0.017169975,0.014572764,0.00074211817,47.945396,47.945396
2900478934,3670026,3670026,0,0,0,0,0,803.0194,803.0194,4015.097,8030.194,3.8682942,0.1004536,0.0749298,0.018760275,-0.066023,-9.250336,-0.02818322,-0.062359817,0.84942234,9.193854,11.411668,59.736515,0.0070541096,0.0045904373,0.00033109746,47.922127,47.922127
2901415329,3670026,3670026,0,0,0,0,0,803.0194,803.0194,4015.097,8030.194,4.275367,0.1253662,0.09288899,0.40126252,-0.061924286,-10.839366,-0.041545317,-0.089792274,0.7434697,27.364532,17.685658,169.60439,0.010915286,0.014149081,0.000625562,47.98608,47.98608
2902451249,3670026,3670026,0,0,0,0,0,803.0194,803.0194,4015.097,8030.194,4.5993896,0.13556674,0.09730573,0.1089419,-0.19188385,-9.959847,-0.048680045,0.035949506,0.52475053,20.664377,15.22394,84.09724,0.010004693,0.012793245,0.01109084,48.061783,48.061783
2903497356,3670026,3670026,0,0,0,0,0,803.0194,803.0194,4015.097,8030.194,3.8217783,0.10276757,0.029402144,0.0035798873,-0.03448791,-9.62908,-0.017901517,0.004201454,0.020329433,11.912585,11.990154,55.80928,0.012718209,0.007033298,0.001488245,48.12921,48.12921
2904438672,3670026,3670026,0,0,0,0,0,803.0194,803.0194,4015.097,8030.194,3.0791194,0.08453707,0.010549943,0.03512067,-0.15436329,-9.516862,-0.054218788,0.023542983,0.0380014,7.219987,6.634915,25.405128,0.0031132756,0.004592649,0.00066973,48.174507,48.174507
2905469482,3670026,3670026,0,0,0,0,0,803.0194,803.0194,4015.097,8030.194,3.00488,0.08242252,0.006215955,0.025201809,-0.25769025,-9.86322,-0.080830105,0.05502154,-0.015039885,10.16908,8.596125,31.713894,0.008600244,0.0071976045,0.00029107832,48.222115,48.222115
2906406156,3670026,3670026,0,0,0,0,0,803.0194,803.0194,4015.097,8030.194,3.5089452,0.09217295,0.008605484,-0.013076913,-0.7629807,-9.964658,0.122433744,-0.081438854,0.14977047,12.662306,11.198086,59.050804,0.025839543,0.009148574,0.00051080284,48.25483,48.25483
2907446900,3670026,3670026,0,0,0,0,0,803.0194,803.0194,4015.097,8030.194,2.8699057,0.067334116,0.0045610527,0.01483835,-0.6774623,-9.8500185,-0.030495094,-0.023317877,-0.034943853,7.788412,7.4151416,47.744225,0.0045035593,0.0036965988,0.00039838997,48.297432,48.297432
2908493517,3670026,3670026,0,0,0,0,0,803.0194,803.0194,4015.097,8030.194,2.1971266,0.050367594,0.0028792361,0.21080376,-0.80266756,-9.744335,-0.03233141,0.008650837,0.04394216,2.4767141,1.7644472,8.617364,0.0007770539,0.0015536214,0.0005829172,48.347088,48.347088
2909434046,3670026,3670026,0,0,0,0,0,803.0194,803.0194,4015.097,8030.194,0.768377,0.018931208,0.00078938203,-0.2659901,-0.54682434,-9.7857485,-0.031696692,0.047220387,0.026336133,0.071599044,0.07231478,0.25069922,5.3202974e-05,0.0006813321,0.0002594517,48.373543,48.373543
2910479986,3670026,3670026,0,0,0,0,0,803.0194,803.0194,4015.097,8030.194,0.37524647,0.01044611,0.00028612322,-0.3306165,-0.5845614,-9.800794,-0.032986425,0.020955903,0.028202243,0.059397705,0.07143709,0.22839081,0.000103181075,0.0001834053,0.00012203754,48.385784,48.385784
