timestamp,lat,lon,icao_address,altitude,heading,hor_velocity,ver_velocity,flags,squawk,altitude_type,callsign[0],callsign[1],callsign[2],callsign[3],callsign[4],callsign[5],callsign[6],callsign[7],callsign[8],emitter_type,tslc,uas_id[0],uas_id[1],uas_id[2],uas_id[3],uas_id[4],uas_id[5],uas_id[6],uas_id[7],uas_id[8],uas_id[9],uas_id[10],uas_id[11],uas_id[12],uas_id[13],uas_id[14],uas_id[15],uas_id[16],uas_id[17]
2896842881,39.5462944,-76.8435776,11154913,8039.0996,1.1156145,216.06,9.42,319,7167,0,65,65,76,50,48,55,49,32,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2897817610,39.60776,-76.7624512,10517391,10972.801,0.9773843,190.34,-0.32,271,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2897824966,0.0,0.0,10738640,3550.9192,-3.1415927,0.0,0.0,258,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2897833854,39.547478399999996,-76.7756352,11075814,1188.7201,1.2386603,78.7,-0.65,319,1141,0,78,54,56,65,72,32,32,32,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2897842929,39.5462944,-76.8435776,11154913,8039.0996,1.1156145,216.06,9.42,319,7167,0,65,65,76,50,48,55,49,32,0,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2898816500,39.60776,-76.7624512,10517391,10972.801,0.9773843,190.34,-0.32,271,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2898825960,0.0,0.0,10738640,3550.9192,-3.1415927,0.0,0.0,258,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2898834219,39.547478399999996,-76.7756352,11075814,1188.7201,1.2386603,78.7,-0.65,319,1141,0,78,54,56,65,72,32,32,32,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2898844696,39.5462944,-76.8435776,11154913,8039.0996,1.1156145,216.06,9.42,319,7167,0,65,65,76,50,48,55,49,32,0,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2899816814,39.60776,-76.7624512,10517391,10972.801,0.9773843,190.34,-0.32,271,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2899827921,39.3612672,-76.5238336,10738640,3489.9592,-3.1415927,0.0,0.0,259,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2899833999,39.547478399999996,-76.7756352,11075814,1188.7201,1.2386603,78.7,-0.65,319,1141,0,78,54,56,65,72,32,32,32,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2899842939,39.5462944,-76.8435776,11154913,8039.0996,1.1156145,216.06,9.42,319,7167,0,65,65,76,50,48,55,49,32,0,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2900816922,39.60776,-76.7624512,10517391,10972.801,0.9773843,190.34,-0.32,271,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2900825858,39.3612672,-76.5238336,10738640,3489.9592,-3.1415927,0.0,0.0,259,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2900834141,0.0,0.0,10530316,2147483.8,-3.1415927,0.0,0.0,256,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2900842979,39.547478399999996,-76.7756352,11075814,1188.7201,1.2386603,78.7,-0.65,319,1141,0,78,54,56,65,72,32,32,32,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2900851957,39.5462944,-76.8435776,11154913,8039.0996,1.1156145,216.06,9.42,319,7167,0,65,65,76,50,48,55,49,32,0,3,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2901817008,39.60776,-76.7624512,10517391,10972.801,0.9773843,190.34,-0.32,271,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2901827726,39.3612672,-76.5238336,10738640,3489.9592,-3.1415927,0.0,0.0,259,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2901835417,0.0,0.0,10530316,2147483.8,-3.1415927,0.0,0.0,256,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2901842861,39.547478399999996,-76.7756352,11075814,1188.7201,1.2386603,78.7,-0.65,319,1141,0,78,54,56,65,72,32,32,32,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2901851896,39.5462944,-76.8435776,11154913,8039.0996,1.1156145,216.06,9.42,319,7167,0,65,65,76,50,48,55,49,32,0,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2902816867,39.60776,-76.7624512,10517391,10972.801,0.97668624,190.84999,0.0,271,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2902825869,39.3612672,-76.5238336,10738640,3489.9592,-3.1415927,0.0,0.0,259,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2902833881,0.0,0.0,10530316,2147483.8,-3.1415927,0.0,0.0,256,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2902843200,39.547478399999996,-76.7756352,11075814,1188.7201,1.2386603,78.7,-0.65,319,1141,0,78,54,56,65,72,32,32,32,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2902851924,39.5462944,-76.8435776,11154913,8039.0996,1.1156145,216.06,9.42,319,7167,0,65,65,76,50,48,55,49,32,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2903816904,39.5944928,-76.78784,10517391,10972.801,0.97668624,190.84999,0.0,271,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2903827468,39.3612672,-76.5238336,10738640,3489.9592,-3.1415927,0.0,0.0,259,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2903833870,0.0,0.0,10530316,2147483.8,-3.1415927,0.0,0.0,256,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2903842622,39.547478399999996,-76.7756352,11075814,1188.7201,1.2386603,78.7,-0.65,319,1141,0,78,54,56,65,72,32,32,32,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2903851893,39.5330912,-76.8782976,11154913,8161.0195,1.1156145,216.06,5.52,319,7167,0,65,65,76,50,48,55,49,32,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2904816842,39.5944928,-76.78784,10517391,10972.801,0.97668624,190.84999,0.0,271,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2904825363,39.3612672,-76.5238336,10738640,3489.9592,-3.1415927,0.0,0.0,259,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2904833849,0.0,0.0,10530316,2147483.8,-3.1415927,0.0,0.0,256,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
