timestamp,timestamp_sample,xyz[0],xyz[1],xyz[2]
2879187699,2879187585,0.028097246,-0.0036236949,-0.04472936
2879202661,2879202577,0.034991145,-0.025672909,-0.00691501
2879223690,2879223605,0.015371239,0.0008841154,-0.009500617
2879244637,2879244547,0.047760494,-0.012397039,-0.02943764
2879262635,2879262531,0.0414647,-0.0131771695,-0.042806476
2879283644,2879283562,0.05271253,-0.037723687,-0.02603619
2879304587,2879304500,0.01940475,-0.037420414,-0.010617004
2879325570,2879325485,0.02451746,-0.065787315,-0.007176045
2879343603,2879343519,0.09331755,-0.06559272,-0.012665424
2879364540,2879364457,0.17247176,-0.06066184,-0.02064424
2879385525,2879385442,0.13515751,-0.07915093,-0.03046858
2879405015,2879404928,0.09000997,-0.05996924,-0.021084107
2879424518,2879424414,-0.022529535,-0.0712217,0.0059046107
2879445494,2879445408,0.037545595,-0.12501931,0.013424604
2879466495,2879466384,0.09847702,-0.16023663,0.00059882295
2879483027,2879482872,0.09962972,-0.1526178,-0.032347046
2879503969,2879503857,0.015488798,-0.16076045,-0.00825854
2879524928,2879524842,-8.5693784e-05,-0.1546851,0.020266451
2879542915,2879542829,0.06248397,-0.16569093,0.0011399778
2879564008,2879563814,0.072278745,-0.12698488,-0.015614665
2879584907,2879584799,0.048634246,-0.09544129,-0.013563121
2879602877,2879602790,0.02594534,-0.0223016,0.007192598
2879623870,2879623771,0.027059162,0.0037978194,-0.0023240931
2879644972,2879644759,0.035387654,0.050472505,-0.01126551
2879667324,2879667240,0.01835947,0.06470296,-0.01488451
2879682316,2879682232,0.023929207,0.05814972,0.006459177
2879703385,2879703260,0.00095953513,0.053270698,-0.008666316
2879724338,2879724198,0.007203793,0.073075615,-0.021944974
2879745272,2879745183,0.011091871,0.06854479,-0.02653585
2879763304,2879763217,-0.010962827,0.047967687,0.0012677409
2879784252,2879784155,0.009040276,0.026821982,0.014584695
2879806770,2879806641,0.009291509,-0.0090231355,0.012110406
2879823261,2879823174,0.07048203,-0.011791429,-0.01602842
2879844201,2879844112,0.049067494,0.020812914,-0.021854136
2879865185,2879865097,0.022237362,0.010405874,-0.008727587
2879886187,2879886082,-0.009359641,0.026462452,0.017550785
2879902712,2879902570,-0.0044233482,0.013319597,0.017334586
2879923639,2879923555,0.004255553,0.006985116,-0.0010643596
2879944633,2879944540,-0.008211898,0.014709659,-0.00907571
2879962617,2879962527,-0.02827353,0.054091353,0.010466219
2879985097,2879985010,-0.046875723,0.05292033,0.02046062
2880004587,2880004497,-0.04657564,0.031277437,0.019835109
2880025620,2880025528,-0.010643061,0.009824034,0.01401382
2880043552,2880043469,0.009519435,0.048911065,0.0007519254
2880064578,2880064453,-0.032429554,0.085731134,0.0021492243
2880085586,2880085485,-0.034039572,0.08678332,-0.0052356785
2880103541,2880103429,-0.06647677,0.074654706,0.015415049
2880124493,2880124410,-0.031375263,0.07998278,0.026956448
2880145528,2880145442,0.002568345,0.08291084,0.032174766
2880166475,2880166380,0.0117080845,0.065017,0.006268284
2880183001,2880182915,-0.049758222,0.05481945,-0.012500487
2880203980,2880203855,-0.05946126,0.038203083,0.01174527
2880224997,2880224845,-0.019696776,0.040959243,0.031026002
2880242956,2880242872,0.015676906,0.037743993,0.005360396
