timestamp,bias_x[0],bias_x[1],bias_x[2],bias_x[3],bias_y[0],bias_y[1],bias_y[2],bias_y[3],bias_z[0],bias_z[1],bias_z[2],bias_z[3],valid[0],valid[1],valid[2],valid[3]
2910684584,-6.007505e-05,3.999636e-05,5.9163485e-05,0.0,-3.69969e-05,-7.848586e-06,5.0007347e-05,0.0,7.8165845e-05,7.5186836e-05,-0.00013014181,0.0,0,0,0,0
2910704921,-6.007505e-05,4.63276e-05,0.00011463827,0.0,-3.69969e-05,-5.7665373e-05,3.368086e-05,0.0,7.8165845e-05,0.00014516617,-0.00014337404,0.0,0,0,0,0
2910886829,-0.00010114961,-0.0002226409,0.00032267778,0.0,-9.9922145e-06,-6.55282e-05,-0.000116644296,0.0,7.75518e-05,1.4827927e-05,-0.00012591484,0.0,0,0,0,0
