timestamp,q[0],q[1],q[2],q[3],angular_velocity_x,angular_velocity_y,angular_velocity_z,failure_flags,device_flags,target_system,target_component,received_from_mavlink
2876054387,0.99456763,0.0,0.0,0.10409211,0.0,0.0,0.0,0,30,0,0,0
2876154411,0.9943318,0.0,0.0,0.10632176,0.0,0.0,0.0,0,30,0,0,0
2876304386,0.99403685,0.0,0.0,0.10904467,0.0,0.0,0.0,0,30,0,0,0
2876354386,0.9943308,0.0,0.0,0.10633089,0.0,0.0,0.0,0,30,0,0,0
2876454388,0.99380815,0.0,0.0,0.111109585,0.0,0.0,0.0,0,30,0,0,0
2876554387,0.9933691,0.0,0.0,0.11496879,0.0,0.0,0.0,0,30,0,0,0
2876704388,0.9930061,0.0,0.0,0.11806311,0.0,0.0,0.0,0,30,0,0,0
2876804597,0.9928348,0.0,0.0,0.11949514,0.0,0.0,0.0,0,30,0,0,0
2876904386,0.99267673,0.0,0.0,0.12080093,0.0,0.0,0.0,0,30,0,0,0
2877004386,0.99245286,0.0,0.0,0.122626536,0.0,0.0,0.0,0,30,0,0,0
2877054388,0.99232626,0.0,0.0,0.12364713,0.0,0.0,0.0,0,30,0,0,0
2877204456,0.9917879,0.0,0.0,0.12789366,0.0,0.0,0.0,0,30,0,0,0
2877254386,0.9916044,0.0,0.0,0.12930858,0.0,0.0,0.0,0,30,0,0,0
2877404388,0.9910972,0.0,0.0,0.1331404,0.0,0.0,0.0,0,30,0,0,0
2877504563,0.9908315,0.0,0.0,0.13510339,0.0,0.0,0.0,0,30,0,0,0
2877604385,0.99063456,0.0,0.0,0.13654011,0.0,0.0,0.0,0,30,0,0,0
2877704717,0.9905295,0.0,0.0,0.13730007,0.0,0.0,0.0,0,30,0,0,0
2877754388,0.9904929,0.0,0.0,0.13756411,0.0,0.0,0.0,0,30,0,0,0
2877904386,0.9906064,0.0,0.0,0.1367439,0.0,0.0,0.0,0,30,0,0,0
2877954387,0.99069345,0.0,0.0,0.13611215,0.0,0.0,0.0,0,30,0,0,0
2878104390,0.9909067,0.0,0.0,0.1345506,0.0,0.0,0.0,0,30,0,0,0
2878154387,0.99095416,0.0,0.0,0.13420096,0.0,0.0,0.0,0,30,0,0,0
2878304386,0.9910023,0.0,0.0,0.13384454,0.0,0.0,0.0,0,30,0,0,0
2878405709,0.9910436,0.0,0.0,0.1335386,0.0,0.0,0.0,0,30,0,0,0
2878454387,0.99102366,0.0,0.0,0.1336866,0.0,0.0,0.0,0,30,0,0,0
2878604388,0.99099314,0.0,0.0,0.13391268,0.0,0.0,0.0,0,30,0,0,0
2878654386,0.990961,0.0,0.0,0.13415025,0.0,0.0,0.0,0,30,0,0,0
2878754386,0.99095064,0.0,0.0,0.1342268,0.0,0.0,0.0,0,30,0,0,0
2878904536,0.99105704,0.0,0.0,0.13343912,0.0,0.0,0.0,0,30,0,0,0
2878954725,0.9911214,0.0,0.0,0.13295993,0.0,0.0,0.0,0,30,0,0,0
2879104436,0.9913453,0.0,0.0,0.13128044,0.0,0.0,0.0,0,30,0,0,0
2879154387,0.9914196,0.0,0.0,0.13071796,0.0,0.0,0.0,0,30,0,0,0
2879304385,0.99159557,0.0,0.0,0.12937647,0.0,0.0,0.0,0,30,0,0,0
2879354388,0.9916295,0.0,0.0,0.12911604,0.0,0.0,0.0,0,30,0,0,0
2879454388,0.99164784,0.0,0.0,0.12897521,0.0,0.0,0.0,0,30,0,0,0
2879554389,0.99163544,0.0,0.0,0.12907016,0.0,0.0,0.0,0,30,0,0,0
2879704407,0.9915983,0.0,0.0,0.12935531,0.0,0.0,0.0,0,30,0,0,0
2879804426,0.99157023,0.0,0.0,0.12957042,0.0,0.0,0.0,0,30,0,0,0
2879854387,0.99154276,0.0,0.0,0.1297803,0.0,0.0,0.0,0,30,0,0,0
2880004384,0.99141794,0.0,0.0,0.13073042,0.0,0.0,0.0,0,30,0,0,0
2880055293,0.99137557,0.0,0.0,0.13105154,0.0,0.0,0.0,0,30,0,0,0
2880154416,0.9912855,0.0,0.0,0.13173108,0.0,0.0,0.0,0,30,0,0,0
2880254386,0.9912291,0.0,0.0,0.13215446,0.0,0.0,0.0,0,30,0,0,0
2880354386,0.99121714,0.0,0.0,0.1322445,0.0,0.0,0.0,0,30,0,0,0
2880504388,0.99123454,0.0,0.0,0.13211377,0.0,0.0,0.0,0,30,0,0,0
2880554387,0.9912608,0.0,0.0,0.1319166,0.0,0.0,0.0,0,30,0,0,0
2880704475,0.9913731,0.0,0.0,0.1310701,0.0,0.0,0.0,0,30,0,0,0
2880755124,0.99141306,0.0,0.0,0.13076739,0.0,0.0,0.0,0,30,0,0,0
2880904388,0.9915355,0.0,0.0,0.12983611,0.0,0.0,0.0,0,30,0,0,0
2880954388,0.99157506,0.0,0.0,0.12953316,0.0,0.0,0.0,0,30,0,0,0
2881054885,0.99159473,0.0,0.0,0.12938267,0.0,0.0,0.0,0,30,0,0,0
2881204469,0.9915462,0.0,0.0,0.12975417,0.0,0.0,0.0,0,30,0,0,0
2881254387,0.9915095,0.0,0.0,0.1300343,0.0,0.0,0.0,0,30,0,0,0
2881404385,0.9913677,0.0,0.0,0.13111092,0.0,0.0,0.0,0,30,0,0,0
2881454884,0.9913041,0.0,0.0,0.13159078,0.0,0.0,0.0,0,30,0,0,0
2881554387,0.99119395,0.0,0.0,0.1324181,0.0,0.0,0.0,0,30,0,0,0
2881704472,0.9910904,0.0,0.0,0.13319059,0.0,0.0,0.0,0,30,0,0,0
2881804387,0.9910271,0.0,0.0,0.13366099,0.0,0.0,0.0,0,30,0,0,0
2881904386,0.9910057,0.0,0.0,0.13381943,0.0,0.0,0.0,0,30,0,0,0
2881954411,0.991021,0.0,0.0,0.13370632,0.0,0.0,0.0,0,30,0,0,0
2882104387,0.99107516,0.0,0.0,0.13330446,0.0,0.0,0.0,0,30,0,0,0
2882154390,0.99110216,0.0,0.0,0.13310328,0.0,0.0,0.0,0,30,0,0,0
2882304387,0.9911437,0.0,0.0,0.13279387,0.0,0.0,0.0,0,30,0,0,0
2882354443,0.99115664,0.0,0.0,0.13269727,0.0,0.0,0.0,0,30,0,0,0
2882504387,0.99110246,0.0,0.0,0.13310115,0.0,0.0,0.0,0,30,0,0,0
2882554477,0.99108356,0.0,0.0,0.13324168,0.0,0.0,0.0,0,30,0,0,0
2882654420,0.9910707,0.0,0.0,0.13333751,0.0,0.0,0.0,0,30,0,0,0
2882804397,0.99105054,0.0,0.0,0.13348733,0.0,0.0,0.0,0,30,0,0,0
2882854413,0.99104744,0.0,0.0,0.13351008,0.0,0.0,0.0,0,30,0,0,0
2883004388,0.9910789,0.0,0.0,0.13327652,0.0,0.0,0.0,0,30,0,0,0
2883104455,0.9911235,0.0,0.0,0.13294443,0.0,0.0,0.0,0,30,0,0,0
2883204388,0.9911797,0.0,0.0,0.13252476,0.0,0.0,0.0,0,30,0,0,0
2883305041,0.99123806,0.0,0.0,0.13208747,0.0,0.0,0.0,0,30,0,0,0
2883354387,0.9912642,0.0,0.0,0.1318912,0.0,0.0,0.0,0,30,0,0,0
2883504385,0.9913816,0.0,0.0,0.13100594,0.0,0.0,0.0,0,30,0,0,0
2883555792,0.9914413,0.0,0.0,0.13055296,0.0,0.0,0.0,0,30,0,0,0
2883654573,0.9914863,0.0,0.0,0.13021104,0.0,0.0,0.0,0,30,0,0,0
2883754570,0.991528,0.0,0.0,0.12989354,0.0,0.0,0.0,0,30,0,0,0
2883904394,0.99154806,0.0,0.0,0.12973997,0.0,0.0,0.0,0,30,0,0,0
2884004394,0.99157476,0.0,0.0,0.1295356,0.0,0.0,0.0,0,30,0,0,0
2884054456,0.99157625,0.0,0.0,0.12952416,0.0,0.0,0.0,0,30,0,0,0
2884204386,0.99156195,0.0,0.0,0.12963386,0.0,0.0,0.0,0,30,0,0,0
2884254389,0.9915446,0.0,0.0,0.12976643,0.0,0.0,0.0,0,30,0,0,0
2884404386,0.9913972,0.0,0.0,0.13088763,0.0,0.0,0.0,0,30,0,0,0
2884505127,0.991261,0.0,0.0,0.13191502,0.0,0.0,0.0,0,30,0,0,0
2884554386,0.9912016,0.0,0.0,0.1323611,0.0,0.0,0.0,0,30,0,0,0
2884704386,0.99102646,0.0,0.0,0.13366598,0.0,0.0,0.0,0,30,0,0,0
2884754389,0.99098885,0.0,0.0,0.13394427,0.0,0.0,0.0,0,30,0,0,0
2884904550,0.99093974,0.0,0.0,0.13430724,0.0,0.0,0.0,0,30,0,0,0
2884954972,0.99095243,0.0,0.0,0.1342135,0.0,0.0,0.0,0,30,0,0,0
2885104387,0.991011,0.0,0.0,0.13378038,0.0,0.0,0.0,0,30,0,0,0
2885154454,0.9910451,0.0,0.0,0.13352752,0.0,0.0,0.0,0,30,0,0,0
2885254387,0.99112374,0.0,0.0,0.13294259,0.0,0.0,0.0,0,30,0,0,0
2885405751,0.99124104,0.0,0.0,0.13206494,0.0,0.0,0.0,0,30,0,0,0
2885454388,0.9912451,0.0,0.0,0.13203472,0.0,0.0,0.0,0,30,0,0,0
2885604386,0.991428,0.0,0.0,0.13065386,0.0,0.0,0.0,0,30,0,0,0
2885655020,0.99167126,0.0,0.0,0.12879467,0.0,0.0,0.0,0,30,0,0,0
2885754575,0.9927352,0.0,0.0,0.12031937,0.0,0.0,0.0,0,30,0,0,0
2885904486,0.99541515,0.0,0.0,0.0956489,0.0,0.0,0.0,0,30,0,0,0
2885954389,0.9964279,0.0,0.0,0.08444791,0.0,0.0,0.0,0,30,0,0,0
2886104509,0.99884266,0.0,0.0,0.04809692,0.0,0.0,0.0,0,30,0,0,0
2886154390,0.9993514,0.0,0.0,0.036010727,0.0,0.0,0.0,0,30,0,0,0
2886304385,0.9999705,0.0,-0.0,-0.0076780575,0.0,0.0,0.0,0,30,0,0,0
2886355172,0.9997156,0.0,-0.0,-0.023846874,0.0,0.0,0.0,0,30,0,0,0
2886504386,0.99753076,0.0,-0.0,-0.07023128,0.0,0.0,0.0,0,30,0,0,0
2886604450,0.99480003,0.0,-0.0,-0.10184753,0.0,0.0,0.0,0,30,0,0,0
2886704385,0.9904091,0.0,-0.0,-0.13816598,0.0,0.0,0.0,0,30,0,0,0
2886804417,0.9851579,0.0,-0.0,-0.17165056,0.0,0.0,0.0,0,30,0,0,0
2886854388,0.9820596,0.0,-0.0,-0.18857068,0.0,0.0,0.0,0,30,0,0,0
2887004494,0.9702887,0.0,-0.0,-0.24195014,0.0,0.0,0.0,0,30,0,0,0
2887054387,0.9652078,0.0,-0.0,-0.26148394,0.0,0.0,0.0,0,30,0,0,0
2887204394,0.9498504,0.0,-0.0,-0.3127047,0.0,0.0,0.0,0,30,0,0,0
2887304461,0.93834966,0.0,-0.0,-0.34568763,0.0,0.0,0.0,0,30,0,0,0
2887404385,0.925293,0.0,-0.0,-0.37925294,0.0,0.0,0.0,0,30,0,0,0
2887504430,0.91034204,0.0,-0.0,-0.41385674,0.0,0.0,0.0,0,30,0,0,0
2887554388,0.90288186,0.0,-0.0,-0.42988873,0.0,0.0,0.0,0,30,0,0,0
2887704387,0.8784426,0.0,-0.0,-0.4778479,0.0,0.0,0.0,0,30,0,0,0
2887754412,0.8700258,0.0,-0.0,-0.49300614,0.0,0.0,0.0,0,30,0,0,0
2887904386,0.8414984,0.0,-0.0,-0.54025966,0.0,0.0,0.0,0,30,0,0,0
2888004477,0.8211825,0.0,-0.0,-0.5706657,0.0,0.0,0.0,0,30,0,0,0
2888104386,0.8005258,0.0,-0.0,-0.59929836,0.0,0.0,0.0,0,30,0,0,0
2888204387,0.7774483,0.0,-0.0,-0.62894684,0.0,0.0,0.0,0,30,0,0,0
2888254390,0.7654236,0.0,-0.0,-0.64352673,0.0,0.0,0.0,0,30,0,0,0
2888404407,0.72838414,0.0,-0.0,-0.68516904,0.0,0.0,0.0,0,30,0,0,0
2888454699,0.71549445,0.0,-0.0,-0.6986184,0.0,0.0,0.0,0,30,0,0,0
2888604387,0.6743098,0.0,-0.0,-0.7384486,0.0,0.0,0.0,0,30,0,0,0
2888704575,0.64649075,0.0,-0.0,-0.7629218,0.0,0.0,0.0,0,30,0,0,0
2888755088,0.6309589,0.0,-0.0,-0.7758162,0.0,0.0,0.0,0,30,0,0,0
2888904385,0.58659434,0.0,-0.0,-0.8098809,0.0,0.0,0.0,0,30,0,0,0
2888954447,0.57364637,0.0,-0.0,-0.81910306,0.0,0.0,0.0,0,30,0,0,0
2889054397,0.54327995,0.0,-0.0,-0.8395516,0.0,0.0,0.0,0,30,0,0,0
2889154387,0.5130991,0.0,-0.0,-0.8583294,0.0,0.0,0.0,0,30,0,0,0
2889255411,0.4815152,0.0,-0.0,-0.8764377,0.0,0.0,0.0,0,30,0,0,0
2889354387,0.45264894,0.0,-0.0,-0.8916888,0.0,0.0,0.0,0,30,0,0,0
2889504387,0.40824306,0.0,-0.0,-0.91287327,0.0,0.0,0.0,0,30,0,0,0
2889604386,0.37591183,0.0,-0.0,-0.9266554,0.0,0.0,0.0,0,30,0,0,0
2889654415,0.3605811,0.0,-0.0,-0.9327279,0.0,0.0,0.0,0,30,0,0,0
2889804387,0.31573728,0.0,-0.0,-0.94884664,0.0,0.0,0.0,0,30,0,0,0
2889855804,0.3006235,0.0,-0.0,-0.9537429,0.0,0.0,0.0,0,30,0,0,0
2889954531,0.2743951,0.0,-0.0,-0.96161705,0.0,0.0,0.0,0,30,0,0,0
2890105020,0.2363528,0.0,-0.0,-0.9716673,0.0,0.0,0.0,0,30,0,0,0
2890154388,0.22434711,0.0,-0.0,-0.9745093,0.0,0.0,0.0,0,30,0,0,0
2890304386,0.19871876,0.0,-0.0,-0.9800566,0.0,0.0,0.0,0,30,0,0,0
2890354387,0.1924962,0.0,-0.0,-0.98129773,0.0,0.0,0.0,0,30,0,0,0
2890504386,0.17930849,0.0,-0.0,-0.9837929,0.0,0.0,0.0,0,30,0,0,0
2890554688,0.1771132,0.0,-0.0,-0.98419046,0.0,0.0,0.0,0,30,0,0,0
2890704467,0.1744244,0.0,-0.0,-0.9846706,0.0,0.0,0.0,0,30,0,0,0
2890754387,0.17469285,0.0,-0.0,-0.98462296,0.0,0.0,0.0,0,30,0,0,0
2890904386,0.17756489,0.0,-0.0,-0.9841091,0.0,0.0,0.0,0,30,0,0,0
2890955397,0.17890738,0.0,-0.0,-0.9838659,0.0,0.0,0.0,0,30,0,0,0
2891054388,0.18111765,0.0,-0.0,-0.98346144,0.0,0.0,0.0,0,30,0,0,0
2891154392,0.18237805,0.0,-0.0,-0.9832285,0.0,0.0,0.0,0,30,0,0,0
2891255437,0.18236211,0.0,-0.0,-0.9832314,0.0,0.0,0.0,0,30,0,0,0
2891404766,0.18097204,0.0,-0.0,-0.98348826,0.0,0.0,0.0,0,30,0,0,0
2891504457,0.1796066,0.0,-0.0,-0.98373854,0.0,0.0,0.0,0,30,0,0,0
2891604386,0.17886071,0.0,-0.0,-0.9838744,0.0,0.0,0.0,0,30,0,0,0
2891654411,0.17863809,0.0,-0.0,-0.98391485,0.0,0.0,0.0,0,30,0,0,0
2891754386,0.17902221,0.0,-0.0,-0.98384506,0.0,0.0,0.0,0,30,0,0,0
2891904386,0.18126267,0.0,-0.0,-0.98343474,0.0,0.0,0.0,0,30,0,0,0
2891954402,0.18187109,0.0,-0.0,-0.9833224,0.0,0.0,0.0,0,30,0,0,0
2892104389,0.18317807,0.0,-0.0,-0.98307973,0.0,0.0,0.0,0,30,0,0,0
2892204463,0.18361516,0.0,-0.0,-0.9829982,0.0,0.0,0.0,0,30,0,0,0
2892304388,0.1831211,0.0,-0.0,-0.98309034,0.0,0.0,0.0,0,30,0,0,0
2892404395,0.1817976,0.0,-0.0,-0.983336,0.0,0.0,0.0,0,30,0,0,0
2892454388,0.18111789,0.0,-0.0,-0.9834614,0.0,0.0,0.0,0,30,0,0,0
2892604763,0.17877802,0.0,-0.0,-0.98388946,0.0,0.0,0.0,0,30,0,0,0
2892654712,0.17803776,0.0,-0.0,-0.98402363,0.0,0.0,0.0,0,30,0,0,0
2892804390,0.17575677,0.0,-0.0,-0.98443365,0.0,0.0,0.0,0,30,0,0,0
2892904560,0.17451549,0.0,-0.0,-0.9846544,0.0,0.0,0.0,0,30,0,0,0
2893004389,0.17337373,0.0,-0.0,-0.9848561,0.0,0.0,0.0,0,30,0,0,0
2893104675,0.17264602,0.0,-0.0,-0.9849839,0.0,0.0,0.0,0,30,0,0,0
2893154391,0.17270215,0.0,-0.0,-0.9849741,0.0,0.0,0.0,0,30,0,0,0
2893304441,0.17326385,0.0,-0.0,-0.98487544,0.0,0.0,0.0,0,30,0,0,0
2893354588,0.17354608,0.0,-0.0,-0.98482573,0.0,0.0,0.0,0,30,0,0,0
2893504390,0.17443074,0.0,-0.0,-0.98466945,0.0,0.0,0.0,0,30,0,0,0
2893604572,0.1749938,0.0,-0.0,-0.98456955,0.0,0.0,0.0,0,30,0,0,0
2893704387,0.17521843,0.0,-0.0,-0.98452955,0.0,0.0,0.0,0,30,0,0,0
2893804388,0.1753784,0.0,-0.0,-0.9845011,0.0,0.0,0.0,0,30,0,0,0
2893854465,0.17550996,0.0,-0.0,-0.98447764,0.0,0.0,0.0,0,30,0,0,0
2894004387,0.1757618,0.0,-0.0,-0.9844327,0.0,0.0,0.0,0,30,0,0,0
2894054387,0.17599334,0.0,-0.0,-0.98439133,0.0,0.0,0.0,0,30,0,0,0
2894154500,0.17644605,0.0,-0.0,-0.9843103,0.0,0.0,0.0,0,30,0,0,0
2894304544,0.17631193,0.0,-0.0,-0.98433435,0.0,0.0,0.0,0,30,0,0,0
2894354723,0.17614648,0.0,-0.0,-0.984364,0.0,0.0,0.0,0,30,0,0,0
2894504386,0.17479673,0.0,-0.0,-0.98460454,0.0,0.0,0.0,0,30,0,0,0
2894554387,0.17407753,0.0,-0.0,-0.984732,0.0,0.0,0.0,0,30,0,0,0
2894704386,0.17099462,0.0,-0.0,-0.985272,0.0,0.0,0.0,0,30,0,0,0
2894754411,0.16981457,0.0,-0.0,-0.985476,0.0,0.0,0.0,0,30,0,0,0
2894904389,0.1676561,0.0,-0.0,-0.98584557,0.0,0.0,0.0,0,30,0,0,0
2895004448,0.1668563,0.0,-0.0,-0.9859812,0.0,0.0,0.0,0,30,0,0,0
2895104388,0.16629785,0.0,-0.0,-0.9860756,0.0,0.0,0.0,0,30,0,0,0
2895204386,0.16666648,0.0,-0.0,-0.98601335,0.0,0.0,0.0,0,30,0,0,0
2895254390,0.16686559,0.0,-0.0,-0.9859797,0.0,0.0,0.0,0,30,0,0,0
2895404388,0.16808257,0.0,-0.0,-0.9857729,0.0,0.0,0.0,0,30,0,0,0
2895455065,0.16870828,0.0,-0.0,-0.98566604,0.0,0.0,0.0,0,30,0,0,0
2895604385,0.17098194,0.0,-0.0,-0.98527414,0.0,0.0,0.0,0,30,0,0,0
2895704561,0.17238781,0.0,-0.0,-0.98502916,0.0,0.0,0.0,0,30,0,0,0
2895754421,0.17334579,0.0,-0.0,-0.984861,0.0,0.0,0.0,0,30,0,0,0
2895904717,0.17571744,0.0,-0.0,-0.9844406,0.0,0.0,0.0,0,30,0,0,0
2895954387,0.17631909,0.0,-0.0,-0.98433304,0.0,0.0,0.0,0,30,0,0,0
2896104414,0.17776115,0.0,-0.0,-0.98407364,0.0,0.0,0.0,0,30,0,0,0
2896154404,0.17792374,0.0,-0.0,-0.98404425,0.0,0.0,0.0,0,30,0,0,0
2896304385,0.17741238,0.0,-0.0,-0.9841366,0.0,0.0,0.0,0,30,0,0,0
2896404454,0.1768424,0.0,-0.0,-0.98423916,0.0,0.0,0.0,0,30,0,0,0
2896454943,0.17632484,0.0,-0.0,-0.984332,0.0,0.0,0.0,0,30,0,0,0
2896604386,0.1746304,0.0,-0.0,-0.98463404,0.0,0.0,0.0,0,30,0,0,0
2896654388,0.17387961,0.0,-0.0,-0.9847669,0.0,0.0,0.0,0,30,0,0,0
2896754387,0.17254785,0.0,-0.0,-0.98500115,0.0,0.0,0.0,0,30,0,0,0
2896854390,0.17169848,0.0,-0.0,-0.98514956,0.0,0.0,0.0,0,30,0,0,0
2897004388,0.17143929,0.0,-0.0,-0.9851947,0.0,0.0,0.0,0,30,0,0,0
2897104448,0.17185491,0.0,-0.0,-0.98512226,0.0,0.0,0.0,0,30,0,0,0
2897204385,0.17217045,0.0,-0.0,-0.9850672,0.0,0.0,0.0,0,30,0,0,0
2897304489,0.17259659,0.0,-0.0,-0.9849926,0.0,0.0,0.0,0,30,0,0,0
2897354387,0.17284352,0.0,-0.0,-0.9849493,0.0,0.0,0.0,0,30,0,0,0
2897504635,0.17407213,0.0,-0.0,-0.9847329,0.0,0.0,0.0,0,30,0,0,0
2897554388,0.17460658,0.0,-0.0,-0.9846383,0.0,0.0,0.0,0,30,0,0,0
2897704386,0.17571522,0.0,-0.0,-0.98444104,0.0,0.0,0.0,0,30,0,0,0
2897754927,0.17608394,0.0,-0.0,-0.9843752,0.0,0.0,0.0,0,30,0,0,0
2897904386,0.17656668,0.0,-0.0,-0.9842887,0.0,0.0,0.0,0,30,0,0,0
2898004386,0.17665374,0.0,-0.0,-0.9842731,0.0,0.0,0.0,0,30,0,0,0
2898054414,0.17654778,0.0,-0.0,-0.9842921,0.0,0.0,0.0,0,30,0,0,0
2898204680,0.17681988,0.0,-0.0,-0.9842432,0.0,0.0,0.0,0,30,0,0,0
2898254387,0.17687996,0.0,-0.0,-0.9842324,0.0,0.0,0.0,0,30,0,0,0
2898354541,0.18294273,0.0,-0.0,-0.9831236,0.0,0.0,0.0,0,30,0,0,0
2898504386,0.22440055,0.0,-0.0,-0.974497,0.0,0.0,0.0,0,30,0,0,0
2898604388,0.27140117,0.0,-0.0,-0.9624663,0.0,0.0,0.0,0,30,0,0,0
2898704392,0.32135063,0.0,-0.0,-0.9469603,0.0,0.0,0.0,0,30,0,0,0
2898754393,0.34594837,0.0,-0.0,-0.9382535,0.0,0.0,0.0,0,30,0,0,0
2898904386,0.42523548,0.0,-0.0,-0.90508276,0.0,0.0,0.0,0,30,0,0,0
2898954728,0.4486607,0.0,-0.0,-0.89370215,0.0,0.0,0.0,0,30,0,0,0
2899104413,0.51039463,0.0,-0.0,-0.8599403,0.0,0.0,0.0,0,30,0,0,0
2899205343,0.54867077,0.0,-0.0,-0.83603853,0.0,0.0,0.0,0,30,0,0,0
2899304385,0.5798411,0.0,-0.0,-0.8147296,0.0,0.0,0.0,0,30,0,0,0
2899405589,0.60938394,0.0,-0.0,-0.7928753,0.0,0.0,0.0,0,30,0,0,0
2899454387,0.6216248,0.0,-0.0,-0.7833151,0.0,0.0,0.0,0,30,0,0,0
2899604556,0.65982175,0.0,-0.0,-0.75142217,0.0,0.0,0.0,0,30,0,0,0
2899654407,0.67339045,0.0,-0.0,-0.739287,0.0,0.0,0.0,0,30,0,0,0
2899804390,0.710974,0.0,-0.0,-0.70321834,0.0,0.0,0.0,0,30,0,0,0
2899904547,0.7361409,0.0,-0.0,-0.6768283,0.0,0.0,0.0,0,30,0,0,0
2899954387,0.7498867,0.0,-0.0,-0.66156626,0.0,0.0,0.0,0,30,0,0,0
2900104390,0.7853024,0.0,-0.0,-0.61911243,0.0,0.0,0.0,0,30,0,0,0
2900154389,0.7979607,0.0,-0.0,-0.6027095,0.0,0.0,0.0,0,30,0,0,0
2900304771,0.8343748,0.0,-0.0,-0.5511975,0.0,0.0,0.0,0,30,0,0,0
2900354708,0.8458977,0.0,-0.0,-0.53334516,0.0,0.0,0.0,0,30,0,0,0
2900504387,0.87700504,0.0,-0.0,-0.48048112,0.0,0.0,0.0,0,30,0,0,0
2900554387,0.8860246,0.0,-0.0,-0.4636382,0.0,0.0,0.0,0,30,0,0,0
2900654388,0.9048816,0.0,-0.0,-0.42566332,0.0,0.0,0.0,0,30,0,0,0
2900804388,0.9283304,0.0,-0.0,-0.3717561,0.0,0.0,0.0,0,30,0,0,0
2900854388,0.93513983,0.0,-0.0,-0.3542789,0.0,0.0,0.0,0,30,0,0,0
2901004556,0.9549944,0.0,-0.0,-0.29662383,0.0,0.0,0.0,0,30,0,0,0
2901054387,0.96056706,0.0,-0.0,-0.2780484,0.0,0.0,0.0,0,30,0,0,0
2901154544,0.9703247,0.0,-0.0,-0.24180563,0.0,0.0,0.0,0,30,0,0,0
2901304386,0.98243976,0.0,-0.0,-0.1865801,0.0,0.0,0.0,0,30,0,0,0
2901354683,0.98564714,0.0,-0.0,-0.16881865,0.0,0.0,0.0,0,30,0,0,0
2901454430,0.99115765,0.0,-0.0,-0.1326895,0.0,0.0,0.0,0,30,0,0,0
2901554386,0.9951261,0.0,-0.0,-0.09861035,0.0,0.0,0.0,0,30,0,0,0
2901704508,0.99918,0.0,-0.0,-0.04048874,0.0,0.0,0.0,0,30,0,0,0
2901754386,0.99973005,0.0,-0.0,-0.023234926,0.0,0.0,0.0,0,30,0,0,0
2901904387,0.9992959,0.0,0.0,0.037519015,0.0,0.0,0.0,0,30,0,0,0
2902004389,0.9970912,0.0,0.0,0.07621776,0.0,0.0,0.0,0,30,0,0,0
2902104386,0.9931493,0.0,0.0,0.11685251,0.0,0.0,0.0,0,30,0,0,0
2902204437,0.987175,0.0,0.0,0.15964174,0.0,0.0,0.0,0,30,0,0,0
2902254386,0.98402756,0.0,0.0,0.17801632,0.0,0.0,0.0,0,30,0,0,0
2902404579,0.97282386,0.0,0.0,0.23154636,0.0,0.0,0.0,0,30,0,0,0
2902454680,0.9702556,0.0,0.0,0.24208264,0.0,0.0,0.0,0,30,0,0,0
2902604441,0.9689973,0.0,0.0,0.24707131,0.0,0.0,0.0,0,30,0,0,0
