timestamp,q[0],q[1],q[2],q[3],angular_velocity_x,angular_velocity_y,angular_velocity_z,failure_flags,device_flags,target_system,target_component,received_from_mavlink
2902704402,0.9717532,0.0,0.0,0.23599944,0.0,0.0,0.0,0,30,0,0,0
2902804386,0.9758724,0.0,0.0,0.21834153,0.0,0.0,0.0,0,30,0,0,0
2902904518,0.9802491,0.0,0.0,0.1977668,0.0,0.0,0.0,0,30,0,0,0
2902954391,0.9824922,0.0,0.0,0.18630376,0.0,0.0,0.0,0,30,0,0,0
2903104563,0.98753273,0.0,0.0,0.1574139,0.0,0.0,0.0,0,30,0,0,0
2903154387,0.9887793,0.0,0.0,0.14938374,0.0,0.0,0.0,0,30,0,0,0
2903304391,0.99114156,0.0,0.0,0.13280989,0.0,0.0,0.0,0,30,0,0,0
2903404385,0.9918436,0.0,0.0,0.12746093,0.0,0.0,0.0,0,30,0,0,0
2903504394,0.9918882,0.0,0.0,0.12711336,0.0,0.0,0.0,0,30,0,0,0
2903604386,0.9915035,0.0,0.0,0.13008013,0.0,0.0,0.0,0,30,0,0,0
2903654388,0.9911508,0.0,0.0,0.13274089,0.0,0.0,0.0,0,30,0,0,0
2903804775,0.9898704,0.0,0.0,0.14197388,0.0,0.0,0.0,0,30,0,0,0
2903854387,0.98939186,0.0,0.0,0.14527133,0.0,0.0,0.0,0,30,0,0,0
2904004387,0.98825186,0.0,0.0,0.15283391,0.0,0.0,0.0,0,30,0,0,0
2904104385,0.9875614,0.0,0.0,0.1572337,0.0,0.0,0.0,0,30,0,0,0
2904154387,0.9873136,0.0,0.0,0.1587821,0.0,0.0,0.0,0,30,0,0,0
2904304385,0.9866912,0.0,0.0,0.16260555,0.0,0.0,0.0,0,30,0,0,0
2904355358,0.9865896,0.0,0.0,0.1632204,0.0,0.0,0.0,0,30,0,0,0
2904504550,0.98658186,0.0,0.0,0.16326752,0.0,0.0,0.0,0,30,0,0,0
2904554805,0.98666614,0.0,0.0,0.1627572,0.0,0.0,0.0,0,30,0,0,0
2904704386,0.9871895,0.0,0.0,0.15955247,0.0,0.0,0.0,0,30,0,0,0
2904754392,0.98737615,0.0,0.0,0.1583928,0.0,0.0,0.0,0,30,0,0,0
2904904386,0.9880134,0.0,0.0,0.15436818,0.0,0.0,0.0,0,30,0,0,0
2905004387,0.9883929,0.0,0.0,0.15191922,0.0,0.0,0.0,0,30,0,0,0
2905054681,0.98857605,0.0,0.0,0.1507227,0.0,0.0,0.0,0,30,0,0,0
2905154471,0.98895425,0.0,0.0,0.14822105,0.0,0.0,0.0,0,30,0,0,0
2905257697,0.9894469,0.0,0.0,0.14489596,0.0,0.0,0.0,0,30,0,0,0
2905404418,0.99004096,0.0,0.0,0.14077969,0.0,0.0,0.0,0,30,0,0,0
2905504560,0.99029267,0.0,0.0,0.13899797,0.0,0.0,0.0,0,30,0,0,0
2905604386,0.9904467,0.0,0.0,0.13789606,0.0,0.0,0.0,0,30,0,0,0
2905705318,0.99043906,0.0,0.0,0.13795094,0.0,0.0,0.0,0,30,0,0,0
2905754386,0.99039227,0.0,0.0,0.13828659,0.0,0.0,0.0,0,30,0,0,0
2905904469,0.9900401,0.0,0.0,0.14078541,0.0,0.0,0.0,0,30,0,0,0
2905954676,0.9898764,0.0,0.0,0.14193203,0.0,0.0,0.0,0,30,0,0,0
2906054565,0.989491,0.0,0.0,0.14459468,0.0,0.0,0.0,0,30,0,0,0
2906154444,0.9890777,0.0,0.0,0.14739522,0.0,0.0,0.0,0,30,0,0,0
2906304385,0.98843324,0.0,0.0,0.15165666,0.0,0.0,0.0,0,30,0,0,0
2906404395,0.9875346,0.0,0.0,0.1574022,0.0,0.0,0.0,0,30,0,0,0
2906454585,0.9870533,0.0,0.0,0.16039266,0.0,0.0,0.0,0,30,0,0,0
2906604834,0.9852926,0.0,0.0,0.17087562,0.0,0.0,0.0,0,30,0,0,0
2906654918,0.98515934,0.0,0.0,0.17164218,0.0,0.0,0.0,0,30,0,0,0
2906804389,0.98539436,0.0,0.0,0.17028792,0.0,0.0,0.0,0,30,0,0,0
2906904389,0.98543626,0.0,0.0,0.17004508,0.0,0.0,0.0,0,30,0,0,0
2907004385,0.98558366,0.0,0.0,0.16918883,0.0,0.0,0.0,0,30,0,0,0
2907104386,0.9856137,0.0,0.0,0.16901363,0.0,0.0,0.0,0,30,0,0,0
2907154529,0.98562783,0.0,0.0,0.16893144,0.0,0.0,0.0,0,30,0,0,0
2907304510,0.9858275,0.0,0.0,0.16776215,0.0,0.0,0.0,0,30,0,0,0
2907355102,0.9859911,0.0,0.0,0.16679782,0.0,0.0,0.0,0,30,0,0,0
2907504412,0.98663694,0.0,0.0,0.1629341,0.0,0.0,0.0,0,30,0,0,0
2907604391,0.9867381,0.0,0.0,0.16232046,0.0,0.0,0.0,0,30,0,0,0
2907704385,0.9873083,0.0,0.0,0.15881528,0.0,0.0,0.0,0,30,0,0,0
2907804387,0.98750204,0.0,0.0,0.15760635,0.0,0.0,0.0,0,30,0,0,0
2907854565,0.9873338,0.0,0.0,0.158657,0.0,0.0,0.0,0,30,0,0,0
2907954417,0.98729795,0.0,0.0,0.1588796,0.0,0.0,0.0,0,30,0,0,0
2908055180,0.9870289,0.0,0.0,0.16054258,0.0,0.0,0.0,0,30,0,0,0
2908204385,0.9869259,0.0,0.0,0.16117477,0.0,0.0,0.0,0,30,0,0,0
2908304386,0.98675233,0.0,0.0,0.16223386,0.0,0.0,0.0,0,30,0,0,0
2908404386,0.9869875,0.0,0.0,0.1607973,0.0,0.0,0.0,0,30,0,0,0
2908504391,0.98681283,0.0,0.0,0.16186543,0.0,0.0,0.0,0,30,0,0,0
2908554549,0.9868471,0.0,0.0,0.16165651,0.0,0.0,0.0,0,30,0,0,0
2908704972,0.9868583,0.0,0.0,0.16158782,0.0,0.0,0.0,0,30,0,0,0
2908754386,0.98687816,0.0,0.0,0.1614669,0.0,0.0,0.0,0,30,0,0,0
2908904400,0.9868479,0.0,0.0,0.16165178,0.0,0.0,0.0,0,30,0,0,0
2908954411,0.9868018,0.0,0.0,0.1619327,0.0,0.0,0.0,0,30,0,0,0
2909104386,0.9868498,0.0,0.0,0.16163988,0.0,0.0,0.0,0,30,0,0,0
2909204386,0.986892,0.0,0.0,0.16138208,0.0,0.0,0.0,0,30,0,0,0
2909254415,0.98681325,0.0,0.0,0.16186295,0.0,0.0,0.0,0,30,0,0,0
2909404529,0.98687524,0.0,0.0,0.16148447,0.0,0.0,0.0,0,30,0,0,0
2909455003,0.9867964,0.0,0.0,0.16196561,0.0,0.0,0.0,0,30,0,0,0
2909554434,0.9868535,0.0,0.0,0.16161743,0.0,0.0,0.0,0,30,0,0,0
2909704448,0.9869032,0.0,0.0,0.16131379,0.0,0.0,0.0,0,30,0,0,0
2909804387,0.9868764,0.0,0.0,0.16147731,0.0,0.0,0.0,0,30,0,0,0
2909904389,0.986919,0.0,0.0,0.16121687,0.0,0.0,0.0,0,30,0,0,0
2909954684,0.9868724,0.0,0.0,0.16150196,0.0,0.0,0.0,0,30,0,0,0
2910104434,0.9869069,0.0,0.0,0.16129121,0.0,0.0,0.0,0,30,0,0,0
2910154387,0.9868732,0.0,0.0,0.16149713,0.0,0.0,0.0,0,30,0,0,0
2910304414,0.9869061,0.0,0.0,0.16129583,0.0,0.0,0.0,0,30,0,0,0
2910404441,0.9869398,0.0,0.0,0.16108973,0.0,0.0,0.0,0,30,0,0,0
2910504386,0.986918,0.0,0.0,0.16122325,0.0,0.0,0.0,0,30,0,0,0
2910604398,0.9869433,0.0,0.0,0.16106807,0.0,0.0,0.0,0,30,0,0,0
2910654558,0.9869194,0.0,0.0,0.16121426,0.0,0.0,0.0,0,30,0,0,0
2910804439,0.98694634,0.0,0.0,0.16104952,0.0,0.0,0.0,0,30,0,0,0
2910855111,0.9869376,0.0,0.0,0.16110325,0.0,0.0,0.0,0,30,0,0,0
2911004387,0.9869392,0.0,0.0,0.16109318,0.0,0.0,0.0,0,30,0,0,0
