timestamp,x,y,z,yaw,yawspeed,vx,vy,vz,acceleration[0],acceleration[1],acceleration[2],jerk[0],jerk[1],jerk[2],thrust[0],thrust[1],thrust[2]
2873989498,0.12235599,0.3260247,nan,nan,0.0,0.0,0.0,-1.5,0.0,0.0,0.0,nan,nan,0.0,nan,nan,nan
2874015541,0.12235599,0.3260247,nan,nan,0.0,0.0,0.0,-1.5,0.0,0.0,0.0,nan,nan,0.0,nan,nan,nan
2874196445,0.12235599,0.3260247,nan,nan,0.0,0.0,0.0,-1.5,0.0,0.0,0.0,nan,nan,0.0,nan,nan,nan
2874391929,0.12235599,0.3260247,nan,nan,0.0,0.0,0.0,-1.5,0.0,0.0,0.0,nan,nan,0.0,nan,nan,nan
2874594154,0.12235599,0.3260247,nan,nan,0.0,0.0,0.0,-1.5,0.0,0.0,0.0,nan,nan,0.0,nan,nan,nan
2874790030,0.12235599,0.3260247,nan,nan,0.0,0.0,0.0,-1.5,0.0,0.0,0.0,nan,nan,0.0,nan,nan,nan
2874987813,0.12235599,0.3260247,nan,nan,0.0,0.0,0.0,-1.5,0.0,0.0,0.0,nan,nan,0.0,nan,nan,nan
2875192867,0.12235599,0.3260247,nan,nan,0.0,0.0,0.0,-1.5,0.0,0.0,0.0,nan,nan,0.0,nan,nan,nan
2875387753,0.12235599,0.3260247,nan,nan,0.0,0.0,0.0,-1.5,0.0,0.0,0.0,nan,nan,0.0,nan,nan,nan
2875583816,0.12235599,0.3260247,nan,nan,0.0,0.0,0.0,-1.5,0.0,0.0,0.0,nan,nan,0.0,nan,nan,nan
2875784808,0.12235599,0.3260247,nan,nan,0.0,0.0,0.0,-1.5,0.0,0.0,0.0,nan,nan,0.0,nan,nan,nan
2875990344,0.12235599,0.3260247,nan,nan,0.0,0.0,0.0,-1.5,0.0,0.0,0.0,nan,nan,0.0,nan,nan,nan
2876188743,0.12235599,0.3260247,nan,nan,0.0,0.0,0.0,-1.5,0.0,0.0,0.0,nan,nan,0.0,nan,nan,nan
2876388168,0.12235599,0.3260247,nan,nan,0.0,0.0,0.0,-1.5,0.0,0.0,0.0,nan,nan,0.0,nan,nan,nan
2876592547,0.12235599,0.3260247,nan,nan,0.0,0.0,0.0,-1.5,0.0,0.0,0.0,nan,nan,0.0,nan,nan,nan
2876786222,0.12235599,0.3260247,nan,nan,0.0,0.0,0.0,-1.5,0.0,0.0,0.0,nan,nan,0.0,nan,nan,nan
2876988920,0.12235599,0.3260247,nan,nan,0.0,0.0,0.0,-1.4722844,0.0,0.0,0.66592,nan,nan,8.0,nan,nan,nan
2877205197,0.12235599,0.3260247,nan,nan,0.0,0.0,0.0,-1.1408213,0.0,0.0,2.3642173,nan,nan,-8.0,nan,nan,nan
2877396640,0.12235599,0.3260247,nan,0.2645311,0.0,0.0,0.0,-0.71321934,0.0,0.0,1.7527786,nan,nan,-8.0,nan,nan,nan
2877592628,0.12235599,0.3260247,nan,0.2645311,0.0,0.0,0.0,-0.4312929,0.0,0.0,1.356733,nan,nan,-8.0,nan,nan,nan
2877795132,0.12235599,0.3260247,nan,0.2645311,0.0,0.0,0.0,-0.10854689,0.0,0.0,1.4486127,nan,nan,-8.0,nan,nan,nan
2877990137,0.12235599,0.3260247,-2.80159,0.2645311,0.0,0.0,0.0,0.021847863,0.0,0.0,-0.11028339,nan,nan,-8.0,nan,nan,nan
2878188341,0.12235599,0.3260247,-2.7833767,0.2645311,0.0,0.0,0.0,-3.5652192e-10,0.0,0.0,0.0,nan,nan,0.0,nan,nan,nan
2878404899,0.12235599,0.3260247,-2.7833767,0.2645311,0.0,0.0,0.0,-3.5652192e-10,0.0,0.0,0.0,nan,nan,0.0,nan,nan,nan
2878584553,0.12235599,0.3260247,-2.7833767,0.2645311,0.0,0.0,0.0,-3.5652192e-10,0.0,0.0,0.0,nan,nan,0.0,nan,nan,nan
2878804848,0.12235599,0.3260247,-2.7833767,0.2645311,0.0,0.0,0.0,-3.5652192e-10,0.0,0.0,0.0,nan,nan,0.0,nan,nan,nan
2879004112,0.12235599,0.3260247,-2.7833767,0.2645311,0.0,0.0,0.0,-3.5652192e-10,0.0,0.0,0.0,nan,nan,0.0,nan,nan,nan
2879187337,0.12235599,0.3260247,-2.7833767,0.2645311,0.0,0.0,0.0,-3.5652192e-10,0.0,0.0,0.0,nan,nan,0.0,nan,nan,nan
2879404755,0.12235599,0.3260247,-2.7833767,0.2645311,0.0,0.0,0.0,-3.5652192e-10,0.0,0.0,0.0,nan,nan,0.0,nan,nan,nan
2879587620,0.12235599,0.3260247,-2.7833767,0.2645311,0.0,0.0,0.0,-3.5652192e-10,0.0,0.0,0.0,nan,nan,0.0,nan,nan,nan
2879806274,0.12235599,0.3260247,-2.7833767,0.2645311,0.0,0.0,0.0,-3.5652192e-10,0.0,0.0,0.0,nan,nan,0.0,nan,nan,nan
2879985261,0.12235599,0.3260247,-2.7833767,0.2645311,0.0,0.0,0.0,-3.5652192e-10,0.0,0.0,0.0,nan,nan,0.0,nan,nan,nan
2880204813,0.12235599,0.3260247,-2.7833767,0.2645311,0.0,0.0,0.0,-3.5652192e-10,0.0,0.0,0.0,nan,nan,0.0,nan,nan,nan
2880387924,0.12235599,0.3260247,-2.7833767,0.2645311,0.0,0.0,0.0,-3.5652192e-10,0.0,0.0,0.0,nan,nan,0.0,nan,nan,nan
2880585598,0.12235599,0.3260247,-2.7833767,0.2645311,0.0,0.0,0.0,-3.5652192e-10,0.0,0.0,0.0,nan,nan,0.0,nan,nan,nan
2880788797,0.12235599,0.3260247,-2.7833767,0.2645311,0.0,0.0,0.0,-3.5652192e-10,0.0,0.0,0.0,nan,nan,0.0,nan,nan,nan
2880985679,0.12235599,0.3260247,-2.7833767,0.2645311,0.0,0.0,0.0,-3.5652192e-10,0.0,0.0,0.0,nan,nan,0.0,nan,nan,nan
2881190119,0.12235599,0.3260247,-2.7833767,0.2645311,0.0,0.0,0.0,-3.5652192e-10,0.0,0.0,0.0,nan,nan,0.0,nan,nan,nan
2881393491,0.12235599,0.3260247,-2.7833767,0.2645311,0.0,0.0,0.0,-3.5652192e-10,0.0,0.0,0.0,nan,nan,0.0,nan,nan,nan
2881604578,0.12235599,0.3260247,-2.7833767,0.2645311,0.0,0.0,0.0,-3.5652192e-10,0.0,0.0,0.0,nan,nan,0.0,nan,nan,nan
2881796868,0.12235599,0.3260247,-2.7833767,0.2645311,0.0,0.0,0.0,-3.5652192e-10,0.0,0.0,0.0,nan,nan,0.0,nan,nan,nan
2881995464,0.12235599,0.3260247,-2.7833767,0.2645311,0.0,0.0,0.0,-3.5652192e-10,0.0,0.0,0.0,nan,nan,0.0,nan,nan,nan
2882197604,0.12235599,0.3260247,-2.7833767,0.2645311,0.0,0.0,0.0,-3.5652192e-10,0.0,0.0,0.0,nan,nan,0.0,nan,nan,nan
2882387550,0.12235599,0.3260247,-2.7833767,0.2645311,0.0,0.0,0.0,-3.5652192e-10,0.0,0.0,0.0,nan,nan,0.0,nan,nan,nan
2882590046,0.12235599,0.3260247,-2.7833767,0.2645311,0.0,0.0,0.0,-3.5652192e-10,0.0,0.0,0.0,nan,nan,0.0,nan,nan,nan
2882784844,0.12235599,0.3260247,-2.7833767,0.2645311,0.0,0.0,0.0,-3.5652192e-10,0.0,0.0,0.0,nan,nan,0.0,nan,nan,nan
2882996257,0.12235599,0.3260247,-2.7833767,0.2645311,0.0,0.0,0.0,-3.5652192e-10,0.0,0.0,0.0,nan,nan,0.0,nan,nan,nan
2883184942,0.12235599,0.3260247,-2.7833767,0.2645311,0.0,0.0,0.0,-3.5652192e-10,0.0,0.0,0.0,nan,nan,0.0,nan,nan,nan
2883383920,0.12235599,0.3260247,-2.7833767,0.2645311,0.0,0.0,0.0,-3.5652192e-10,0.0,0.0,0.0,nan,nan,0.0,nan,nan,nan
2883604215,0.12235599,0.3260247,-2.7833767,0.2645311,0.0,0.0,0.0,-3.5652192e-10,0.0,0.0,0.0,nan,nan,0.0,nan,nan,nan
2883789460,0.12235599,0.3260247,-2.7833767,0.2645311,0.0,0.0,0.0,-3.5652192e-10,0.0,0.0,0.0,nan,nan,0.0,nan,nan,nan
2883988478,0.12235599,0.3260247,-2.7833767,0.2645311,0.0,0.0,0.0,-3.5652192e-10,0.0,0.0,0.0,nan,nan,0.0,nan,nan,nan
2884192404,0.12235599,0.3260247,-2.7833767,0.2645311,0.0,0.0,0.0,-3.5652192e-10,0.0,0.0,0.0,nan,nan,0.0,nan,nan,nan
2884387098,0.12235599,0.3260247,-2.7833767,0.2645311,0.0,0.0,0.0,-3.5652192e-10,0.0,0.0,0.0,nan,nan,0.0,nan,nan,nan
2884594228,0.12235599,0.3260247,-2.7833767,0.2645311,0.0,0.0,0.0,-3.5652192e-10,0.0,0.0,0.0,nan,nan,0.0,nan,nan,nan
2884795312,0.12235599,0.3260247,-2.7833767,0.2645311,0.0,0.0,0.0,-3.5652192e-10,0.0,0.0,0.0,nan,nan,0.0,nan,nan,nan
2885004252,0.12235599,0.3260247,-2.7833767,0.2645311,0.0,0.0,0.0,-3.5652192e-10,0.0,0.0,0.0,nan,nan,0.0,nan,nan,nan
2885185651,0.12235599,0.3260247,-2.7833767,0.2645311,0.0,0.0,0.0,-3.5652192e-10,0.0,0.0,0.0,nan,nan,0.0,nan,nan,nan
2885404536,0.12235599,0.3260247,-2.7833767,0.2645311,0.0,0.0,0.0,-3.5652192e-10,0.0,0.0,0.0,nan,nan,0.0,nan,nan,nan
2885584347,0.12235599,0.3260247,-2.7833767,nan,-0.18180512,0.0,0.0,-3.5652192e-10,0.0,0.0,0.0,nan,nan,0.0,nan,nan,nan
2885805029,0.12235599,0.3260247,-2.7833767,nan,-0.5794577,0.0,0.0,-3.5652192e-10,0.0,0.0,0.0,nan,nan,0.0,nan,nan,nan
2885990438,0.12235599,0.3260247,-2.7833767,nan,-0.6033237,0.0,0.0,-3.5652192e-10,0.0,0.0,0.0,nan,nan,0.0,nan,nan,nan
2886189504,0.12235599,0.3260247,-2.7833767,nan,-0.5989384,0.0,0.0,-3.5652192e-10,0.0,0.0,0.0,nan,nan,0.0,nan,nan,nan
2886391079,0.12235599,0.3260247,-2.7833767,nan,-0.62331516,0.0,0.0,-3.5652192e-10,0.0,0.0,0.0,nan,nan,0.0,nan,nan,nan
2886597210,0.12235599,0.3260247,-2.7833767,nan,-0.6368802,0.0,0.0,-3.5652192e-10,0.0,0.0,0.0,nan,nan,0.0,nan,nan,nan
2886799430,0.12235599,0.3260247,-2.7833767,nan,-0.6575906,0.0,0.0,-3.5652192e-10,0.0,0.0,0.0,nan,nan,0.0,nan,nan,nan
2886993691,0.12235599,0.3260247,-2.7833767,nan,-0.6575906,0.0,0.0,-3.5652192e-10,0.0,0.0,0.0,nan,nan,0.0,nan,nan,nan
2887190211,0.12235599,0.3260247,-2.7833767,nan,-0.6955116,0.0,0.0,-3.5652192e-10,0.0,0.0,0.0,nan,nan,0.0,nan,nan,nan
2887392573,0.12235599,0.3260247,-2.7833767,nan,-0.7003531,0.0,0.0,-3.5652192e-10,0.0,0.0,0.0,nan,nan,0.0,nan,nan,nan
2887593916,0.12235599,0.3260247,-2.7833767,nan,-0.71747875,0.0,0.0,-3.5652192e-10,0.0,0.0,0.0,nan,nan,0.0,nan,nan,nan
2887791380,0.12235599,0.3260247,-2.7833767,nan,-0.75258785,0.0,0.0,-3.5652192e-10,0.0,0.0,0.0,nan,nan,0.0,nan,nan,nan
2887988384,0.12235599,0.3260247,-2.7833767,nan,-0.76799166,0.0,0.0,-3.5652192e-10,0.0,0.0,0.0,nan,nan,0.0,nan,nan,nan
2888205795,0.12235599,0.3260247,-2.7833767,nan,-0.76540935,0.0,0.0,-3.5652192e-10,0.0,0.0,0.0,nan,nan,0.0,nan,nan,nan
2888405489,0.12235599,0.3260247,-2.7833767,nan,-0.76799166,0.0,0.0,-3.5652192e-10,0.0,0.0,0.0,nan,nan,0.0,nan,nan,nan
2888592225,0.12235599,0.3260247,-2.7833767,nan,-0.76799166,0.0,0.0,-3.5652192e-10,0.0,0.0,0.0,nan,nan,0.0,nan,nan,nan
2888784573,0.12235599,0.3260247,-2.7833767,nan,-0.76799166,0.0,0.0,-3.5652192e-10,0.0,0.0,0.0,nan,nan,0.0,nan,nan,nan
2888996306,0.12235599,0.3260247,-2.7833767,nan,-0.72739226,0.0,0.0,-3.5652192e-10,0.0,0.0,0.0,nan,nan,0.0,nan,nan,nan
2889184812,0.12235599,0.3260247,-2.7833767,nan,-0.7224238,0.0,0.0,-3.5652192e-10,0.0,0.0,0.0,nan,nan,0.0,nan,nan,nan
2889394716,0.12235599,0.3260247,-2.7833767,nan,-0.7199484,0.0,0.0,-3.5652192e-10,0.0,0.0,0.0,nan,nan,0.0,nan,nan,nan
2889590519,0.12235599,0.3260247,-2.7833767,nan,-0.7003531,0.0,0.0,-3.5652192e-10,0.0,0.0,0.0,nan,nan,0.0,nan,nan,nan
2889784165,0.12235599,0.3260247,-2.7833767,nan,-0.5816019,0.0,0.0,-3.5652192e-10,0.0,0.0,0.0,nan,nan,0.0,nan,nan,nan
2890004932,0.12235599,0.3260247,-2.7833767,nan,-0.5562002,0.0,0.0,-3.5652192e-10,0.0,0.0,0.0,nan,nan,0.0,nan,nan,nan
2890204128,0.12235599,0.3260247,-2.7833767,nan,-0.21789734,0.0,0.0,-3.5652192e-10,0.0,0.0,0.0,nan,nan,0.0,nan,nan,nan
2890390209,0.12235599,0.3260247,-2.7833767,-2.7637124,0.0,0.0,0.0,-3.5652192e-10,0.0,0.0,0.0,nan,nan,0.0,nan,nan,nan
2890593290,0.12235599,0.3260247,-2.7833767,-2.7879148,0.0,0.0,0.0,-3.5652192e-10,0.0,0.0,0.0,nan,nan,0.0,nan,nan,nan
2890795769,0.12235599,0.3260247,-2.7833767,-2.7893233,0.0,0.0,0.0,-3.5652192e-10,0.0,0.0,0.0,nan,nan,0.0,nan,nan,nan
2890984965,0.12235599,0.3260247,-2.7833767,-2.7893233,0.0,0.0,0.0,-3.5652192e-10,0.0,0.0,0.0,nan,nan,0.0,nan,nan,nan
2891205569,0.12235599,0.3260247,-2.7833767,-2.7893233,0.0,0.0,0.0,-3.5652192e-10,0.0,0.0,0.0,nan,nan,0.0,nan,nan,nan
2891404118,0.12235599,0.3260247,-2.7833767,-2.7893233,0.0,0.0,0.0,-3.5652192e-10,0.0,0.0,0.0,nan,nan,0.0,nan,nan,nan
2891594077,0.12235599,0.3260247,-2.7833767,-2.7893233,0.0,0.0,0.0,-3.5652192e-10,0.0,0.0,0.0,nan,nan,0.0,nan,nan,nan
2891787794,0.12235599,0.3260247,-2.7833767,-2.7893233,0.0,0.0,0.0,-3.5652192e-10,0.0,0.0,0.0,nan,nan,0.0,nan,nan,nan
2891994369,0.12235599,0.3260247,-2.7833767,-2.7893233,0.0,0.0,0.0,-3.5652192e-10,0.0,0.0,0.0,nan,nan,0.0,nan,nan,nan
2892185946,0.12235599,0.3260247,-2.7833767,-2.7893233,0.0,0.0,0.0,-3.5652192e-10,0.0,0.0,0.0,nan,nan,0.0,nan,nan,nan
2892389756,0.12235599,0.3260247,-2.7833767,-2.7893233,0.0,0.0,0.0,-3.5652192e-10,0.0,0.0,0.0,nan,nan,0.0,nan,nan,nan
2892588324,0.12235599,0.3260247,-2.7833767,-2.7893233,0.0,0.0,0.0,-3.5652192e-10,0.0,0.0,0.0,nan,nan,0.0,nan,nan,nan
2892787996,0.12235599,0.3260247,-2.7833767,-2.7893233,0.0,0.0,0.0,-3.5652192e-10,0.0,0.0,0.0,nan,nan,0.0,nan,nan,nan
2892984508,0.12235599,0.3260247,-2.7833767,-2.7893233,0.0,0.0,0.0,-3.5652192e-10,0.0,0.0,0.0,nan,nan,0.0,nan,nan,nan
2893188960,0.12235599,0.3260247,-2.7833767,-2.7893233,0.0,0.0,0.0,-3.5652192e-10,0.0,0.0,0.0,nan,nan,0.0,nan,nan,nan
2893392439,0.12235599,0.3260247,-2.7833767,-2.7893233,0.0,0.0,0.0,-3.5652192e-10,0.0,0.0,0.0,nan,nan,0.0,nan,nan,nan
2893595433,0.12235599,0.3260247,-2.7833767,-2.7893233,0.0,0.0,0.0,-3.5652192e-10,0.0,0.0,0.0,nan,nan,0.0,nan,nan,nan
2893790061,0.12235599,0.3260247,-2.7833767,-2.7893233,0.0,0.0,0.0,-3.5652192e-10,0.0,0.0,0.0,nan,nan,0.0,nan,nan,nan
2893984058,0.12235599,0.3260247,-2.7833767,-2.7893233,0.0,0.0,0.0,-3.5652192e-10,0.0,0.0,0.0,nan,nan,0.0,nan,nan,nan
2894204787,0.12235599,0.3260247,-2.7833767,-2.7893233,0.0,0.0,0.0,-3.5652192e-10,0.0,0.0,0.0,nan,nan,0.0,nan,nan,nan
2894392634,0.12235599,0.3260247,-2.7833767,-2.7893233,0.0,0.0,0.0,-3.5652192e-10,0.0,0.0,0.0,nan,nan,0.0,nan,nan,nan
2894596349,0.12235599,0.3260247,-2.7833767,-2.7893233,0.0,0.0,0.0,-3.5652192e-10,0.0,0.0,0.0,nan,nan,0.0,nan,nan,nan
2894788738,0.12235599,0.3260247,-2.7833767,-2.7893233,0.0,0.0,0.0,-3.5652192e-10,0.0,0.0,0.0,nan,nan,0.0,nan,nan,nan
2894985993,0.12235599,0.3260247,-2.7833767,-2.7893233,0.0,0.0,0.0,-3.5652192e-10,0.0,0.0,0.0,nan,nan,0.0,nan,nan,nan
2895197459,0.12235599,0.3260247,-2.7833767,-2.7893233,0.0,0.0,0.0,-3.5652192e-10,0.0,0.0,0.0,nan,nan,0.0,nan,nan,nan
2895391936,0.12235599,0.3260247,-2.7833767,-2.7893233,0.0,0.0,0.0,-3.5652192e-10,0.0,0.0,0.0,nan,nan,0.0,nan,nan,nan
2895588742,0.12235599,0.3260247,-2.7833767,-2.7893233,0.0,0.0,0.0,-3.5652192e-10,0.0,0.0,0.0,nan,nan,0.0,nan,nan,nan
2895803971,0.12235599,0.3260247,-2.7833767,-2.7893233,0.0,0.0,0.0,-3.5652192e-10,0.0,0.0,0.0,nan,nan,0.0,nan,nan,nan
2895987963,0.12235599,0.3260247,-2.7833767,-2.7893233,0.0,0.0,0.0,-3.5652192e-10,0.0,0.0,0.0,nan,nan,0.0,nan,nan,nan
2896191515,0.12235599,0.3260247,-2.7833767,-2.7893233,0.0,0.0,0.0,-3.5652192e-10,0.0,0.0,0.0,nan,nan,0.0,nan,nan,nan
2896395360,0.12235599,0.3260247,-2.7833767,-2.7893233,0.0,0.0,0.0,-3.5652192e-10,0.0,0.0,0.0,nan,nan,0.0,nan,nan,nan
2896590010,0.12235599,0.3260247,-2.7833767,-2.7893233,0.0,0.0,0.0,-3.5652192e-10,0.0,0.0,0.0,nan,nan,0.0,nan,nan,nan
