timestamp,timestamp_sample,gyro_device_id,gyro_bias[0],gyro_bias[1],gyro_bias[2],gyro_bias_limit,gyro_bias_variance[0],gyro_bias_variance[1],gyro_bias_variance[2],accel_device_id,accel_bias[0],accel_bias[1],accel_bias[2],accel_bias_limit,accel_bias_variance[0],accel_bias_variance[1],accel_bias_variance[2],mag_device_id,mag_bias[0],mag_bias[1],mag_bias[2],mag_bias_limit,mag_bias_variance[0],mag_bias_variance[1],mag_bias_variance[2],gyro_bias_valid,accel_bias_valid,mag_bias_valid
2878266967,2878265753,6684698,-0.0031643838,-0.0017576106,0.0011335796,0.34906584,2.0276831e-09,2.031697e-09,4.1551624e-09,6946842,-0.066188805,-0.022326374,-0.0013587943,0.4,5.011398e-06,5.011398e-06,5.0114313e-06,8943875,0.03151322,0.0069357255,-0.012525029,0.5,1.0942143e-05,1.0916877e-05,0.00025474178,1,1,1
2878591294,2878589515,6684698,-0.0031567204,-0.0017497938,0.0011280267,0.34906584,2.0503008e-09,2.054275e-09,4.170681e-09,6946842,-0.06638871,-0.023439992,-0.0016320737,0.4,4.991825e-06,4.991825e-06,4.991825e-06,8943875,0.03151322,0.0069357255,-0.012525029,0.5,1.0942143e-05,1.0916877e-05,0.00025474178,1,1,1
2878925007,2878923825,6684698,-0.0031825695,-0.0017620714,0.0011355225,0.34906584,2.0974757e-09,2.1014495e-09,4.2345616e-09,6946842,-0.06706183,-0.024279915,-0.001845937,0.4,5.027645e-06,5.027645e-06,5.0276512e-06,8943875,0.03151322,0.0069357255,-0.012525029,0.5,1.0942143e-05,1.0916877e-05,0.00025474178,1,1,1
2879331133,2879329982,6684698,-0.0031748258,-0.001756851,0.0011291284,0.34906584,2.1253828e-09,2.1292839e-09,4.256508e-09,6946842,-0.06640197,-0.025142057,-0.002074169,0.4,5.0066456e-06,5.0066456e-06,5.0066615e-06,8943875,0.03151322,0.0069357255,-0.012525029,0.5,1.0942143e-05,1.0916877e-05,0.00025474178,1,1,1
2879601327,2879595291,6684698,-0.003170121,-0.00175098,0.0011226063,0.34906584,2.140892e-09,2.1447433e-09,4.2670316e-09,6946842,-0.066084825,-0.026088044,-0.0021439483,0.4,4.9878126e-06,4.9878126e-06,4.9878126e-06,8943875,0.03151322,0.0069357255,-0.012525029,0.5,1.0942143e-05,1.0916877e-05,0.00025474178,1,1,1
2880128534,2880122959,6684698,-0.003193595,-0.0017733244,0.0011262599,0.34906584,2.196581e-09,2.2004794e-09,4.3436796e-09,6946842,-0.065402426,-0.026926575,-0.0020231986,0.4,5.016292e-06,5.016292e-06,5.016319e-06,8943875,0.03151322,0.0069357255,-0.012525029,0.5,1.0942143e-05,1.0916877e-05,0.00025474178,1,1,1
2880412441,2880406208,6684698,-0.0031752149,-0.0017760593,0.0011218118,0.34906584,2.2080782e-09,2.2119746e-09,4.3532307e-09,6946842,-0.06445546,-0.026526324,-0.0020092875,0.4,4.9957525e-06,4.9957525e-06,4.9957525e-06,8943875,0.03151322,0.0069357255,-0.012525029,0.5,1.0942143e-05,1.0916877e-05,0.00025474178,1,1,1
2881129752,2881128688,6684698,-0.0031633067,-0.0017931295,0.0011242629,0.34906584,2.25751e-09,2.2612885e-09,4.433282e-09,6946842,-0.06395767,-0.025866736,-0.0025913492,0.4,5.006988e-06,5.006988e-06,5.0070207e-06,8943875,0.03151322,0.0069357255,-0.012525029,0.5,1.0942143e-05,1.0916877e-05,0.00025474178,1,1,1
2881901630,2881900632,6684698,-0.0031193385,-0.0017865531,0.001110014,0.34906584,2.2679387e-09,2.2714646e-09,4.4640376e-09,6946842,-0.06302461,-0.025388487,-0.0030744884,0.4,4.958477e-06,4.958477e-06,4.958477e-06,8943875,0.03151322,0.0069357255,-0.012525029,0.5,1.0942143e-05,1.0916877e-05,0.00025474178,1,1,1
2883935585,2883934671,6684698,-0.0031126651,-0.0018575175,0.0011180871,0.34906584,2.2996178e-09,2.30231e-09,4.709569e-09,6946842,-0.06344968,-0.025780363,-0.0022433638,0.4,5.0166764e-06,5.016672e-06,5.016693e-06,8943875,0.03151322,0.0069357255,-0.012525029,0.5,1.0942143e-05,1.0916877e-05,0.00025474178,1,1,1
2884722715,2884721602,6684698,-0.0030554808,-0.0018207052,0.0011067889,0.34906584,2.251302e-09,2.253795e-09,4.7303725e-09,6946842,-0.06267765,-0.025635306,-0.0016042284,0.4,4.9628634e-06,4.9628634e-06,4.9628898e-06,8943875,0.03151322,0.0069357255,-0.012525029,0.5,1.0942143e-05,1.0916877e-05,0.00025474178,1,1,1
2885834914,2885833848,6684698,-0.0030864398,-0.0018205765,0.0011214376,0.34906584,2.247344e-09,2.2498285e-09,4.8979563e-09,6946842,-0.06336985,-0.026055489,-0.0022321602,0.4,5.032576e-06,5.0325734e-06,5.0325834e-06,8943875,0.03151322,0.0069357255,-0.012525029,0.5,1.0942143e-05,1.0916877e-05,0.00025474178,1,1,1
2885908136,2885902752,6684698,-0.0030816013,-0.0018208702,0.0011207748,0.34906584,2.241e-09,2.2435496e-09,4.9007656e-09,6946842,-0.06345098,-0.025982348,-0.0022530062,0.4,5.028768e-06,5.028768e-06,5.028768e-06,8943875,0.02064169,0.012750103,-0.0063836584,0.5,0.0015991417,0.0013308448,0.0016666601,1,1,1
2885948648,2885947722,6684698,-0.0030768001,-0.0018183388,0.0011198501,0.34906584,2.2385798e-09,2.2411684e-09,4.902742e-09,6946842,-0.063436255,-0.026019257,-0.0022541336,0.4,5.026833e-06,5.026833e-06,5.026876e-06,8943875,0.018381836,0.010593353,-0.006015536,0.5,0.0013958457,0.00096058584,0.001499987,1,1,1
2885998072,2885997184,6684698,-0.0030723056,-0.0018189586,0.0011194332,0.34906584,2.2321875e-09,2.2347746e-09,4.907633e-09,6946842,-0.0634525,-0.026068011,-0.002208933,0.4,5.026791e-06,5.026791e-06,5.0267904e-06,8943875,0.01752811,0.008394755,-0.0052518775,0.5,0.0013077294,0.00077451055,0.0014285705,1,1,1
2886052054,2886046648,6684698,-0.003072245,-0.001819382,0.001119121,0.34906584,2.2372508e-09,2.2398563e-09,4.9127706e-09,6946842,-0.06347558,-0.026078373,-0.0022094047,0.4,5.026962e-06,5.026962e-06,5.0270073e-06,8943875,0.015922531,0.007033187,-0.004839393,0.5,0.0012604827,0.0006602188,0.0013889063,1,1,1
