timestamp,lat,lon,alt,x,y,z,yaw,valid_alt,valid_hpos,valid_lpos,manual_home
2873702389,39.4804779622697,-76.65972352600815,95.63459,0.11811901,0.32390222,-0.17520554,0.27198,1,1,1,0
2876353869,39.4804779622697,-76.65972352600815,95.63459,0.11811901,0.32390222,-0.17520554,0.26482925,1,1,1,0
2910670363,39.48048183976514,-76.65972375232026,95.724266,0.5492768,0.304479,-0.26488367,0.3239438,1,1,1,0
