timestamp,voltage_v,voltage_filtered_v,current_a,current_filtered_a,current_average_a,discharged_mah,remaining,scale,time_remaining_s,temperature,cell_count,voltage_cell_v[0],voltage_cell_v[1],voltage_cell_v[2],voltage_cell_v[3],voltage_cell_v[4],voltage_cell_v[5],voltage_cell_v[6],voltage_cell_v[7],voltage_cell_v[8],voltage_cell_v[9],voltage_cell_v[10],voltage_cell_v[11],voltage_cell_v[12],voltage_cell_v[13],max_cell_voltage_delta,custom_faults,average_power,available_energy,remaining_capacity,design_capacity,nominal_voltage,capacity,cycle_count,average_time_to_empty,manufacture_date,state_of_health,max_error,interface_error,faults,average_time_to_full,over_discharge_count,connected,source,priority,model,fw_version[0],fw_version[1],serial_number[0],serial_number[1],serial_number[2],serial_number[3],serial_number[4],serial_number[5],serial_number[6],serial_number[7],serial_number[8],serial_number[9],serial_number[10],serial_number[11],serial_number[12],serial_number[13],serial_number[14],serial_number[15],id,is_powering_off,is_required,warning,mode
2873998570,45.01575,45.119503,8.687115,4.824168,18.986626,6261.3794,0.33229023,1.0882037,631.41064,nan,12,3.7599585,3.7599585,3.7599585,3.7599585,3.7599585,3.7599585,3.7599585,3.7599585,3.7599585,3.7599585,3.7599585,3.7599585,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,10000,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
2874099716,44.982407,45.107037,10.31147,5.7387185,18.945591,6261.669,0.33227292,1.088081,632.52625,nan,12,3.7589197,3.7589197,3.7589197,3.7589197,3.7589197,3.7589197,3.7589197,3.7589197,3.7589197,3.7589197,3.7589197,3.7589197,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,10000,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
2874200870,44.936386,45.091522,12.6231575,6.886125,18.911192,6262.0234,0.33224925,1.0879242,633.3202,nan,12,3.7576268,3.7576268,3.7576268,3.7576268,3.7576268,3.7576268,3.7576268,3.7576268,3.7576268,3.7576268,3.7576268,3.7576268,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,10000,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
2874403259,44.83167,45.051884,17.79129,9.762056,18.86869,6262.931,0.33218262,1.0875496,633.9229,nan,12,3.7543237,3.7543237,3.7543237,3.7543237,3.7543237,3.7543237,3.7543237,3.7543237,3.7543237,3.7543237,3.7543237,3.7543237,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,10000,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
2874504469,44.78331,45.027466,20.049171,11.476576,18.864397,6263.4946,0.33213866,1.0873452,633.68054,nan,12,3.7522888,3.7522888,3.7522888,3.7522888,3.7522888,3.7522888,3.7522888,3.7522888,3.7522888,3.7522888,3.7522888,3.7522888,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,10000,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
2874706863,44.61132,44.961025,28.537426,16.227762,18.894386,6265.0054,0.33201328,1.08675,631.31055,nan,12,3.746752,3.746752,3.746752,3.746752,3.746752,3.746752,3.746752,3.746752,3.746752,3.746752,3.746752,3.746752,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,10000,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
2874909269,44.49705,44.883625,33.642082,21.324955,18.984985,6266.8516,0.33185548,1.086259,627.34656,nan,12,3.740302,3.740302,3.740302,3.740302,3.740302,3.740302,3.740302,3.740302,3.740302,3.740302,3.740302,3.740302,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,10000,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
2875111571,44.5224,44.816807,31.424122,24.834335,19.104853,6268.703,0.33169752,1.0862455,623.4287,nan,12,3.7347338,3.7347338,3.7347338,3.7347338,3.7347338,3.7347338,3.7347338,3.7347338,3.7347338,3.7347338,3.7347338,3.7347338,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,10000,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
2875313896,44.643887,44.778862,24.471207,25.456295,19.19614,6270.2266,0.3315715,1.0868695,621.14154,nan,12,3.731572,3.731572,3.731572,3.731572,3.731572,3.731572,3.731572,3.731572,3.731572,3.731572,3.731572,3.731572,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,10000,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
2875516244,44.57505,44.74758,27.705784,25.82023,19.241697,6271.7188,0.33144736,1.0874531,619.0323,nan,12,3.728965,3.728965,3.728965,3.728965,3.728965,3.728965,3.728965,3.728965,3.728965,3.728965,3.728965,3.728965,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,10000,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
