timestamp,timestamp_sample,control[0],control[1],control[2],control[3],control[4],control[5],control[6],control[7]
2874001429,2874001318,-0.030449856,-0.0065486906,-0.000992374,0.23623902,0.0,0.0,0.0,1.0
2874002949,2874002817,-0.034958974,-0.0070773405,-0.0024487397,0.23623902,0.0,0.0,0.0,1.0
2874055390,2874055279,-0.04903829,0.0050323093,-0.0044583254,0.2527563,0.0,0.0,0.0,1.0
2874103365,2874103245,-0.046869844,0.0051959488,-0.0013919971,0.26953286,0.0,0.0,0.0,1.0
2874152833,2874152709,-0.07562002,0.02234747,-0.0014527505,0.2862047,0.0,0.0,0.0,1.0
2874205316,2874205172,-0.02464338,0.011087686,0.0062376186,0.30445322,0.0,0.0,0.0,1.0
2874254800,2874254682,-0.06137758,-0.030397397,-0.010002422,0.32292584,0.0,0.0,0.0,1.0
2874302710,2874302601,-0.0775003,-0.0030884217,0.004711346,0.34084472,0.0,0.0,0.0,1.0
2874352289,2874352114,-0.0840351,0.03581124,-0.0015762582,0.35709321,0.0,0.0,0.0,1.0
2874404691,2874404574,-0.048081875,-0.03214579,-0.003844426,0.37641603,0.0,0.0,0.0,1.0
2874454114,2874453992,-0.10050393,0.014081008,0.0145901,0.3968225,0.0,0.0,0.0,1.0
2874505074,2874504955,-0.051268682,0.010807298,0.00548445,0.415109,0.0,0.0,0.0,1.0
2874554582,2874554466,-0.14242636,0.04223136,0.01163006,0.43490452,0.0,0.0,0.0,1.0
2874603994,2874603884,-0.0811855,0.0025761798,-0.0011273243,0.45647112,0.0,0.0,0.0,1.0
2874653473,2874653348,-0.068905205,0.06158102,0.00046443375,0.47731137,0.0,0.0,0.0,1.0
2874702946,2874702813,-0.046303716,0.009877941,0.009170173,0.49260527,0.0,0.0,0.0,1.0
2874755389,2874755280,0.01801805,-0.014337562,0.008167688,0.5072855,0.0,0.0,0.0,1.0
2874803368,2874803244,0.020568553,-0.042601157,0.014811156,0.51824206,0.0,0.0,0.0,1.0
2874852828,2874852705,0.023768697,-0.024785325,0.018433876,0.52950776,0.0,0.0,0.0,1.0
2874902300,2874902169,0.032881986,-0.0048143836,0.022098897,0.5373519,0.0,0.0,0.0,1.0
2874954845,2874954631,0.01608904,0.029949712,0.02587225,0.5415624,0.0,0.0,0.0,1.0
2875002806,2875002597,0.014496309,-0.033135623,0.026500408,0.5416109,0.0,0.0,0.0,1.0
2875052174,2875052062,2.0587462e-05,0.004789091,0.025809722,0.5429701,0.0,0.0,0.0,1.0
2875104643,2875104523,0.05502061,0.046038512,0.024598299,0.54618156,0.0,0.0,0.0,1.0
2875154147,2875154035,0.03564001,0.010288292,0.023505572,0.5335668,0.0,0.0,0.0,1.0
2875202066,2875201953,0.014669385,0.041307494,0.026088193,0.52219945,0.0,0.0,0.0,1.0
2875256054,2875255914,0.05194839,0.0051591103,0.030739997,0.51613384,0.0,0.0,0.0,1.0
2875304061,2875303927,0.048692834,0.029472038,0.032427788,0.5115205,0.0,0.0,0.0,1.0
2875353461,2875353344,0.03312719,0.04391948,0.03195502,0.5110609,0.0,0.0,0.0,1.0
2875402936,2875402809,-0.0044366377,0.06687331,0.029743377,0.513701,0.0,0.0,0.0,1.0
2875455393,2875455271,0.041787032,0.060108513,0.02419324,0.5078462,0.0,0.0,0.0,1.0
2875503347,2875503236,0.038435075,0.03600179,0.02116111,0.5071716,0.0,0.0,0.0,1.0
2875552814,2875552701,0.017118288,0.038791288,0.020910637,0.5058807,0.0,0.0,0.0,1.0
2875605286,2875605163,0.04306055,0.034325182,0.02114564,0.5081212,0.0,0.0,0.0,1.0
2875654792,2875654627,0.06653414,0.029446056,0.020907568,0.50599647,0.0,0.0,0.0,1.0
2875702748,2875702593,0.06057136,0.0058525694,0.020396112,0.5065206,0.0,0.0,0.0,1.0
2875752246,2875752057,0.02943816,-0.022825925,0.015838923,0.5011764,0.0,0.0,0.0,1.0
2875804639,2875804520,0.059040565,0.07439703,0.011421446,0.5012812,0.0,0.0,0.0,1.0
2875854098,2875853984,0.043053273,0.011969904,0.009491583,0.5033804,0.0,0.0,0.0,1.0
2875902064,2875901949,0.08588313,-0.00497477,0.010717768,0.5051656,0.0,0.0,0.0,1.0
2875954522,2875954412,0.1211221,0.025806854,0.00847539,0.508284,0.0,0.0,0.0,1.0
2876004016,2876003876,0.09890603,0.022432815,0.008563468,0.5109074,0.0,0.0,0.0,1.0
2876053523,2876053387,0.10210867,0.03944297,0.007731623,0.514,0.0,0.0,0.0,1.0
2876102932,2876102805,0.07141314,0.038393904,0.007904916,0.5158255,0.0,0.0,0.0,1.0
2876155458,2876155267,0.017631453,0.025024107,0.004838584,0.5177483,0.0,0.0,0.0,1.0
2876203473,2876203279,0.009201604,0.04402181,0.0060532778,0.5190109,0.0,0.0,0.0,1.0
2876252838,2876252697,0.04221834,0.030309865,0.0037856766,0.51728326,0.0,0.0,0.0,1.0
2876305277,2876305159,0.008977633,0.02633754,0.0043541645,0.5195572,0.0,0.0,0.0,1.0
2876354782,2876354623,0.01981144,0.022338066,-0.0009042516,0.51580036,0.0,0.0,0.0,1.0
2876402700,2876402589,0.04089863,0.065978274,0.0048115402,0.5163097,0.0,0.0,0.0,1.0
2876452183,2876452053,0.0020949433,-0.023179898,0.004841182,0.5175257,0.0,0.0,0.0,1.0
2876503183,2876503068,-0.021448383,-0.00095356297,0.008718316,0.52061504,0.0,0.0,0.0,1.0
2876554099,2876553980,-0.037066724,0.018957319,0.011649882,0.5225176,0.0,0.0,0.0,1.0
2876602060,2876601945,0.02008384,0.01795873,0.010237576,0.52414507,0.0,0.0,0.0,1.0
2876651551,2876651410,0.00052389386,0.038878724,0.008655818,0.5217239,0.0,0.0,0.0,1.0
2876703985,2876703872,0.031358812,-0.0011537257,0.001194388,0.51720554,0.0,0.0,0.0,1.0
