timestamp,timestamp_sample,device_id,x,y,z,temperature,error_count,clip_counter[0],clip_counter[1],clip_counter[2],samples
2874573245,2874573026,3670026,-2.552698,-5.488947,-10.30225,48.534885,0,0,0,0,5
2875573113,2875572893,3670026,4.4196963,5.437711,-5.9155936,48.53978,0,0,0,0,5
2876570505,2876570270,3670026,6.79666,-3.7119703,6.779422,48.608326,0,0,0,0,5
2877570412,2877570139,3670026,0.13263878,4.172136,-24.921724,48.627907,0,0,0,0,5
2878571476,2878571253,3670026,7.070078,-5.7211843,1.1683705,48.67687,0,0,0,0,5
2879572589,2879572369,3670026,1.2756307,1.3800179,-18.650831,48.642593,0,0,0,0,5
2880571264,2880570995,3670026,-1.4968549,-2.1844697,-7.438306,48.652386,0,0,0,0,5
2881571115,2881570866,3670026,-0.31124622,4.129519,-2.6738446,48.701347,0,0,0,0,5
2882572206,2882571983,3670026,-3.257551,4.5164223,-19.750248,48.730724,0,0,0,0,5
2883573318,2883573100,3670026,-7.650911,1.7324444,-29.950506,48.720932,0,0,0,0,5
2884570706,2884570482,3670026,-4.1381383,-10.783484,-10.771035,48.779682,0,0,0,0,5
2885571889,2885571606,3670026,4.179797,-1.781765,-12.981361,48.725826,0,0,0,0,5
2886572944,2886572718,3670026,-3.4438198,-1.1903971,-11.705731,48.70624,0,0,0,0,5
2887570321,2887570102,3670026,7.011659,2.8016949,2.6494236,48.750305,0,0,0,0,5
2888571440,2888571221,3670026,1.2631809,0.06416461,-15.178281,48.70624,0,0,0,0,5
2889573857,2889573586,3670026,4.1472363,6.3475075,-11.899182,48.774788,0,0,0,0,5
2890573685,2890573460,3670026,4.084029,2.7518954,-13.883497,48.686657,0,0,0,0,5
2891571060,2891570842,3670026,2.2203827,-5.6570196,-18.103039,48.662178,0,0,0,0,5
2892572180,2892571956,3670026,-6.64391,5.1537585,-11.013328,48.603428,0,0,0,0,5
2893573292,2893573065,3670026,-0.32848448,1.7147273,-29.231766,48.47613,0,0,0,0,5
2894570655,2894570436,3670026,-5.9845467,0.6210559,-4.8238378,48.304775,0,0,0,0,5
2895571761,2895571539,3670026,-6.1205373,6.2306705,-14.81963,48.21175,0,0,0,0,5
2896572863,2896572639,3670026,2.3491907,-6.0338674,-3.1981747,48.09425,0,0,0,0,5
2897575209,2897574989,3670026,-11.86327,-0.15849616,-18.854338,47.95716,0,0,0,0,5
2898571316,2898571094,3670026,-7.483317,-3.004723,-32.34231,47.94737,0,0,0,0,5
2899569913,2899569696,3670026,6.374323,-1.4235923,4.1855435,47.952263,0,0,0,0,5
2900572262,2900572042,3670026,-1.6055517,2.7705703,-2.6187778,47.932682,0,0,0,0,5
2901569625,2901569392,3670026,1.2143391,-12.336843,-9.989088,47.971848,0,0,0,0,5
2902570719,2902570488,3670026,-1.0635045,0.010055647,3.2714372,48.11383,0,0,0,0,5
2903571823,2903571586,3670026,7.1969705,3.2015266,-5.6608505,48.10404,0,0,0,0,5
2904570465,2904570195,3670026,1.034774,-0.50709194,-9.102276,48.17258,0,0,0,0,5
2905570282,2905570051,3670026,0.73645645,2.6173413,-5.506185,48.255814,0,0,0,0,5
2906572625,2906572398,3670026,2.2333114,-1.4001292,-6.4202914,48.2754,0,0,0,0,5
2907574973,2907574747,3670026,-4.813303,-2.6652253,-14.590265,48.353733,0,0,0,0,5
2908569848,2908569626,3670026,-0.8485051,-0.662715,-10.890745,48.373318,0,0,0,0,5
2909570952,2909570733,3670026,-0.16280572,-0.9672575,-9.758287,48.353733,0,0,0,0,5
2910572069,2910571838,3670026,0.5434838,-0.3643975,-9.106107,48.353733,0,0,0,0,5
