timestamp,timestamp_sample,control[0],control[1],control[2],control[3],control[4],control[5],control[6],control[7]
2885954388,0,-0.0016743655,-0.96688634,0.0,0.0,0.0,0.0,0.0,0.0
2886054386,0,-0.00972249,-0.9660422,0.0,0.0,0.0,0.0,0.0,0.0
2886154389,0,-0.0181661,-0.96753806,0.0,0.0,0.0,0.0,0.0,0.0
2886304384,0,-0.033672083,-0.9638262,0.0,0.0,0.0,0.0,0.0,0.0
2886355171,0,-0.038671967,-0.9619653,0.0,0.0,0.0,0.0,0.0,0.0
2886504385,0,-0.041210797,-0.94965094,0.0,0.0,0.0,0.0,0.0,0.0
2886554488,0,-0.038154352,-0.9479459,0.0,0.0,0.0,0.0,0.0,0.0
2886704384,0,-0.02431656,-0.9499428,0.0,0.0,0.0,0.0,0.0,0.0
2886804416,0,-0.021880006,-0.95687217,0.0,0.0,0.0,0.0,0.0,0.0
2886854387,0,-0.020252816,-0.9597397,0.0,0.0,0.0,0.0,0.0,0.0
2887004493,0,-0.02051755,-0.96179384,0.0,0.0,0.0,0.0,0.0,0.0
2887054386,0,-0.022049388,-0.9598355,0.0,0.0,0.0,0.0,0.0,0.0
2887204393,0,-0.017819995,-0.95181566,0.0,0.0,0.0,0.0,0.0,0.0
2887254943,0,-0.013530125,-0.9492071,0.0,0.0,0.0,0.0,0.0,0.0
2887404384,0,0.0036548877,-0.94355154,0.0,0.0,0.0,0.0,0.0,0.0
2887454477,0,0.011416083,-0.9446428,0.0,0.0,0.0,0.0,0.0,0.0
2887554387,0,0.022786247,-0.9608675,0.0,0.0,0.0,0.0,0.0,0.0
2887704386,0,0.021827595,-0.9830089,0.0,0.0,0.0,0.0,0.0,0.0
2887754411,0,0.021347556,-0.9866583,0.0,0.0,0.0,0.0,0.0,0.0
2887904385,0,0.00660821,-0.98257333,0.0,0.0,0.0,0.0,0.0,0.0
2887954387,0,0.0056210663,-0.97951496,0.0,0.0,0.0,0.0,0.0,0.0
2888104385,0,0.0014507696,-0.9727904,0.0,0.0,0.0,0.0,0.0,0.0
2888204386,0,0.0027994907,-0.9754384,0.0,0.0,0.0,0.0,0.0,0.0
2888254389,0,0.00691343,-0.9774496,0.0,0.0,0.0,0.0,0.0,0.0
2888404406,0,0.017338213,-0.9788174,0.0,0.0,0.0,0.0,0.0,0.0
2888454698,0,0.020512167,-0.9815364,0.0,0.0,0.0,0.0,0.0,0.0
2888604386,0,0.018435085,-0.9857567,0.0,0.0,0.0,0.0,0.0,0.0
2888654385,0,0.021819705,-0.98217577,0.0,0.0,0.0,0.0,0.0,0.0
2888755087,0,0.02693766,-0.9827548,0.0,0.0,0.0,0.0,0.0,0.0
2888904384,0,0.020187518,-1.0000001,0.0,0.0,0.0,0.0,0.0,0.0
2888954446,0,0.018804023,-1.0000001,0.0,0.0,0.0,0.0,0.0,0.0
2889054396,0,0.018472051,-1.0000001,0.0,0.0,0.0,0.0,0.0,0.0
2889154386,0,0.015040426,-1.0000001,0.0,0.0,0.0,0.0,0.0,0.0
2889255410,0,0.014738661,-1.0000001,0.0,0.0,0.0,0.0,0.0,0.0
2889354386,0,0.008186831,-1.0000001,0.0,0.0,0.0,0.0,0.0,0.0
2889504386,0,0.009947219,-1.0000001,0.0,0.0,0.0,0.0,0.0,0.0
2889554434,0,0.012451868,-1.0000001,0.0,0.0,0.0,0.0,0.0,0.0
2889654414,0,0.005065403,-1.0000001,0.0,0.0,0.0,0.0,0.0,0.0
2889804386,0,0.0008817996,-1.0000001,0.0,0.0,0.0,0.0,0.0,0.0
2889855803,0,-0.001298485,-1.0000001,0.0,0.0,0.0,0.0,0.0,0.0
2889954530,0,5.7684254e-05,-1.0000001,0.0,0.0,0.0,0.0,0.0,0.0
2890054714,0,0.0015355643,-1.0000001,0.0,0.0,0.0,0.0,0.0,0.0
2890154387,0,-0.0028882737,-1.0000001,0.0,0.0,0.0,0.0,0.0,0.0
2890254389,0,-0.0085420925,-1.0000001,0.0,0.0,0.0,0.0,0.0,0.0
2890354385,0,-0.016423823,-1.0000001,0.0,0.0,0.0,0.0,0.0,0.0
2890504385,0,-0.009396322,-1.0000001,0.0,0.0,0.0,0.0,0.0,0.0
2890554687,0,-0.0058658,-1.0000001,0.0,0.0,0.0,0.0,0.0,0.0
2890704466,0,0.010336255,-1.0000001,0.0,0.0,0.0,0.0,0.0,0.0
2890754386,0,0.017837116,-1.0000001,0.0,0.0,0.0,0.0,0.0,0.0
2890904385,0,0.031131653,-1.0000001,0.0,0.0,0.0,0.0,0.0,0.0
2890955396,0,0.032053437,-1.0000001,0.0,0.0,0.0,0.0,0.0,0.0
2891054387,0,0.035665415,-1.0000001,0.0,0.0,0.0,0.0,0.0,0.0
2891154391,0,0.036173716,-1.0000001,0.0,0.0,0.0,0.0,0.0,0.0
2891255436,0,0.03411407,-1.0000001,0.0,0.0,0.0,0.0,0.0,0.0
2891404765,0,0.045134883,-1.0000001,0.0,0.0,0.0,0.0,0.0,0.0
2891454389,0,0.04876685,-1.0000001,0.0,0.0,0.0,0.0,0.0,0.0
2891604385,0,0.069396764,-0.9789422,0.0,0.0,0.0,0.0,0.0,0.0
2891654410,0,0.07590479,-0.97049206,0.0,0.0,0.0,0.0,0.0,0.0
2891754385,0,0.08189681,-0.96133226,0.0,0.0,0.0,0.0,0.0,0.0
2891904385,0,0.08666504,-0.97286177,0.0,0.0,0.0,0.0,0.0,0.0
2891954400,0,0.08583684,-0.9758484,0.0,0.0,0.0,0.0,0.0,0.0
2892104388,0,0.07183765,-0.9803489,0.0,0.0,0.0,0.0,0.0,0.0
2892154386,0,0.06828012,-0.9844335,0.0,0.0,0.0,0.0,0.0,0.0
2892304387,0,0.06255324,-0.9930335,0.0,0.0,0.0,0.0,0.0,0.0
2892355198,0,0.05899958,-0.9975597,0.0,0.0,0.0,0.0,0.0,0.0
2892454387,0,0.056097966,-1.0000001,0.0,0.0,0.0,0.0,0.0,0.0
2892604762,0,0.0714219,-1.0000001,0.0,0.0,0.0,0.0,0.0,0.0
2892654711,0,0.074275106,-1.0000001,0.0,0.0,0.0,0.0,0.0,0.0
2892804389,0,0.076890305,-1.0000001,0.0,0.0,0.0,0.0,0.0,0.0
2892854386,0,0.07844805,-1.0000001,0.0,0.0,0.0,0.0,0.0,0.0
2893004388,0,0.06412872,-1.0000001,0.0,0.0,0.0,0.0,0.0,0.0
2893104674,0,0.05144579,-1.0000001,0.0,0.0,0.0,0.0,0.0,0.0
2893154390,0,0.049816247,-1.0000001,0.0,0.0,0.0,0.0,0.0,0.0
2893304413,0,0.029744513,-1.0000001,0.0,0.0,0.0,0.0,0.0,0.0
2893354587,0,0.020776007,-1.0000001,0.0,0.0,0.0,0.0,0.0,0.0
2893504389,0,0.005102332,-1.0000001,0.0,0.0,0.0,0.0,0.0,0.0
2893554412,0,-0.000948256,-1.0000001,0.0,0.0,0.0,0.0,0.0,0.0
2893704386,0,-0.015538785,-1.0000001,0.0,0.0,0.0,0.0,0.0,0.0
2893804387,0,-0.020989854,-1.0000001,0.0,0.0,0.0,0.0,0.0,0.0
2893854464,0,-0.021877116,-1.0000001,0.0,0.0,0.0,0.0,0.0,0.0
2894004386,0,-0.028633846,-1.0000001,0.0,0.0,0.0,0.0,0.0,0.0
2894054386,0,-0.027488831,-1.0000001,0.0,0.0,0.0,0.0,0.0,0.0
2894154499,0,-0.02901743,-1.0000001,0.0,0.0,0.0,0.0,0.0,0.0
2894254580,0,-0.03088809,-1.0000001,0.0,0.0,0.0,0.0,0.0,0.0
2894354722,0,-0.029495899,-1.0000001,0.0,0.0,0.0,0.0,0.0,0.0
2894454388,0,-0.028832566,-1.0000001,0.0,0.0,0.0,0.0,0.0,0.0
2894554386,0,-0.022883628,-1.0000001,0.0,0.0,0.0,0.0,0.0,0.0
2894704385,0,-0.018765414,-1.0000001,0.0,0.0,0.0,0.0,0.0,0.0
2894754410,0,-0.017710809,-1.0000001,0.0,0.0,0.0,0.0,0.0,0.0
2894904388,0,-0.014398959,-1.0000001,0.0,0.0,0.0,0.0,0.0,0.0
2894954386,0,-0.014323066,-1.0000001,0.0,0.0,0.0,0.0,0.0,0.0
2895104387,0,-0.020868007,-1.0000001,0.0,0.0,0.0,0.0,0.0,0.0
2895204385,0,-0.024730878,-1.0000001,0.0,0.0,0.0,0.0,0.0,0.0
2895254389,0,-0.023207607,-1.0000001,0.0,0.0,0.0,0.0,0.0,0.0
2895404387,0,-0.018011775,-1.0000001,0.0,0.0,0.0,0.0,0.0,0.0
2895455064,0,-0.018516863,-0.99983495,0.0,0.0,0.0,0.0,0.0,0.0
2895604384,0,-0.020999879,-0.9975453,0.0,0.0,0.0,0.0,0.0,0.0
2895654387,0,-0.022888105,-0.999701,0.0,0.0,0.0,0.0,0.0,0.0
2895754420,0,-0.021635672,-1.0000001,0.0,0.0,0.0,0.0,0.0,0.0
2895904716,0,-0.022053046,-1.0000001,0.0,0.0,0.0,0.0,0.0,0.0
2895954386,0,-0.023599405,-1.0000001,0.0,0.0,0.0,0.0,0.0,0.0
2896104413,0,-0.014821178,-1.0000001,0.0,0.0,0.0,0.0,0.0,0.0
2896154403,0,-0.011914837,-1.0000001,0.0,0.0,0.0,0.0,0.0,0.0
2896304384,0,-0.0013999183,-1.0000001,0.0,0.0,0.0,0.0,0.0,0.0
2896354387,0,0.0049124807,-1.0000001,0.0,0.0,0.0,0.0,0.0,0.0
2896454942,0,0.0101627465,-1.0000001,0.0,0.0,0.0,0.0,0.0,0.0
2896604385,0,0.011544882,-1.0000001,0.0,0.0,0.0,0.0,0.0,0.0
2896654387,0,0.009312206,-1.0000001,0.0,0.0,0.0,0.0,0.0,0.0
2896754386,0,0.006693632,-1.0000001,0.0,0.0,0.0,0.0,0.0,0.0
2896854388,0,0.0037072564,-1.0000001,0.0,0.0,0.0,0.0,0.0,0.0
2897004387,0,0.0006749272,-1.0000001,0.0,0.0,0.0,0.0,0.0,0.0
2897054551,0,0.0009049359,-1.0000001,0.0,0.0,0.0,0.0,0.0,0.0
2897204384,0,-0.00087164826,-1.0000001,0.0,0.0,0.0,0.0,0.0,0.0
2897304488,0,-0.0016819907,-1.0000001,0.0,0.0,0.0,0.0,0.0,0.0
2897354386,0,-0.00038318284,-1.0000001,0.0,0.0,0.0,0.0,0.0,0.0
2897504634,0,-0.0011608738,-1.0000001,0.0,0.0,0.0,0.0,0.0,0.0
2897554387,0,0.002820595,-1.0000001,0.0,0.0,0.0,0.0,0.0,0.0
2897704385,0,-0.002686998,-1.0000001,0.0,0.0,0.0,0.0,0.0,0.0
2897754926,0,-0.0050960244,-1.0000001,0.0,0.0,0.0,0.0,0.0,0.0
2897904385,0,-0.0031563756,-1.0000001,0.0,0.0,0.0,0.0,0.0,0.0
2898004385,0,0.006643235,-1.0000001,0.0,0.0,0.0,0.0,0.0,0.0
2898054413,0,0.0077130403,-1.0000001,0.0,0.0,0.0,0.0,0.0,0.0
2898154386,0,0.0067569707,-1.0000001,0.0,0.0,0.0,0.0,0.0,0.0
2898254386,0,0.00861649,-1.0000001,0.0,0.0,0.0,0.0,0.0,0.0
2898354540,0,0.0055505647,-1.0000001,0.0,0.0,0.0,0.0,0.0,0.0
2898454386,0,-0.006087594,-1.0000001,0.0,0.0,0.0,0.0,0.0,0.0
2898604387,0,-0.021632422,-0.988767,0.0,0.0,0.0,0.0,0.0,0.0
2898704391,0,-0.037559506,-0.9894337,0.0,0.0,0.0,0.0,0.0,0.0
2898754392,0,-0.04895591,-0.993786,0.0,0.0,0.0,0.0,0.0,0.0
2898904385,0,-0.06626341,-1.0000001,0.0,0.0,0.0,0.0,0.0,0.0
2898954727,0,-0.062129162,-1.0000001,0.0,0.0,0.0,0.0,0.0,0.0
2899104412,0,-0.05016732,-1.0000001,0.0,0.0,0.0,0.0,0.0,0.0
2899154388,0,-0.045697022,-1.0000001,0.0,0.0,0.0,0.0,0.0,0.0
2899254388,0,-0.022677809,-0.98942673,0.0,0.0,0.0,0.0,0.0,0.0
2899405588,0,0.026849106,-0.9811963,0.0,0.0,0.0,0.0,0.0,0.0
2899454385,0,0.04141853,-0.9762314,0.0,0.0,0.0,0.0,0.0,0.0
2899604555,0,0.07539212,-0.95827025,0.0,0.0,0.0,0.0,0.0,0.0
2899654406,0,0.080100045,-0.95975524,0.0,0.0,0.0,0.0,0.0,0.0
2899804389,0,0.08207315,-0.96416706,0.0,0.0,0.0,0.0,0.0,0.0
2899854388,0,0.0820009,-0.96085703,0.0,0.0,0.0,0.0,0.0,0.0
2899954386,0,0.08161353,-0.95014465,0.0,0.0,0.0,0.0,0.0,0.0
2900104389,0,0.078863315,-0.94659644,0.0,0.0,0.0,0.0,0.0,0.0
2900154388,0,0.07867415,-0.94975114,0.0,0.0,0.0,0.0,0.0,0.0
2900304770,0,0.07798775,-0.9561814,0.0,0.0,0.0,0.0,0.0,0.0
2900354707,0,0.07617413,-0.9577167,0.0,0.0,0.0,0.0,0.0,0.0
2900504386,0,0.069877885,-0.96487135,0.0,0.0,0.0,0.0,0.0,0.0
2900554386,0,0.06718886,-0.9681838,0.0,0.0,0.0,0.0,0.0,0.0
2900654387,0,0.06177013,-0.97680444,0.0,0.0,0.0,0.0,0.0,0.0
2900804386,0,0.06465287,-0.9791898,0.0,0.0,0.0,0.0,0.0,0.0
2900854387,0,0.062350277,-0.97656435,0.0,0.0,0.0,0.0,0.0,0.0
2901004555,0,0.07072781,-0.9603837,0.0,0.0,0.0,0.0,0.0,0.0
2901054386,0,0.07517037,-0.9539842,0.0,0.0,0.0,0.0,0.0,0.0
2901154543,0,0.07896158,-0.94747597,0.0,0.0,0.0,0.0,0.0,0.0
2901254408,0,0.07154228,-0.95284855,0.0,0.0,0.0,0.0,0.0,0.0
2901354682,0,0.07234121,-0.9641136,0.0,0.0,0.0,0.0,0.0,0.0
2901454429,0,0.067126386,-0.9715364,0.0,0.0,0.0,0.0,0.0,0.0
2901554385,0,0.052693725,-0.97324705,0.0,0.0,0.0,0.0,0.0,0.0
2901704507,0,0.043427385,-0.9699787,0.0,0.0,0.0,0.0,0.0,0.0
2901754385,0,0.045347214,-0.9726616,0.0,0.0,0.0,0.0,0.0,0.0
2901904386,0,0.04364678,-0.97482014,0.0,0.0,0.0,0.0,0.0,0.0
2901954432,0,0.039415427,-0.9803853,0.0,0.0,0.0,0.0,0.0,0.0
2902104385,0,0.037680347,-0.99546254,0.0,0.0,0.0,0.0,0.0,0.0
2902204436,0,0.04893334,-1.0000001,0.0,0.0,0.0,0.0,0.0,0.0
2902254385,0,0.051917624,-1.0000001,0.0,0.0,0.0,0.0,0.0,0.0
2902404578,0,0.059170645,-1.0000001,0.0,0.0,0.0,0.0,0.0,0.0
2902454679,0,0.06092093,-1.0000001,0.0,0.0,0.0,0.0,0.0,0.0
2902604440,0,0.071509026,-1.0000001,0.0,0.0,0.0,0.0,0.0,0.0
2902654432,0,0.06826171,-1.0000001,0.0,0.0,0.0,0.0,0.0,0.0
2902804385,0,0.054632764,-1.0000001,0.0,0.0,0.0,0.0,0.0,0.0
2902904517,0,0.04826504,-1.0000001,0.0,0.0,0.0,0.0,0.0,0.0
2902954390,0,0.041223194,-1.0000001,0.0,0.0,0.0,0.0,0.0,0.0
2903104561,0,0.0131985685,-1.0000001,0.0,0.0,0.0,0.0,0.0,0.0
2903154386,0,0.00069876376,-1.0000001,0.0,0.0,0.0,0.0,0.0,0.0
2903304390,0,-0.014455041,-1.0000001,0.0,0.0,0.0,0.0,0.0,0.0
2903354387,0,-0.012769981,-1.0000001,0.0,0.0,0.0,0.0,0.0,0.0
2903504393,0,-0.014038587,-1.0000001,0.0,0.0,0.0,0.0,0.0,0.0
2903604385,0,-0.022259537,-1.0000001,0.0,0.0,0.0,0.0,0.0,0.0
2903654387,0,-0.025181154,-1.0000001,0.0,0.0,0.0,0.0,0.0,0.0
2903804774,0,-0.016376134,-1.0000001,0.0,0.0,0.0,0.0,0.0,0.0
2903854386,0,-0.015526898,-1.0000001,0.0,0.0,0.0,0.0,0.0,0.0
2904004386,0,-0.025901912,-1.0000001,0.0,0.0,0.0,0.0,0.0,0.0
2904054385,0,-0.032941584,-1.0000001,0.0,0.0,0.0,0.0,0.0,0.0
2904154386,0,-0.03604078,-1.0000001,0.0,0.0,0.0,0.0,0.0,0.0
2904254387,0,-0.033143576,-1.0000001,0.0,0.0,0.0,0.0,0.0,0.0
2904355357,0,-0.029797094,-1.0000001,0.0,0.0,0.0,0.0,0.0,0.0
2904504549,0,-0.026477266,-1.0000001,0.0,0.0,0.0,0.0,0.0,0.0
2904554804,0,-0.021734415,-1.0000001,0.0,0.0,0.0,0.0,0.0,0.0
2904704385,0,-0.027449328,-1.0000001,0.0,0.0,0.0,0.0,0.0,0.0
2904754391,0,-0.03194406,-1.0000001,0.0,0.0,0.0,0.0,0.0,0.0
2904904385,0,-0.029881945,-0.99275017,0.0,0.0,0.0,0.0,0.0,0.0
