timestamp,time_utc_usec,device_id,lat,lon,alt,alt_ellipsoid,s_variance_m_s,c_variance_rad,eph,epv,hdop,vdop,noise_per_ms,jamming_indicator,vel_m_s,vel_n_m_s,vel_e_m_s,vel_d_m_s,cog_rad,timestamp_time_relative,heading,heading_offset,heading_accuracy,automatic_gain_control,fix_type,jamming_state,vel_ned_valid,satellites_used
2874473319,1660940400099699,8747267,394804754,-766597286,95880,61321,0.058013916,98.999855,0.3285897,0.41102958,0.7998047,0.7998047,0,0,0.027018514,0.019000001,-0.015000001,-0.012,-0.6682894,0,nan,nan,nan,0,4,0,1,29
2875464149,1660940401099699,8747267,394804761,-766597295,96279,61719,0.09100342,2.834644,0.3285897,0.41102958,0.7998047,0.7998047,0,0,1.0464535,0.098000005,-0.15,-1.031,-0.9920814,0,nan,nan,nan,0,4,0,1,29
2876470548,1660940402099699,8747267,394804774,-766597305,97321,62761,0.101989746,5.2195363,0.3301648,0.41236386,0.7998047,0.7998047,0,0,1.1415906,0.116000004,0.078,-1.133,0.5919708,0,nan,nan,nan,0,4,0,1,29
2877470385,1660940403099699,8747267,394804774,-766597287,98385,63825,0.09197998,1.7375693,0.3285897,0.41236386,0.83984375,0.83984375,0,0,0.5071884,-0.094000004,0.21000001,-0.45200002,1.9916685,0,nan,nan,nan,0,4,0,1,29
2878469081,1660940404099699,8747267,394804766,-766597265,98357,63797,0.04598999,0.9207941,0.3285897,0.41354626,0.83984375,0.83984375,0,0,0.2283747,-0.13900001,0.17500001,0.047000002,2.2420433,0,nan,nan,nan,0,4,0,1,29
2879470101,1660940405099699,8747267,394804750,-766597257,98351,63792,0.058013916,1.9490647,0.32710034,0.41236386,0.83984375,0.83984375,0,0,0.18201375,-0.16100001,-0.062000003,-0.058000002,-2.7740026,0,nan,nan,nan,0,4,0,1,29
2880471137,1660940406099699,8747267,394804745,-766597265,98375,63816,0.070007324,25.110228,0.32560417,0.41102958,0.7998047,0.7998047,0,0,0.074108034,0.022000002,-0.048,-0.052,-1.141034,0,nan,nan,nan,0,4,0,1,29
2881470412,1660940407099699,8747267,394804748,-766597271,98396,63836,0.053009033,5.097022,0.32560417,0.4098399,0.7998047,0.7998047,0,0,0.109183334,0.068,-0.076000005,-0.039,-0.84089667,0,nan,nan,nan,0,4,0,1,29
2882474446,1660940408099699,8747267,394804751,-766597282,98420,63860,0.044006348,3.2462633,0.3240069,0.41102958,0.7998047,0.7998047,0,0,0.11974975,0.010000001,-0.116000004,0.028,-1.484802,0,nan,nan,nan,0,4,0,1,29
2883471412,1660940409099699,8747267,394804753,-766597289,98425,63866,0.06500244,24.39116,0.3240069,0.4098399,0.7998047,0.7998047,0,0,0.06655074,0.051000003,0.008,-0.042000003,0.15559484,0,nan,nan,nan,0,4,0,1,29
2884467441,1660940410099699,8747267,394804759,-766597284,98451,63892,0.050994873,9.093235,0.3240069,0.41236386,0.7998047,0.7998047,0,0,0.075690165,0.062000003,0.042000003,0.011000001,0.59540987,0,nan,nan,nan,0,4,0,1,29
2885471650,1660940411099699,8747267,394804765,-766597281,98395,63836,0.045013428,18.716599,0.32249635,0.4098399,0.7998047,0.7998047,0,0,0.049132477,0.031000001,0.038000003,0.003,0.88650155,0,nan,nan,nan,0,4,0,1,29
2886472569,1660940412099698,8747267,394804763,-766597291,98348,63788,0.04699707,2.385638,0.32249635,0.40745014,0.7998047,0.7998047,0,0,0.1415062,-0.106000006,-0.09200001,-0.018000001,-2.426784,0,nan,nan,nan,0,4,0,1,29
2887469801,1660940413099698,8747267,394804751,-766597282,98332,63772,0.042999268,0.4476432,0.32249635,0.40864676,0.7998047,0.7998047,0,0,0.30998874,-0.141,0.27600002,0.006,2.0431018,0,nan,nan,nan,0,4,0,1,29
2888471117,1660940414099698,8747267,394804748,-766597240,98400,63840,0.045013428,0.2624353,0.32249635,0.4098399,0.7998047,0.7998047,0,0,0.4164829,0.11100001,0.39900002,-0.044000003,1.2994617,0,nan,nan,nan,0,4,0,1,29
2889470563,1660940415099698,8747267,394804767,-766597194,98455,63896,0.050994873,0.37894964,0.32097873,0.4098399,0.7998047,0.7998047,0,0,0.36775672,0.28,0.23700002,-0.026,0.702417,0,nan,nan,nan,0,4,0,1,29
2890471387,1660940416099698,8747267,394804785,-766597194,98484,63924,0.042999268,0.42233568,0.32097873,0.4098399,0.7998047,0.7998047,0,0,0.3190878,0.062000003,-0.31300002,0.002,-1.3752446,0,nan,nan,nan,0,4,0,1,29
2891471633,1660940417099698,8747267,394804774,-766597248,98527,63967,0.044006348,0.19295527,0.32097873,0.40864676,0.7998047,0.7998047,0,0,0.47811508,-0.18800001,-0.439,-0.023000002,-1.9754132,0,nan,nan,nan,0,4,0,1,29
2892470324,1660940418099698,8747267,394804761,-766597278,98497,63937,0.053009033,3.7871706,0.32097873,0.40745014,0.7998047,0.7998047,0,0,0.11834695,-0.109000005,-0.046000004,-0.003,-2.7422502,0,nan,nan,nan,0,4,0,1,29
