timestamp,time_utc_usec,device_id,lat,lon,alt,alt_ellipsoid,s_variance_m_s,c_variance_rad,eph,epv,hdop,vdop,noise_per_ms,jamming_indicator,vel_m_s,vel_n_m_s,vel_e_m_s,vel_d_m_s,cog_rad,timestamp_time_relative,heading,heading_offset,heading_accuracy,automatic_gain_control,fix_type,jamming_state,vel_ned_valid,satellites_used
2893466912,1660940419099698,8747267,394804751,-766597261,98456,63896,0.04699707,0.5516023,0.32097873,0.40745014,0.7998047,0.7998047,0,0,0.31674913,-0.095000006,0.27600002,0.123,1.9022974,0,nan,nan,nan,0,4,0,1,29
2894471330,1660940420099698,8747267,394804740,-766597230,98399,63839,0.044006348,1.0553586,0.32249635,0.4098399,0.7998047,0.7998047,0,0,0.20475107,-0.123,0.163,-0.015000001,2.2172358,0,nan,nan,nan,0,4,0,1,29
2895470657,1660940421099698,8747267,394804735,-766597219,98424,63864,0.042999268,47.512997,0.32097873,0.40864676,0.7998047,0.7998047,0,0,0.031128766,-0.008,0.029000001,0.008,1.8399638,0,nan,nan,nan,0,4,0,1,29
2896471336,1660940422099698,8747267,394804740,-766597220,98481,63921,0.04901123,2.2958229,0.32097873,0.40745014,0.7998047,0.7998047,0,0,0.14610957,0.13800001,-0.048,0.0,-0.33473682,0,nan,nan,nan,0,4,0,1,29
2897470422,1660940423099698,8747267,394804750,-766597223,98530,63970,0.06402588,15.44653,0.32249635,0.40864676,0.7998047,0.7998047,0,0,0.084675856,0.064,0.007,-0.055000003,0.10894196,0,nan,nan,nan,0,4,0,1,29
2898472487,1660940424099698,8747267,394804756,-766597219,98488,63929,0.08898926,514.3888,0.3240069,0.4098399,0.7998047,0.7998047,0,0,0.062401928,0.002,0.013,0.061000004,1.418147,0,nan,nan,nan,0,4,0,1,29
2899468570,1660940425099698,8747267,394804767,-766597240,98492,63933,0.04699707,0.3525741,0.3240069,0.41102958,0.7998047,0.7998047,0,0,0.37354785,0.27600002,-0.23900001,0.079,-0.7136767,0,nan,nan,nan,0,4,0,1,29
2900469576,1660940426099698,8747267,394804787,-766597244,98502,63943,0.050994873,2.474038,0.3240069,0.41102958,0.7998047,0.7998047,0,0,0.14777347,0.046000004,0.136,-0.035,1.2446406,0,nan,nan,nan,0,4,0,1,29
2901470434,1660940427099698,8747267,394804781,-766597231,97982,63422,0.09100342,2.1404507,0.3240069,0.41354626,0.7998047,0.7998047,0,0,0.8358326,-0.20400001,0.030000001,0.81000006,2.9955804,0,nan,nan,nan,0,4,0,1,29
2902465212,1660940428099698,8747267,394804756,-766597243,97411,62851,0.088012695,0.82408106,0.32560417,0.4147253,0.7998047,0.7998047,0,0,0.61755735,-0.27600002,-0.17500001,0.52400005,-2.5765064,0,nan,nan,nan,0,4,0,1,29
2903471937,1660940429099698,8747267,394804740,-766597294,96882,62322,0.090026855,0.41603208,0.32560417,0.4147253,0.7998047,0.7998047,0,0,0.7396074,-0.045,-0.46300003,0.57500005,-1.6676842,0,nan,nan,nan,0,4,0,1,29
2904472674,1660940430099698,8747267,394804761,-766597318,96423,61863,0.05899048,0.60152,0.32710034,0.41707337,0.8100586,0.8100586,0,0,0.31904545,0.31300002,-0.010000001,0.061000004,-0.03193802,0,nan,nan,nan,0,4,0,1,28
2905470261,1660940431099698,8747267,394804792,-766597310,96169,61609,0.07897949,0.7864446,0.32710034,0.4147253,0.7998047,0.7998047,0,0,0.4268747,0.245,0.201,0.286,0.68706167,0,nan,nan,nan,0,4,0,1,29
2906471393,1660940432099698,8747267,394804803,-766597280,96014,61454,0.044006348,0.48537293,0.32710034,0.41590098,0.7998047,0.7998047,0,0,0.30112126,-0.008,0.30100003,-0.003,1.5973681,0,nan,nan,nan,0,4,0,1,29
2907470486,1660940433099698,8747267,394804804,-766597273,95997,61437,0.050994873,23.392141,0.32710034,0.41590098,0.7998047,0.7998047,0,0,0.04670118,0.046000004,0.008,-0.001,0.1721908,0,nan,nan,nan,0,4,0,1,29
2908468447,1660940434099697,8747267,394804807,-766597274,96000,61440,0.045013428,23.432287,0.32560417,0.4147253,0.8100586,0.8100586,0,0,0.043840624,-0.025,-0.036000002,0.001,-2.177784,0,nan,nan,nan,0,4,0,1,28
2909468229,1660940435099697,8747267,394804809,-766597274,96012,61452,0.08300781,51.879883,0.32560417,0.41354626,0.8100586,0.8100586,0,0,0.07045566,-0.024,-0.032,-0.058000002,-2.2142975,0,nan,nan,nan,0,4,0,1,28
2910469345,1660940436099697,8747267,394804811,-766597274,96019,61459,0.057006836,19.12981,0.3240069,0.41236386,0.8100586,0.8100586,0,0,0.06181424,0.054,-0.008,-0.029000001,-0.14707835,0,nan,nan,nan,0,4,0,1,28
