timestamp,data_rate,rate_multiplier,tx_rate_avg,tx_error_rate_avg,tx_message_count,tx_buffer_overruns,rx_rate_avg,rx_message_count,rx_message_lost_count,rx_buffer_overruns,rx_parse_errors,rx_packet_drop_count,rx_message_lost_rate,type,mode,flow_control,forwarding,mavlink_v2,ftp,streams,heartbeat_type_antenna_tracker,heartbeat_type_gcs,heartbeat_type_onboard_controller,heartbeat_type_gimbal,heartbeat_type_adsb,heartbeat_type_camera,heartbeat_type_parachute,heartbeat_component_telemetry_radio,heartbeat_component_log,heartbeat_component_osd,heartbeat_component_obstacle_avoidance,heartbeat_component_vio,heartbeat_component_pairing_manager,heartbeat_component_udp_bridge,heartbeat_component_uart_bridge,avoidance_system_healthy,parachute_system_healthy
2874223092,2880.0,0.9043701,1848.936,0.0,147380,18,253.44293,15158,5721,0,0,2342,0.37742445,0,0,0,1,1,1,47,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2875228586,2880.0,0.9043701,1885.2085,0.0,147430,18,252.95454,15163,5723,0,0,2342,0.3774319,0,0,0,1,1,1,47,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2876227050,2880.0,0.9043701,1874.754,0.0,147483,18,253.02206,15168,5725,0,0,2342,0.37743935,0,0,0,1,1,1,47,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2877223611,2880.0,0.9043701,1899.7437,0.0,147535,18,253.96573,15173,5727,0,0,2342,0.37744677,0,0,0,1,1,1,47,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2878224499,2880.0,0.9043701,1669.3247,0.0,147586,18,252.386,15178,5729,0,0,2342,0.37745422,0,0,0,1,1,1,47,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2879223188,2880.0,0.9043701,2008.2257,0.0,147638,18,253.3882,15183,5731,0,0,2342,0.37746164,0,0,0,1,1,1,47,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2880226860,2880.0,0.9043701,1722.2673,0.0,147687,18,254.74373,15188,5733,0,0,2342,0.37746906,0,0,0,1,1,1,47,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2881231333,2880.0,0.9043701,1475.1006,0.0,147742,18,253.12964,15193,5735,0,0,2342,0.37747648,0,0,0,1,1,1,47,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2882226679,2880.0,0.9043701,2045.0061,0.0,147791,18,254.50296,15198,5737,0,0,2344,0.37748387,0,0,0,1,1,1,47,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2883307742,2880.0,0.9043701,1691.8326,0.0,147848,18,254.97478,15203,5739,0,0,2344,0.3774913,0,0,0,1,1,1,47,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
