timestamp,timestamp_sample,states[0],states[1],states[2],states[3],states[4],states[5],states[6],states[7],states[8],states[9],states[10],states[11],states[12],states[13],states[14],states[15],states[16],states[17],states[18],states[19],states[20],states[21],states[22],states[23],covariances[0],covariances[1],covariances[2],covariances[3],covariances[4],covariances[5],covariances[6],covariances[7],covariances[8],covariances[9],covariances[10],covariances[11],covariances[12],covariances[13],covariances[14],covariances[15],covariances[16],covariances[17],covariances[18],covariances[19],covariances[20],covariances[21],covariances[22],covariances[23],n_states
2884637094,2884636163,0.99117035,-0.0013668132,0.010822676,0.13214546,0.033874284,0.087887555,-0.048720796,0.14300334,0.29381445,-2.7856293,-3.0865904e-05,-1.8408673e-05,1.1144718e-05,-0.00063187466,-0.00025775284,-1.6361471e-05,0.2373093,-0.0451399,0.4334001,0.03151322,0.0069357255,-0.012525029,0.0,0.0,2.4604176e-06,4.2351635e-06,4.207392e-06,0.00012840278,0.0033303504,0.0033256651,0.006090843,0.009317071,0.009316852,0.027913142,2.2751141e-11,2.2776184e-11,4.757653e-11,5.000018e-08,5.000018e-08,5.0000352e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24
2885644502,2885638989,0.99116665,-0.0009354493,0.015446449,0.13171634,0.0330552,0.019317228,0.036695775,0.19527647,0.33843964,-2.7740755,-3.067332e-05,-1.8152832e-05,1.1138034e-05,-0.00063012814,-0.00025889472,-1.9877207e-05,0.2373093,-0.0451399,0.4334001,0.03151322,0.0069357255,-0.012525029,0.0,0.0,2.2489226e-06,4.3144723e-06,4.2738607e-06,0.00011584473,0.003357523,0.0033579397,0.0061247735,0.009388614,0.009388411,0.028104084,2.240685e-11,2.2431732e-11,4.8484897e-11,5.000027e-08,5.0000242e-08,5.0000438e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24
2886641281,2886634225,0.9964785,0.01699389,0.019131197,-0.07984834,0.004104488,-0.030543108,0.04665328,0.21972021,0.2586986,-2.7597046,-3.0096735e-05,-1.8369197e-05,1.1125937e-05,-0.00063599675,-0.00026194262,-2.3440643e-05,0.21963626,-0.04186703,0.43984935,0.017492255,0.0013596535,-0.0057042283,0.0,0.0,1.3840629e-06,4.31522e-06,4.3038012e-06,0.000114700524,0.003366817,0.0033666296,0.0061225113,0.009390168,0.009390009,0.02810176,2.1985845e-11,2.2011195e-11,4.9448248e-11,5e-08,5e-08,5.0000388e-08,0.0011126924,6.174119e-05,0.0012860545,0.0010957539,0.00024642312,0.001284991,0.0,0.0,24
2887644256,2887641500,0.90658855,-0.00023978097,0.018843241,-0.42159474,-0.02129661,0.080014184,-0.028157985,0.16045097,0.21266934,-2.7287934,-2.8931372e-05,-1.9957244e-05,1.1039746e-05,-0.0006829002,-0.0002457159,-3.065003e-05,0.21075831,-0.040343966,0.4387059,0.027433267,-0.0011174465,-0.006464293,0.0,0.0,2.1528747e-05,4.0941886e-06,4.074072e-06,9.310685e-05,0.0035250364,0.0035153767,0.0061276313,0.009387065,0.009386131,0.028122416,2.1542627e-11,2.1575138e-11,5.0393065e-11,5e-08,5e-08,5.0000267e-08,0.00041587136,3.518649e-05,0.0012629551,0.00042717517,0.000106325955,0.0012621781,0.0,0.0,24
2888640609,2888639782,0.6921961,-0.0014833602,0.010175607,-0.7216363,0.040997557,0.14001279,-0.031329673,0.115950145,0.403741,-2.7827826,-3.043982e-05,-2.100336e-05,1.0703638e-05,-0.0006554012,-0.0001370996,-3.0323694e-05,0.20844175,-0.040377337,0.43837303,0.031811595,-0.000572417,-0.0071408157,0.0,0.0,5.7507787e-05,3.5274663e-06,3.5246017e-06,5.0657105e-05,0.0038268513,0.003825644,0.006191546,0.009538109,0.009535399,0.028553803,2.1273e-11,2.1307905e-11,5.12682e-11,5.0000175e-08,5.000009e-08,5.0000388e-08,0.00014337238,2.3285202e-05,0.0012539264,0.00013244365,8.22685e-05,0.001254183,0.0,0.0,24
2889643685,2889636564,0.39943197,-0.018227678,-0.0026572566,-0.9165778,0.07893477,0.059727423,0.004775353,0.22055165,0.6836933,-2.8272047,-3.2253993e-05,-2.0994365e-05,1.0259005e-05,-0.00054178486,-4.906427e-06,-1.9175157e-05,0.20922546,-0.041167937,0.43956015,0.031532425,0.0003075614,-0.006293061,0.0,0.0,8.401954e-05,2.9093087e-06,2.9090615e-06,1.5229869e-05,0.0038989333,0.0038758449,0.006100416,0.009388068,0.009384441,0.028058019,2.1440114e-11,2.146709e-11,5.200583e-11,5.000021e-08,5e-08,5.0000416e-08,6.6903296e-05,1.8418168e-05,0.0012467955,5.6343135e-05,5.6802113e-05,0.0012476258,0.0,0.0,24
2890643161,2890637890,0.17801048,-0.025577161,-0.007318245,-0.9836689,-0.0832125,-0.30462396,0.068622954,0.33654675,0.6637559,-2.8256295,-3.3172968e-05,-2.0473228e-05,9.8995015e-06,-0.00040113562,7.222536e-05,-3.993868e-06,0.20790297,-0.04132018,0.44134605,0.0321714,0.0012738192,-0.0054195994,0.0,0.0,8.94072e-05,2.5238076e-06,2.526822e-06,2.932698e-06,0.0038884203,0.0038369515,0.00612405,0.009419693,0.00941411,0.028095081,2.2078955e-11,2.2102632e-11,5.2754544e-11,5.0000292e-08,5.000009e-08,5.0000402e-08,4.156782e-05,1.5866073e-05,0.0012382184,3.437435e-05,3.932423e-05,0.0012394701,0.0,0.0,24
2891641872,2891639120,0.17945795,0.00031567915,0.022807382,-0.98350126,-0.17664102,-0.3408638,0.05949961,0.2531773,0.21637757,-2.8346853,-3.3020853e-05,-2.0035144e-05,9.824237e-06,-0.0003719602,-9.641192e-06,3.7149934e-05,0.20744763,-0.04109842,0.44197842,0.032049716,0.0016079331,-0.0038887886,0.0,0.0,8.657063e-05,2.5564398e-06,2.498634e-06,2.8981315e-06,0.0036536509,0.0036422105,0.0061427564,0.009459908,0.009453903,0.028226651,2.2977871e-11,2.3000274e-11,5.3580623e-11,5.0000008e-08,5.000018e-08,5.000044e-08,3.169458e-05,1.4536941e-05,0.0012230665,2.6743475e-05,3.066376e-05,0.0012243247,0.0,0.0,24
2892647532,2892646439,0.1795951,-0.011197521,0.024655346,-0.9833679,-0.049449444,0.038648374,-0.030714061,0.16509366,-0.033322193,-2.8093245,-3.303092e-05,-1.9402163e-05,9.994677e-06,-0.0004190391,-0.00011899592,3.1599462e-05,0.2081053,-0.040971845,0.44413942,0.03157969,0.00094127265,-0.0047360137,0.0,0.0,8.463587e-05,2.7297817e-06,2.6687421e-06,2.868162e-06,0.0035848597,0.0035369606,0.0061203926,0.009381836,0.009378261,0.028067594,2.3833168e-11,2.3855813e-11,5.4319004e-11,5.000009e-08,5.000027e-08,5.000036e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24
2893641352,2893640172,0.17447758,-0.011446219,-0.0013549648,-0.98459375,-0.059356336,0.3209752,0.082124785,0.085533984,0.13004224,-2.7734413,-3.3123386e-05,-1.8913197e-05,1.0184879e-05,-0.00045562017,-0.00014683182,-8.209752e-06,0.2081053,-0.040971845,0.44413942,0.03157969,0.00094127265,-0.0047360137,0.0,0.0,7.982038e-05,2.978453e-06,2.9734479e-06,2.600405e-06,0.0034361985,0.0034037975,0.006112097,0.009327415,0.009324686,0.027975624,2.4469725e-11,2.4497479e-11,5.4790752e-11,5.000033e-08,5.0000356e-08,5.000036e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24
2894642574,2894641445,0.17441289,-0.0096734045,-0.011422895,-0.9845588,-0.027017169,0.12534584,-0.05583005,-0.007955846,0.35181254,-2.7478075,-3.2644828e-05,-1.8393648e-05,1.0300531e-05,-0.00048620638,-0.00013258249,-4.3515956e-05,0.2081053,-0.040971845,0.44413942,0.03157969,0.00094127265,-0.0047360137,0.0,0.0,7.665118e-05,3.3262584e-06,3.2960634e-06,2.5301379e-06,0.0033611038,0.0033655227,0.0061207837,0.009317018,0.0093155,0.028044265,2.4772427e-11,2.4797022e-11,5.528536e-11,5.0000267e-08,5.0000263e-08,5.0000413e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24
2895646729,2895645715,0.16980661,0.0026601376,-0.007519137,-0.98544514,0.008627001,0.039083753,-0.0126996515,-0.06762679,0.4310797,-2.7567787,-3.209785e-05,-1.7970144e-05,1.0430867e-05,-0.00050080876,-0.000117067284,-6.327888e-05,0.2081053,-0.040971845,0.44413942,0.03157969,0.00094127265,-0.0047360137,0.0,0.0,7.429075e-05,3.6077456e-06,3.596323e-06,2.3758525e-06,0.0033679765,0.0033666785,0.0061627068,0.009366492,0.009366261,0.028286291,2.4764487e-11,2.4781066e-11,5.5734042e-11,5.0000423e-08,5.0000438e-08,5.000047e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24
2896643330,2896637992,0.17545551,-0.008546513,0.0029447745,-0.9844459,0.07169396,-0.07756453,0.009609522,-0.0077225696,0.38004646,-2.7585943,-3.207742e-05,-1.7528128e-05,1.0639576e-05,-0.00050836714,-0.00011657529,-5.360936e-05,0.2081053,-0.040971845,0.44413942,0.03157969,0.00094127265,-0.0047360137,0.0,0.0,7.198392e-05,3.8242865e-06,3.8352277e-06,2.4802725e-06,0.0033261236,0.0033220688,0.006122401,0.009294592,0.009294837,0.028097665,2.4488274e-11,2.4500955e-11,5.612017e-11,5.0000214e-08,5.0000253e-08,5.000041e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24
2897649268,2897648257,0.17429662,-0.0051572244,1.0539908e-05,-0.9846797,0.048980355,-0.017620644,0.015952107,0.08245253,0.33356056,-2.7823634,-3.21623e-05,-1.8037157e-05,1.0689927e-05,-0.0005036318,-0.00012158384,-3.8468843e-05,0.2081053,-0.040971845,0.44413942,0.03157969,0.00094127265,-0.0047360137,0.0,0.0,7.045697e-05,4.0067157e-06,4.01313e-06,2.4258204e-06,0.0033611523,0.0033616691,0.0061622,0.0093590785,0.009359107,0.028305784,2.4055823e-11,2.4071817e-11,5.651291e-11,5.000031e-08,5.0000345e-08,5.0000626e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24
2898646081,2898645032,0.24026035,0.0042547393,-0.005431553,-0.97068405,0.059130058,0.01480453,-0.081893206,0.15710038,0.36222818,-2.7603152,-3.1827127e-05,-1.855493e-05,1.09935545e-05,-0.0004995515,-0.00012921229,-5.4772776e-05,0.20796794,-0.04072194,0.44686067,0.031477455,0.00048620845,-0.0018934368,0.0,0.0,6.679338e-05,4.09574e-06,4.0953937e-06,4.2491524e-06,0.0033853573,0.0033857115,0.0061638076,0.009367204,0.009367266,0.02831885,2.3488092e-11,2.3507949e-11,5.6773756e-11,5.0000093e-08,5.0000093e-08,5.0000533e-08,2.5903266e-05,1.3438594e-05,0.0006936726,2.2564445e-05,2.5376132e-05,0.000693863,0.0,0.0,24
2899640011,2899632814,0.64031285,-0.0041263467,0.027711969,-0.76760304,0.3621092,-0.12577794,-0.0006066066,0.4416325,0.21743476,-2.7675953,-3.3421533e-05,-1.911406e-05,1.2312064e-05,-0.0005464311,-0.00014366934,-6.502074e-05,0.20871656,-0.039607905,0.44400463,0.029616535,0.00017686021,-0.0026330973,0.0,0.0,4.129143e-05,4.060649e-06,4.0216228e-06,2.831042e-05,0.0034442216,0.0034498665,0.0061651715,0.00942532,0.009425778,0.028465226,2.2735813e-11,2.2753887e-11,5.6982672e-11,5e-08,5e-08,5.000027e-08,2.2347182e-05,1.2254375e-05,0.0006105531,1.9839807e-05,2.2010243e-05,0.000610663,0.0,0.0,24
2900641328,2900638583,0.8827731,-0.017229227,0.02377631,-0.4688814,0.021199567,0.15958546,0.05635556,0.71303725,0.2991759,-2.7724104,-3.409163e-05,-2.1312748e-05,1.3226565e-05,-0.0006310588,-0.00022844019,-7.0899405e-05,0.20815723,-0.038895555,0.4433908,0.02865612,0.0008770273,-0.004413343,0.0,0.0,1.5698644e-05,3.5500693e-06,3.5648925e-06,5.3728356e-05,0.0037352508,0.0037401076,0.006143757,0.0094068535,0.009406904,0.02838629,2.187961e-11,2.190099e-11,5.7312217e-11,5e-08,5e-08,5.0000363e-08,2.0002894e-05,1.1413312e-05,0.0005887855,1.79112e-05,1.9693109e-05,0.00058852014,0.0,0.0,24
2901641107,2901638358,0.9942948,-0.020046255,0.012785838,-0.103983015,-0.23033933,0.027649852,0.5740077,0.5793448,0.5466555,-2.154898,-3.234937e-05,-2.2758919e-05,1.4010425e-05,-0.0005782733,-0.0003931197,-9.242027e-05,0.2078847,-0.038561072,0.44119662,0.028745197,0.0022520877,-0.0041754865,0.0,0.0,1.2345014e-06,2.965738e-06,2.993546e-06,6.830001e-05,0.003882988,0.0038663086,0.006189718,0.009463987,0.009463048,0.028642563,2.1623765e-11,2.1643857e-11,5.7630553e-11,5e-08,5e-08,5.0000242e-08,1.778474e-05,1.0658448e-05,0.0005799011,1.6053196e-05,1.7500322e-05,0.00057958666,0.0,0.0,24
2902645316,2902638131,0.96836776,-0.02497879,-0.010277093,0.24806106,-0.21100932,-0.101501115,0.5163861,0.14210966,0.5678451,-1.5856813,-3.068542e-05,-2.2751869e-05,1.485668e-05,-0.00042233884,-0.00050459796,-0.00010294813,0.20785874,-0.038178675,0.4397727,0.029386649,0.0035453371,-0.003605181,0.0,0.0,4.7400454e-06,2.5392299e-06,2.5207135e-06,6.439211e-05,0.0035877274,0.0036003005,0.0061435676,0.00917526,0.009174297,0.028369682,2.1966156e-11,2.1972391e-11,5.7746957e-11,5e-08,5e-08,5.0000256e-08,1.555882e-05,9.979966e-06,0.00057500735,1.4215317e-05,1.538087e-05,0.00057470636,0.0,0.0,24
2903646255,2903645400,0.9916347,0.008192489,-0.02009661,0.12723827,0.029994365,-0.20578316,0.59547096,-0.050755445,0.1800491,-1.0288743,-3.0064763e-05,-2.1615142e-05,1.5623555e-05,-0.0002628119,-0.00034099646,-0.00010322953,0.20781587,-0.038401484,0.4389891,0.028785469,0.0033023166,-0.0028170156,0.0,0.0,1.6570883e-06,2.4479968e-06,2.3943062e-06,6.73687e-05,0.0031898143,0.0032237764,0.006198765,0.0089019295,0.008901846,0.028671838,2.2756e-11,2.2750987e-11,5.781139e-11,5.000009e-08,5.000009e-08,5.000019e-08,1.3994984e-05,9.499838e-06,0.00056815794,1.2924837e-05,1.3931599e-05,0.0005679059,0.0,0.0,24
2904643104,2904634682,0.9866219,0.009456062,-0.0039798394,0.16270179,0.25159508,0.05133132,0.21011104,0.12392834,-0.008247559,-0.63476944,-2.9770408e-05,-2.101475e-05,1.6533215e-05,-0.00024759703,-0.00022850493,-9.8818244e-05,0.20761855,-0.038338996,0.43930995,0.02888162,0.0034134157,-0.0031011014,0.0,0.0,2.4340875e-06,2.58408e-06,2.5842148e-06,6.712421e-05,0.0031947184,0.0031942588,0.006191081,0.008799213,0.008800714,0.028611004,2.353222e-11,2.3520677e-11,5.7929075e-11,5.0000093e-08,5.0000093e-08,5.000018e-08,1.2966873e-05,9.151899e-06,0.0005612039,1.2083114e-05,1.2954723e-05,0.00056105386,0.0,0.0,24
2905646164,2905644954,0.9901946,0.0082918275,0.01676491,0.13843732,0.15528265,0.20514703,0.2469779,0.41299316,0.07522738,-0.38053036,-2.9622275e-05,-2.0259917e-05,1.6911903e-05,-0.00029460565,-0.00018304482,-8.9764166e-05,0.20754947,-0.038402118,0.43921116,0.028879035,0.0033415959,-0.002928683,0.0,0.0,1.936047e-06,2.7598687e-06,2.7419649e-06,6.8085246e-05,0.0024691955,0.0024667394,0.0059784045,0.0078064636,0.0078068655,0.027253417,2.3935963e-11,2.3927197e-11,5.7983236e-11,5.000039e-08,5e-08,5.000045e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24
2906639705,2906638775,0.9860432,0.018020622,0.011196437,0.16513242,-0.14482681,0.13618043,0.09671622,0.43509877,0.2863635,-0.21843323,-2.975172e-05,-1.9764075e-05,1.6988592e-05,-0.00031626417,-0.00018128839,-6.3331136e-05,0.20754947,-0.038402118,0.43921116,0.028879035,0.0033415959,-0.002928683,0.0,0.0,2.509925e-06,3.256928e-06,3.2546827e-06,6.698934e-05,0.004301144,0.004329354,0.0058582816,0.00895023,0.008950988,0.026191818,2.444534e-11,2.444264e-11,5.7767985e-11,5.0000363e-08,5.0000363e-08,5.000036e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24
2907648587,2907643047,0.98640573,0.01865616,-0.00013803737,0.1632663,-0.032971047,-0.044225644,0.015941717,0.43705112,0.29244855,-0.21624571,-2.9818533e-05,-1.8931654e-05,1.683612e-05,-0.00034057559,-0.00017664785,-4.0056046e-05,0.20754947,-0.038402118,0.43921116,0.028879035,0.0033415959,-0.002928683,0.0,0.0,2.440384e-06,3.5463202e-06,3.5482794e-06,6.627692e-05,0.005324461,0.0053128917,0.005918022,0.010876001,0.01087869,0.0261452,2.4516928e-11,2.4513436e-11,5.7435674e-11,5.00006e-08,5.000032e-08,5.0000633e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24
2908642379,2908641276,0.9865906,0.020221265,-0.0028270173,0.16193235,0.0076936493,-0.019213928,0.031473298,0.4691221,0.2773948,-0.22541521,-2.9864048e-05,-1.8332266e-05,1.6731541e-05,-0.00035566697,-0.00017487929,-2.0322315e-05,0.20754947,-0.038402118,0.43921116,0.028879035,0.0033415959,-0.002928683,0.0,0.0,2.414958e-06,3.92064e-06,3.9233796e-06,6.658875e-05,0.00540029,0.005395025,0.0062112166,0.013342603,0.01334282,0.028201682,2.4493203e-11,2.4488118e-11,5.7308103e-11,5.0000427e-08,5.0000285e-08,5.0000452e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24
2909640499,2909639552,0.98663795,0.02090412,-0.0040852292,0.16153042,0.031058636,0.019049292,0.008684953,0.49711844,0.27827752,-0.24361762,-2.981366e-05,-1.8224597e-05,1.6739528e-05,-0.00035566697,-0.00017487929,2.8448592e-06,0.20754947,-0.038402118,0.43921116,0.028879035,0.0033415959,-0.002928683,0.0,0.0,2.405712e-06,4.024573e-06,4.0303375e-06,6.659654e-05,0.005413745,0.0054164077,0.0061271186,0.013709752,0.013708865,0.028101679,2.412933e-11,2.4125065e-11,5.7053934e-11,5.0000605e-08,5.0000462e-08,5.0000452e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24
2910635858,2910634830,0.98668575,0.020592468,-0.0044257566,0.16126871,0.033739273,0.041594207,-0.0034159045,0.5300147,0.29046008,-0.26058593,-2.9401896e-05,-1.8567342e-05,1.683585e-05,-0.00035566697,-0.00017487929,1.0524577e-05,0.20754947,-0.038402118,0.43921116,0.028879035,0.0033415959,-0.002928683,0.0,0.0,2.4038395e-06,3.821192e-06,3.8309604e-06,6.669991e-05,0.0057185353,0.005723161,0.006105003,0.0138539355,0.013853595,0.028098838,2.3497903e-11,2.3496607e-11,5.6774307e-11,5.0000605e-08,5.0000462e-08,5.000054e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24
