timestamp,roll,pitch,yaw,thrust_body[0],thrust_body[1],thrust_body[2]
2874001816,-0.12215344,0.002680825,0.0008493765,0.0,0.0,-0.23623902
2874006182,-0.13783643,0.002696788,-0.0006547203,0.0,0.0,-0.23924616
2874021175,-0.12891522,-0.0065782615,-0.0012232712,0.0,0.0,-0.24313712
2874045163,-0.12835559,0.006513732,0.0013013397,0.0,0.0,-0.25045756
2874066274,-0.12236216,-0.0033662664,0.00062383246,0.0,0.0,-0.25962466
2874081214,-0.12236345,0.0023494838,0.0023662015,0.0,0.0,-0.26404554
2874096111,-0.1448564,-0.027253605,0.000509563,0.0,0.0,-0.26953286
2874121626,-0.13348193,0.020058444,0.00025167034,0.0,0.0,-0.2758232
2874141140,-0.16205075,-0.041291557,0.0013980124,0.0,0.0,-0.2842793
2874156356,-0.129561,0.009986869,-0.00078458886,0.0,0.0,-0.28926235
2874181580,-0.17484815,-0.03180735,0.0016636475,0.0,0.0,-0.29699594
2874201181,-0.14907746,0.005631859,-0.00031642063,0.0,0.0,-0.30445322
2874216149,-0.17031625,-0.022793153,0.0005687878,0.0,0.0,-0.31163475
2874244729,-0.1405829,-0.036414087,0.0048960773,0.0,0.0,-0.31859547
2874263933,-0.19891953,0.0041667083,-0.0022721994,0.0,0.0,-0.32614237
2874282040,-0.117374405,-0.025906885,0.0049184333,0.0,0.0,-0.3340395
2874301490,-0.20050079,-0.01638324,-0.00023437086,0.0,0.0,-0.34084472
2874316503,-0.13021955,-0.00021174322,0.00042216075,0.0,0.0,-0.34664246
2874345030,-0.16543008,-0.018858016,0.0018622881,0.0,0.0,-0.35709321
2874363073,-0.14623,0.00037172405,9.094145e-05,0.0,0.0,-0.36054593
2874382618,-0.1903314,-0.007893437,0.00053443975,0.0,0.0,-0.36882854
2874405070,-0.18955718,0.0049215425,-0.0012519757,0.0,0.0,-0.37956482
2874420004,-0.19792232,0.027572332,0.0033377726,0.0,0.0,-0.3839347
2874445470,-0.2017533,0.0146508105,-0.002218668,0.0,0.0,-0.3968225
2874464986,-0.11604443,-0.014354367,0.000843275,0.0,0.0,-0.40376776
2874480006,-0.17813131,-0.0032454669,-0.0002544687,0.0,0.0,-0.4098054
2874505413,-0.14328316,-0.0070161917,0.0018482673,0.0,0.0,-0.4205986
2874520265,-0.18589437,0.01882425,0.001907839,0.0,0.0,-0.42175567
2874539968,-0.11388196,-0.00085912505,0.0038748612,0.0,0.0,-0.43486676
2874565269,-0.117164314,0.014919689,0.0014494689,0.0,0.0,-0.44582272
2874580216,-0.17759882,0.04384369,-0.0009155837,0.0,0.0,-0.44752803
2874599962,-0.12641993,0.046553306,-0.00040926016,0.0,0.0,-0.45647112
2874625185,-0.13375501,0.06562865,-0.0015699296,0.0,0.0,-0.46749637
2874638888,-0.121474884,0.061890952,-2.3104845e-05,0.0,0.0,-0.47428
2874664394,-0.100196734,0.058062285,0.00015931345,0.0,0.0,-0.48460045
2874683692,-0.09131593,0.08306628,-0.00081559765,0.0,0.0,-0.48784798
2874698682,-0.08263605,0.065487005,0.0044942982,0.0,0.0,-0.49260527
2874724231,-0.071106665,0.07813575,0.0029736825,0.0,0.0,-0.49941602
2874743758,-0.020754796,0.09011906,0.0026450066,0.0,0.0,-0.5025908
2874758678,-0.02713271,0.0973205,0.0029245876,0.0,0.0,-0.5072855
2874784191,0.03145207,0.10092904,0.0021739046,0.0,0.0,-0.51597756
2874803760,0.052352093,0.09446373,0.0032414594,0.0,0.0,-0.5190335
2874818737,0.08678374,0.09363812,0.009112274,0.0,0.0,-0.5221489
2874842606,0.09759602,0.07915006,0.0068911337,0.0,0.0,-0.5252598
2874863752,0.1463005,0.10410742,0.0051325355,0.0,0.0,-0.5323729
2874878756,0.1393019,0.09291715,0.0097406935,0.0,0.0,-0.5358333
2874902542,0.17973569,0.065847404,0.010857515,0.0,0.0,-0.5373519
2874917542,0.20000066,0.06210899,0.0041103982,0.0,0.0,-0.5387471
2874943005,0.23188743,0.085872285,0.0077087916,0.0,0.0,-0.5401171
2874962627,0.24766782,0.071200676,0.008782676,0.0,0.0,-0.540739
2874977698,0.261655,0.066460125,0.004725138,0.0,0.0,-0.5419665
2875003247,0.24771452,0.035481274,0.008630726,0.0,0.0,-0.5416109
2875022510,0.2551819,0.06437248,0.008290105,0.0,0.0,-0.5451182
2875037468,0.25040665,0.052985296,0.003016629,0.0,0.0,-0.5413647
2875062961,0.27498612,0.021151476,0.005771674,0.0,0.0,-0.54313904
2875082646,0.29374406,0.0117793465,0.005985055,0.0,0.0,-0.54464483
2875097693,0.29002807,0.041203022,0.002953813,0.0,0.0,-0.54618156
2875122942,0.25033525,0.020181239,0.007387781,0.0,0.0,-0.5402048
2875142515,0.23161484,0.015352287,0.006806656,0.0,0.0,-0.53555876
2875157488,0.23505548,0.040268887,0.0019256205,0.0,0.0,-0.5312809
2875181343,0.25042602,0.03062279,0.0032880944,0.0,0.0,-0.52679676
2875196374,0.25081924,0.042786535,0.00033107479,0.0,0.0,-0.52219945
2875221828,0.23328516,0.047563188,-8.378928e-05,0.0,0.0,-0.5194086
2875241274,0.17771485,0.03768867,0.0010397945,0.0,0.0,-0.51503986
2875266935,0.17617847,0.01623018,0.003760028,0.0,0.0,-0.5150195
2875282194,0.17231514,0.0032597163,0.0036276302,0.0,0.0,-0.51193434
