timestamp,gyro_rad[0],gyro_rad[1],gyro_rad[2],gyro_integral_dt,accelerometer_timestamp_relative,accelerometer_m_s2[0],accelerometer_m_s2[1],accelerometer_m_s2[2],accelerometer_integral_dt,accelerometer_clipping
2874196181,0.022461789,-0.036435027,0.014011144,5999,0,-0.82321185,-0.9796117,-9.506308,5006,0
2874200674,0.0019667293,-0.08857802,-0.0061618513,4493,0,-2.3532588,0.53095704,-9.723759,4994,0
2874211167,-0.07302161,0.011142505,-0.029650155,5995,0,-0.285824,0.7622278,-9.480631,5040,0
2874215663,-0.056294385,0.03158259,0.0027633558,4496,0,2.1873705,2.304742,-10.636046,4980,0
2874226156,0.057645276,0.029047146,0.029084949,5996,0,-0.4401861,-2.4640496,-9.789454,4992,0
2874235149,0.028188596,-0.055739712,0.01072361,8993,0,-1.7382969,-1.5058128,-9.819425,8727,0
2874239693,-0.0033740532,-0.1255026,-0.040551215,4544,0,1.1001984,-0.81269306,-8.746805,5000,0
2874244143,-0.056623355,-0.025229363,-0.06845445,4450,0,-0.49079433,-0.091286846,-9.911389,4375,0
2874248640,-0.041749507,-0.034684584,-0.01792428,4497,0,2.1844144,2.3010385,-9.753761,4376,0
2874253137,-0.026512556,0.071076825,0.048706595,4497,0,0.048588686,1.0399448,-9.993102,5037,0
2874262177,0.014109198,0.07734417,0.004402835,4544,0,-0.07377787,-3.3828259,-10.506078,5000,0
2874266627,0.033102572,-0.013624762,0.0033770269,4450,0,-1.9978845,-2.9629376,-9.991873,5060,0
2874271123,0.013022092,-0.036388606,0.0010875877,4496,0,0.0019805965,-1.9878167,-8.964919,4940,0
2874281616,-0.03032293,-0.088076346,-0.050020188,10493,0,1.3139677,1.2107753,-9.802821,7523,0
2874286113,0.0056072357,0.017822819,0.01910346,4497,0,-0.016521355,1.3638898,-9.901666,5029,0
2874296615,-0.01835235,0.04144353,0.039415125,6001,0,0.1659467,-0.47388166,-8.85857,5002,0
2874301102,0.017730245,0.06439218,-0.034929045,4487,0,-0.73801523,-2.4742477,-10.377268,4999,0
2874305599,-0.006687502,-0.029116841,-0.028762499,4497,0,-0.72716963,-3.814296,-9.969441,4999,0
2874311594,-0.03192754,-0.045540545,-0.023067763,5995,0,1.9227486,-0.8850227,-9.882654,5000,0
2874316091,0.021748107,-0.06357085,-0.009971222,4497,0,-1.1260048,0.31712073,-10.114155,5001,0
2874326584,0.006019759,-0.027548417,0.047342427,5996,0,-0.7380038,1.3156778,-9.38812,5001,0
2874331080,0.016246052,0.03150704,0.026503157,4496,0,-0.5564639,1.2922621,-9.7966175,5000,0
2874340074,-0.032091174,0.03588284,-0.04126487,8994,0,-0.21472049,-2.1276326,-10.685819,8726,0
2874344618,-0.043252382,-0.04260114,-0.039140563,4544,0,0.7679067,-1.8874444,-10.142674,5003,0
2874349068,0.01898752,-0.007026633,0.010670357,4450,0,0.29146814,-0.9268475,-9.159481,4370,0
2874353566,0.016004479,-0.083512686,0.008651987,4498,0,-2.475844,-0.76912016,-10.163853,5003,0
2874358061,-0.0116005065,-0.07279434,-0.0034301942,4495,0,-0.78343487,0.76352704,-10.414279,4998,0
2874362558,-0.02306758,-0.051370747,-0.021469956,4497,0,0.20866121,0.65580857,-9.654868,5003,0
2874367111,-0.06426221,0.0011821663,-0.01308004,4553,0,1.4980314,0.7427236,-9.506316,4996,0
2874371551,-0.06296234,0.022412851,0.0082082115,4440,0,1.1518595,-1.0296671,-10.110629,5001,0
2874382091,-0.019186193,0.033378992,-0.009084741,10540,0,-1.0679321,-2.350709,-10.478482,8930,0
2874391037,-0.0066746282,-0.10429702,-0.034073774,8946,0,-1.9990798,-0.91676414,-8.806005,8592,0
2874400031,-0.08244456,-0.025570793,-0.05761284,8994,0,2.0320382,1.9640149,-10.1942215,8727,0
2874404574,-0.056627784,-0.0030343113,0.039827105,4543,0,1.163762,0.89809793,-10.163903,5137,0
2874415020,0.034068406,-0.004848457,-0.03760796,5995,0,-0.67671907,-3.7408912,-8.709547,5006,0
2874419564,0.03274427,0.00704426,-0.07556823,4544,0,-1.8732634,-2.9653852,-8.5919,5092,0
2874424015,-0.012381084,-0.15792547,-0.05163913,4451,0,-4.1027064,-1.0828161,-11.384511,4901,0
2874430009,-0.08197567,-0.05276369,-0.061526816,5994,0,4.093579,2.5846741,-9.7772455,5001,0
