timestamp,data_rate,rate_multiplier,tx_rate_avg,tx_error_rate_avg,tx_message_count,tx_buffer_overruns,rx_rate_avg,rx_message_count,rx_message_lost_count,rx_buffer_overruns,rx_parse_errors,rx_packet_drop_count,rx_message_lost_rate,type,mode,flow_control,forwarding,mavlink_v2,ftp,streams,heartbeat_type_antenna_tracker,heartbeat_type_gcs,heartbeat_type_onboard_controller,heartbeat_type_gimbal,heartbeat_type_adsb,heartbeat_type_camera,heartbeat_type_parachute,heartbeat_component_telemetry_radio,heartbeat_component_log,heartbeat_component_osd,heartbeat_component_obstacle_avoidance,heartbeat_component_vio,heartbeat_component_pairing_manager,heartbeat_component_udp_bridge,heartbeat_component_uart_bridge,avoidance_system_healthy,parachute_system_healthy
2885548026,2880.0,0.9043701,1774.5059,0.0,147915,0,0.0,0,0,0,0,0,0.0,0,0,0,1,1,1,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2886299951,2880.0,0.9043701,2011.5223,0.0,147948,0,0.0,0,0,0,0,0,0.0,0,0,0,1,1,1,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2887819538,2880.0,0.9043701,1645.4159,0.0,148029,0,0.0,0,0,0,0,0,0.0,0,0,0,1,1,1,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2888571779,2880.0,0.9043701,2003.2839,0.0,148059,0,0.0,0,0,0,0,0,0.0,0,0,0,1,1,1,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2889325316,2880.0,0.9043701,1677.0797,0.0,148102,0,0.0,0,0,0,0,0,0.0,0,0,0,1,1,1,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2890088757,2880.0,0.9043701,2166.972,0.0,148146,0,0.0,0,0,0,0,0,0.0,0,0,0,1,1,1,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2891601687,2880.0,0.9043701,1419.0245,0.0,148219,0,0.0,0,0,0,0,0,0.0,0,0,0,1,1,1,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2892361150,2880.0,0.9043701,1902.1549,0.0,148265,0,0.0,0,0,0,0,0,0.0,0,0,0,1,1,1,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2893117948,2880.0,0.9043701,1893.5228,0.0,148296,0,0.0,0,0,0,0,0,0.0,0,0,0,1,1,1,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2894623438,2880.0,0.9043701,1915.7394,0.0,148379,0,0.0,0,0,0,0,0,0.0,0,0,0,1,1,1,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2895380753,2880.0,0.9043701,1868.7212,0.0,148410,0,0.0,0,0,0,0,0,0.0,0,0,0,1,1,1,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2896135051,2880.0,0.9043701,1991.1956,0.0,148453,0,0.0,0,0,0,0,0,0.0,0,0,0,1,1,1,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2897645299,2880.0,0.9043701,1892.303,0.0,148534,0,0.0,0,0,0,0,0,0.0,0,0,0,1,1,1,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2898398987,2880.0,0.9043701,1735.8192,0.0,148571,0,0.0,0,0,0,0,0,0.0,0,0,0,1,1,1,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2899160462,2880.0,0.9043701,2117.895,0.0,148616,0,0.0,0,0,0,0,0,0.0,0,0,0,1,1,1,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2900670756,2880.0,0.9043701,1830.1564,0.0,148687,0,0.0,0,0,0,0,0,0.0,0,0,0,1,1,1,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2901431774,2880.0,0.9043701,2210.8154,0.0,148738,0,0.0,0,0,0,0,0,0.0,0,0,0,1,1,1,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2902193316,2880.0,0.9043701,1649.1332,0.0,148778,0,0.0,0,0,0,0,0,0.0,0,0,0,1,1,1,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2903690986,2880.0,0.9043701,1857.4836,0.0,148856,0,0.0,0,0,0,0,0,0.0,0,0,0,1,1,1,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2904449945,2880.0,0.9043701,2135.69,0.0,148897,0,0.0,0,0,0,0,0,0.0,0,0,0,1,1,1,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2905204845,2880.0,0.9043701,1887.548,0.0,148931,0,0.0,0,0,0,0,0,0.0,0,0,0,1,1,1,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2906723098,2880.0,0.9043701,2154.3376,0.0,149018,0,0.0,0,0,0,0,0,0.0,0,0,0,1,1,1,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2907481787,2880.0,0.9043701,1938.1101,0.0,149053,0,0.0,0,0,0,0,0,0.0,0,0,0,1,1,1,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2908245208,2880.0,0.9043701,2034.9375,0.0,149099,0,0.0,0,0,0,0,0,0.0,0,0,0,1,1,1,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2909756991,2880.0,0.9043701,1806.7793,0.0,149173,0,0.0,0,0,0,0,0,0.0,0,0,0,1,1,1,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2910508293,2880.0,0.9043701,2187.283,0.0,149222,0,0.0,0,0,0,0,0,0.0,0,0,0,1,1,1,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
