timestamp,timestamp_sample,gps_hvel[0],gps_hvel[1],gps_vvel,gps_hpos[0],gps_hpos[1],gps_vpos,ev_hvel[0],ev_hvel[1],ev_vvel,ev_hpos[0],ev_hpos[1],ev_vpos,rng_vpos,baro_vpos,aux_hvel[0],aux_hvel[1],aux_vvel,flow[0],flow[1],heading,mag_field[0],mag_field[1],mag_field[2],drag[0],drag[1],airspeed,beta,hagl
2887686678,2887680476,0.09356198,0.09355135,0.20876087,0.259427,0.2594262,0.59093934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.957186,0.09432653,0.0943166,nan,0.0,0.0,0.09046461,0.0025930847,0.0027205313,0.002570506,0.0,0.0,0.0,0.0,0.048701786
2888186735,2888185609,0.09372659,0.09371983,0.2088295,0.25954726,0.25954565,0.5913103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.957186,0.09358934,0.09358464,nan,0.0,0.0,0.09046461,0.0026058636,0.0026636058,0.002553921,0.0,0.0,0.0,0.0,0.04666274
2888682925,2888680253,0.093899325,0.093898505,0.20882979,0.25963014,0.25962755,0.5913859,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.957186,0.09420535,0.09420628,nan,0.0,0.0,0.09046461,0.0026189813,0.0026183152,0.0025443826,0.0,0.0,0.0,0.0,0.04799772
2889184988,2889183943,0.09389547,0.09388951,0.20880334,0.25954726,0.25954437,0.5912811,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.957186,0.09440878,0.094401576,nan,0.0,0.0,0.09046461,0.0026214912,0.0025898535,0.0025383204,0.0,0.0,0.0,0.0,0.05193171
2889682512,2889681532,0.094038196,0.094014704,0.20876464,0.25953433,0.25953075,0.59105504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.957186,0.096127525,0.09609893,nan,0.0,0.0,0.09046461,0.0026124902,0.0025712897,0.0025332773,0.0,0.0,0.0,0.0,0.05003496
2890178599,2890177679,0.09399688,0.093955554,0.20877679,0.25949997,0.259496,0.5910685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.957186,0.09697062,0.09692557,nan,0.0,0.0,0.09046461,0.002597239,0.0025611816,0.0025294332,0.0,0.0,0.0,0.0,0.047965765
2890690250,2890688807,0.093937956,0.093888156,0.20879108,0.2595162,0.2595111,0.5910929,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.957186,0.09491928,0.0948673,nan,0.0,0.0,0.09046461,0.0025741914,0.0025514252,0.0025260989,0.0,0.0,0.0,0.0,0.04729291
2891179726,2891178952,0.09384933,0.09382157,0.20879309,0.2595166,0.2595109,0.5910953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.957186,0.09598268,0.09595886,nan,0.0,0.0,0.09046461,0.0025588823,0.0025441523,0.0025239158,0.0,0.0,0.0,0.0,0.049261503
2891679029,2891678092,0.09379712,0.09378531,0.20881176,0.25961357,0.2596074,0.5912324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.957186,0.09384197,0.09383047,nan,0.0,0.0,0.09046461,0.0025499917,0.0025391066,0.0025219263,0.0,0.0,0.0,0.0,0.04762955
2892186407,2892180229,0.093672015,0.09363504,0.20873602,0.25947183,0.25946707,0.59083945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.957186,0.09526645,0.09522644,nan,0.0,0.0,0.09046461,0.00254232,0.002535575,0.0025202397,0.0,0.0,0.0,0.0,0.047952842
