timestamp,accel_device_id_primary,accel_device_ids[0],accel_device_ids[1],accel_device_ids[2],accel_device_ids[3],accel_inconsistency_m_s_s[0],accel_inconsistency_m_s_s[1],accel_inconsistency_m_s_s[2],accel_inconsistency_m_s_s[3],gyro_device_id_primary,gyro_device_ids[0],gyro_device_ids[1],gyro_device_ids[2],gyro_device_ids[3],gyro_inconsistency_rad_s[0],gyro_inconsistency_rad_s[1],gyro_inconsistency_rad_s[2],gyro_inconsistency_rad_s[3],accel_healthy[0],accel_healthy[1],accel_healthy[2],accel_healthy[3],accel_priority[0],accel_priority[1],accel_priority[2],accel_priority[3],gyro_healthy[0],gyro_healthy[1],gyro_healthy[2],gyro_healthy[3],gyro_priority[0],gyro_priority[1],gyro_priority[2],gyro_priority[3]
2887202599,6946842,6946842,2490386,3670026,0,0.35345727,0.15077078,0.23076567,0.0,6684698,6684698,2490386,3670026,0,0.009260657,0.009763439,0.00715319,0.0,1,1,1,0,50,50,50,0,1,1,1,0,50,50,50,0
2887397598,6946842,6946842,2490386,3670026,0,0.18284985,0.23458298,0.23038019,0.0,6684698,6684698,2490386,3670026,0,0.0054132803,0.009401927,0.010119414,0.0,1,1,1,0,50,50,50,0,1,1,1,0,50,50,50,0
2887601318,6946842,6946842,2490386,3670026,0,0.14801571,0.150536,0.16011721,0.0,6684698,6684698,2490386,3670026,0,0.003940515,0.0051168334,0.0027802985,0.0,1,1,1,0,50,50,50,0,1,1,1,0,50,50,50,0
2887796230,6946842,6946842,2490386,3670026,0,0.20268717,0.2106705,0.10640798,0.0,6684698,6684698,2490386,3670026,0,0.0069654174,0.009638942,0.013235693,0.0,1,1,1,0,50,50,50,0,1,1,1,0,50,50,50,0
2888001595,6946842,6946842,2490386,3670026,0,0.23525257,0.28268215,0.21985708,0.0,6684698,6684698,2490386,3670026,0,0.009751216,0.009708915,0.019343764,0.0,1,1,1,0,50,50,50,0,1,1,1,0,50,50,50,0
2888205399,6946842,6946842,2490386,3670026,0,0.08290453,0.06953673,0.15088406,0.0,6684698,6684698,2490386,3670026,0,0.00427219,0.005300275,0.0087380605,0.0,1,1,1,0,50,50,50,0,1,1,1,0,50,50,50,0
2888404967,6946842,6946842,2490386,3670026,0,0.25115675,0.30551067,0.20317455,0.0,6684698,6684698,2490386,3670026,0,0.011359238,0.0021026183,0.012986151,0.0,1,1,1,0,50,50,50,0,1,1,1,0,50,50,50,0
2888601157,6946842,6946842,2490386,3670026,0,0.33156785,0.26641026,0.4826263,0.0,6684698,6684698,2490386,3670026,0,0.012640452,0.011152235,0.009501946,0.0,1,1,1,0,50,50,50,0,1,1,1,0,50,50,50,0
2888800852,6946842,6946842,2490386,3670026,0,0.4167407,0.3083233,0.23545808,0.0,6684698,6684698,2490386,3670026,0,0.0061026854,0.007012355,0.009496503,0.0,1,1,1,0,50,50,50,0,1,1,1,0,50,50,50,0
2888996718,6946842,6946842,2490386,3670026,0,0.32901254,0.2827388,0.5860357,0.0,6684698,6684698,2490386,3670026,0,0.011590806,0.0017777182,0.01328536,0.0,1,1,1,0,50,50,50,0,1,1,1,0,50,50,50,0
2889201076,6946842,6946842,2490386,3670026,0,0.3273864,0.26193303,0.17959218,0.0,6684698,6684698,2490386,3670026,0,0.01977211,0.0015834426,0.0206795,0.0,1,1,1,0,50,50,50,0,1,1,1,0,50,50,50,0
2889398576,6946842,6946842,2490386,3670026,0,0.123007044,0.058787838,0.071071096,0.0,6684698,6684698,2490386,3670026,0,0.008333136,0.0016695061,0.009365162,0.0,1,1,1,0,50,50,50,0,1,1,1,0,50,50,50,0
2889602512,6946842,6946842,2490386,3670026,0,0.1514079,0.30108935,0.2721711,0.0,6684698,6684698,2490386,3670026,0,0.009708813,0.0046906886,0.014181484,0.0,1,1,1,0,50,50,50,0,1,1,1,0,50,50,50,0
2889804748,6946842,6946842,2490386,3670026,0,0.27364132,0.3407822,0.13571626,0.0,6684698,6684698,2490386,3670026,0,0.011724446,0.0058573126,0.017539507,0.0,1,1,1,0,50,50,50,0,1,1,1,0,50,50,50,0
2890004059,6946842,6946842,2490386,3670026,0,0.21678592,0.30167535,0.1956679,0.0,6684698,6684698,2490386,3670026,0,0.009729946,0.0075016147,0.008974586,0.0,1,1,1,0,50,50,50,0,1,1,1,0,50,50,50,0
2890203530,6946842,6946842,2490386,3670026,0,0.19728921,0.10750231,0.09990255,0.0,6684698,6684698,2490386,3670026,0,0.0094628045,0.0053754514,0.011198113,0.0,1,1,1,0,50,50,50,0,1,1,1,0,50,50,50,0
2890402998,6946842,6946842,2490386,3670026,0,0.093211584,0.2729296,0.2705879,0.0,6684698,6684698,2490386,3670026,0,0.0058721877,0.004884857,0.00804261,0.0,1,1,1,0,50,50,50,0,1,1,1,0,50,50,50,0
2890602206,6946842,6946842,2490386,3670026,0,0.26548538,0.17208388,0.18136938,0.0,6684698,6684698,2490386,3670026,0,0.0075419615,0.0044525797,0.0112065375,0.0,1,1,1,0,50,50,50,0,1,1,1,0,50,50,50,0
2890796266,6946842,6946842,2490386,3670026,0,0.12160271,0.06805996,0.18870544,0.0,6684698,6684698,2490386,3670026,0,0.019402888,0.0067956345,0.013850646,0.0,1,1,1,0,50,50,50,0,1,1,1,0,50,50,50,0
2891001576,6946842,6946842,2490386,3670026,0,0.21896473,0.17486846,0.13698334,0.0,6684698,6684698,2490386,3670026,0,0.019672792,0.0057305424,0.021381058,0.0,1,1,1,0,50,50,50,0,1,1,1,0,50,50,50,0
2891204797,6946842,6946842,2490386,3670026,0,0.13149838,0.10283332,0.049257666,0.0,6684698,6684698,2490386,3670026,0,0.01655655,0.0017611232,0.015199971,0.0,1,1,1,0,50,50,50,0,1,1,1,0,50,50,50,0
2891404465,6946842,6946842,2490386,3670026,0,0.113741316,0.29031476,0.38892812,0.0,6684698,6684698,2490386,3670026,0,0.0030356646,0.010869118,0.00880958,0.0,1,1,1,0,50,50,50,0,1,1,1,0,50,50,50,0
2891596134,6946842,6946842,2490386,3670026,0,0.2232443,0.24333307,0.1229876,0.0,6684698,6684698,2490386,3670026,0,0.010002607,0.01318769,0.0052186283,0.0,1,1,1,0,50,50,50,0,1,1,1,0,50,50,50,0
2891802923,6946842,6946842,2490386,3670026,0,0.23764248,0.29182005,0.114303924,0.0,6684698,6684698,2490386,3670026,0,0.0017265927,0.0021418938,0.002628389,0.0,1,1,1,0,50,50,50,0,1,1,1,0,50,50,50,0
2891996221,6946842,6946842,2490386,3670026,0,0.21788004,0.15481882,0.20928441,0.0,6684698,6684698,2490386,3670026,0,0.007906878,0.0060181227,0.011936767,0.0,1,1,1,0,50,50,50,0,1,1,1,0,50,50,50,0
2892201554,6946842,6946842,2490386,3670026,0,0.12757069,0.17518628,0.27199632,0.0,6684698,6684698,2490386,3670026,0,0.009877695,0.0030539113,0.012906,0.0,1,1,1,0,50,50,50,0,1,1,1,0,50,50,50,0
2892402479,6946842,6946842,2490386,3670026,0,0.10823038,0.3902141,0.294427,0.0,6684698,6684698,2490386,3670026,0,0.0032123497,0.006865067,0.0069757965,0.0,1,1,1,0,50,50,50,0,1,1,1,0,50,50,50,0
2892601974,6946842,6946842,2490386,3670026,0,0.22740258,0.27216467,0.22973102,0.0,6684698,6684698,2490386,3670026,0,0.003182127,0.006091161,0.0063125095,0.0,1,1,1,0,50,50,50,0,1,1,1,0,50,50,50,0
2892801135,6946842,6946842,2490386,3670026,0,0.22699173,0.30547,0.17982298,0.0,6684698,6684698,2490386,3670026,0,0.0036925005,0.003951992,0.0055652275,0.0,1,1,1,0,50,50,50,0,1,1,1,0,50,50,50,0
2892999013,6946842,6946842,2490386,3670026,0,0.18531667,0.44851756,0.33371052,0.0,6684698,6684698,2490386,3670026,0,0.003356642,0.012546708,0.012351787,0.0,1,1,1,0,50,50,50,0,1,1,1,0,50,50,50,0
2893202756,6946842,6946842,2490386,3670026,0,0.37215784,0.2647311,0.6292526,0.0,6684698,6684698,2490386,3670026,0,0.0071349693,0.0016542629,0.008676864,0.0,1,1,1,0,50,50,50,0,1,1,1,0,50,50,50,0
2893396185,6946842,6946842,2490386,3670026,0,0.30811173,0.24755645,0.08390391,0.0,6684698,6684698,2490386,3670026,0,0.008021424,0.013278773,0.008855618,0.0,1,1,1,0,50,50,50,0,1,1,1,0,50,50,50,0
2893599975,6946842,6946842,2490386,3670026,0,0.2019666,0.15428622,0.20793302,0.0,6684698,6684698,2490386,3670026,0,0.0044027315,0.012632409,0.01642909,0.0,1,1,1,0,50,50,50,0,1,1,1,0,50,50,50,0
2893803960,6946842,6946842,2490386,3670026,0,0.17986088,0.123647474,0.11340958,0.0,6684698,6684698,2490386,3670026,0,0.0059332955,0.004783214,0.0099968165,0.0,1,1,1,0,50,50,50,0,1,1,1,0,50,50,50,0
2893998807,6946842,6946842,2490386,3670026,0,0.2798069,0.07002201,0.21005823,0.0,6684698,6684698,2490386,3670026,0,0.007815575,0.0035378055,0.009329187,0.0,1,1,1,0,50,50,50,0,1,1,1,0,50,50,50,0
2894204106,6946842,6946842,2490386,3670026,0,0.11869477,0.16246067,0.14487435,0.0,6684698,6684698,2490386,3670026,0,0.0129983965,0.0013683075,0.011815764,0.0,1,1,1,0,50,50,50,0,1,1,1,0,50,50,50,0
2894397452,6946842,6946842,2490386,3670026,0,0.2954062,0.4520634,0.1894061,0.0,6684698,6684698,2490386,3670026,0,0.009480446,0.0040690107,0.012288549,0.0,1,1,1,0,50,50,50,0,1,1,1,0,50,50,50,0
2894601335,6946842,6946842,2490386,3670026,0,0.53685504,0.21923345,0.3267368,0.0,6684698,6684698,2490386,3670026,0,0.0029368014,0.0061967485,0.007863272,0.0,1,1,1,0,50,50,50,0,1,1,1,0,50,50,50,0
2894797630,6946842,6946842,2490386,3670026,0,0.23265466,0.27998933,0.2197509,0.0,6684698,6684698,2490386,3670026,0,0.011275883,0.0069366856,0.01544772,0.0,1,1,1,0,50,50,50,0,1,1,1,0,50,50,50,0
2895001462,6946842,6946842,2490386,3670026,0,0.1285859,0.31537953,0.19425504,0.0,6684698,6684698,2490386,3670026,0,0.0019932357,0.015062792,0.013901944,0.0,1,1,1,0,50,50,50,0,1,1,1,0,50,50,50,0
2895202441,6946842,6946842,2490386,3670026,0,0.23632129,0.2646012,0.14432187,0.0,6684698,6684698,2490386,3670026,0,0.0063729375,0.007974586,0.004430025,0.0,1,1,1,0,50,50,50,0,1,1,1,0,50,50,50,0
2895397346,6946842,6946842,2490386,3670026,0,0.16298582,0.08952544,0.15218435,0.0,6684698,6684698,2490386,3670026,0,0.009981926,0.0061592255,0.015744817,0.0,1,1,1,0,50,50,50,0,1,1,1,0,50,50,50,0
2895602515,6946842,6946842,2490386,3670026,0,0.36089733,0.35007393,0.12570897,0.0,6684698,6684698,2490386,3670026,0,0.0057153907,0.0047595827,0.0018046156,0.0,1,1,1,0,50,50,50,0,1,1,1,0,50,50,50,0
2895803540,6946842,6946842,2490386,3670026,0,0.12739097,0.10295256,0.1390248,0.0,6684698,6684698,2490386,3670026,0,0.006550649,0.00524176,0.011172761,0.0,1,1,1,0,50,50,50,0,1,1,1,0,50,50,50,0
2896002773,6946842,6946842,2490386,3670026,0,0.2762556,0.5595189,0.29365328,0.0,6684698,6684698,2490386,3670026,0,0.0020891773,0.010089422,0.009243707,0.0,1,1,1,0,50,50,50,0,1,1,1,0,50,50,50,0
