timestamp,timestamp_sample,accel_device_id,gyro_device_id,delta_angle[0],delta_angle[1],delta_angle[2],delta_velocity[0],delta_velocity[1],delta_velocity[2],delta_angle_dt,delta_velocity_dt,delta_velocity_clipping,calibration_count
2886021410,2886016670,6946842,6684698,-0.0005514955,-0.0003665084,-0.0020181113,0.0068691317,-0.0048788693,-0.052152433,4497,4950,0,2
2886520518,2886520307,6946842,6684698,0.00037309338,-0.00012665403,-0.003832308,-0.010991827,0.0008700723,-0.041181196,5995,5000,0,2
2887013655,2887013452,6946842,6684698,-0.00024423175,0.00029091406,-0.0031232384,0.003954232,-0.0022570542,-0.05075765,4496,5000,0,2
2887517503,2887517090,6946842,6684698,-9.597222e-05,-0.00068389735,-0.0033662869,-0.010333254,0.0016097889,-0.05151558,4450,5164,0,2
2888016455,2888016231,6946842,6684698,0.00019534613,0.00015578077,-0.004115517,-0.0058246274,0.018294036,-0.056184363,5996,4990,0,2
2888518622,2888518369,6946842,6684698,0.0006079036,-9.589943e-05,-0.003676533,-0.0029803326,-0.0054596323,-0.04837665,4496,4405,0,2
2889019255,2889019056,6946842,6684698,0.00016663836,-0.0003754109,-0.0041006743,-0.01135552,0.015954174,-0.048217736,6043,5001,0,2
2889522901,2889522646,6946842,6684698,-0.00057966146,-0.00048406757,-0.004012552,-0.003978049,-0.0041982904,-0.05032204,5995,5000,0,2
2890018996,2890018789,6946842,6684698,-3.6883397e-05,0.0003190327,-0.0030306606,-0.010306365,0.011132247,-0.04705177,5995,4970,0,2
2890516682,2890516431,6946842,6684698,0.00028676615,0.00044810012,-0.00066619756,-0.0014818909,0.009077777,-0.059174113,5949,5000,0,2
2891018722,2891014072,6946842,6684698,-0.0005739767,-0.00013351666,0.0003010026,-0.0072730724,-0.0010012168,-0.03861159,4497,4888,0,2
2891515098,2891514757,6946842,6684698,-0.00066697085,0.00048225294,-0.00013925396,-0.0011565735,-0.0013348531,-0.041141737,4543,5001,0,2
2892020030,2892019845,6946842,6684698,3.5324185e-05,-0.00025715065,6.795813e-05,-0.005545453,-0.010308115,-0.051726025,4496,5000,0,2
2892517680,2892517486,6946842,6684698,-0.00061478576,-0.00029623858,-0.00049954193,-0.0029254055,-0.012251254,-0.048044793,5949,4940,0,2
2893013973,2893013673,6946842,6684698,0.0002811244,5.978338e-05,-0.00027683063,0.00016817152,-0.008537106,-0.05232961,4542,5001,0,2
2893516103,2893515812,6946842,6684698,-0.0001564974,-0.00024545373,8.111508e-05,-0.018219007,-0.008482788,-0.068775795,4546,4454,0,2
2894018136,2894017945,6946842,6684698,-0.00027244526,0.00073204545,-0.00012329781,-0.0021787651,-0.006859566,-0.045159988,6043,4996,0,2
2894517404,2894517035,6946842,6684698,-0.0001646331,0.0001851935,-0.00029230583,0.001169521,-0.009143896,-0.048171878,4449,4449,0,2
2895016380,2895016173,6946842,6684698,0.00076921395,0.0001521897,-0.00024250838,-0.004543864,0.005288929,-0.05510062,5996,4992,0,2
2895518581,2895518307,6946842,6684698,-4.235199e-05,-9.9982e-05,0.00012516993,0.00075682724,0.02142179,-0.034725014,4496,5103,0,2
2896017681,2896017444,6946842,6684698,-0.00024459074,-5.6261346e-05,0.00013274582,-0.018515825,-0.0065161325,-0.068449035,5949,5007,0,2
2896519925,2896519578,6946842,6684698,-0.00012264993,-1.7792583e-05,-0.0001202549,-0.004327361,0.0044520055,-0.04262664,4496,4596,0,2
2897016028,2897015764,6946842,6684698,-3.5299106e-06,-0.00012583582,-8.712557e-06,-0.0026123316,0.009412463,-0.053424917,4543,5053,0,2
2897513600,2897513360,6946842,6684698,-0.00024139982,0.00010347382,-6.476066e-05,-0.0125137605,-0.023644296,-0.055376764,4502,5003,0,2
2898020216,2898015490,6946842,6684698,-0.00013665283,1.3940313e-06,0.00013864797,-0.00732648,0.018110212,-0.052868202,4497,5000,0,2
2898517887,2898517624,6946842,6684698,0.00019173959,0.00028528197,0.0053304215,0.0012591701,0.0031060677,-0.055794854,5994,5000,0,2
2899019923,2899015263,6946842,6684698,-0.00054977305,0.00027612687,0.004338075,0.0018755952,-0.008753571,-0.043184284,4497,4905,0,2
2899519147,2899518943,6946842,6684698,-0.0008396928,0.0005132895,0.0041407803,0.008766853,-0.016470777,-0.03540404,6042,4376,0,2
2900019782,2900019533,6946842,6684698,-5.2925643e-05,-4.2827753e-05,0.003480561,0.00353908,-0.00219794,-0.058611996,4497,5072,0,2
2900518961,2900518670,6946842,6684698,-0.00034661315,-0.0010076395,0.0048582074,-0.005625081,-0.0044246074,-0.046626847,5983,4977,0,2
2901016661,2901016308,6946842,6684698,-0.0006839983,0.00018967758,0.004731631,0.008755981,0.0066342615,-0.04286003,5949,4997,0,2
2901517311,2901516945,6946842,6684698,0.00034313567,-0.0002963014,0.0031853474,-0.009562808,0.01192387,-0.061741404,4450,5070,0,2
2902016354,2902016087,6946842,6684698,-3.89625e-05,-0.0009584894,0.0075634774,0.0120442575,0.023810305,-0.08658207,8948,8782,0,2
2902518518,2902518218,6946842,6684698,-0.00021932308,-0.00014709026,0.0006077889,0.0040189237,0.0067666085,-0.04280669,4497,5001,0,2
2903016153,2903015858,6946842,6684698,0.00055794074,-0.00028877988,-0.0018139645,0.0105397,-0.003106478,-0.04989589,4451,5133,0,2
2903519759,2903519491,6946842,6684698,0.00041369884,4.6181867e-05,0.00021874961,-0.0016957847,-0.0056220074,-0.0473785,4497,5052,0,2
2904015981,2904015678,6946842,6684698,0.00075837574,0.00040497808,0.00043122537,0.004954282,-0.0023285435,-0.053087033,4543,5001,0,2
2904518005,2904513270,6946842,6684698,-0.0008080423,0.00026741528,-0.00019207326,0.001413277,0.003726813,-0.045826863,13490,5000,0,2
2905020154,2905019950,6946842,6684698,-8.290713e-06,0.00089294603,-0.00045223374,0.0045253998,-0.008552299,-0.08787346,9041,8727,0,2
2905514848,2905514590,6946842,6684698,0.00015510194,0.0005549335,-6.393037e-05,-0.0008630464,0.0068042586,-0.039100755,4543,4504,0,2
2906018449,2906018178,6946842,6684698,-0.00026998625,0.00013036405,0.0003165969,-0.00090908154,0.0057180533,-0.045044247,4496,4998,0,2
2906517532,2906517316,6946842,6684698,0.0017353217,-0.00065367157,0.0013193861,-0.007608164,-0.017359044,-0.09261173,8992,8638,0,2
2907021265,2907020998,6946842,6684698,2.700436e-05,-0.00034676288,0.00015284528,-0.0040205494,-0.0047233338,-0.081197105,9041,8117,0,2
2907520410,2907520089,6946842,6684698,-0.00069603574,-0.00010783843,5.702149e-05,0.004083034,-0.008595479,-0.08378136,8994,8727,0,2
2908014932,2908014730,6946842,6684698,0.00013037262,-0.00021864352,0.0004528132,-0.0091871545,0.0004919182,-0.040370993,5996,5626,0,2
2908520224,2908515367,6946842,6684698,0.00010126771,-6.014879e-05,1.8142235e-05,-0.0005174648,-0.003376316,-0.036219217,4496,4219,0,2
2909017703,2909017503,6946842,6684698,-6.769806e-05,0.00030905445,6.923401e-05,-0.0018987488,-0.00193133,-0.047128636,5995,5001,0,2
2909519986,2909519639,6946842,6684698,-3.7450547e-05,-0.0001131256,3.321709e-05,0.001284088,-0.00077261927,-0.046656497,4497,4930,0,2
2910019109,2910018825,6946842,6684698,-8.99082e-05,-0.00014238492,-1.9272737e-05,-0.000647755,-0.0017205072,-0.042040378,6044,4378,0,2
2910521184,2910520959,6946842,6684698,-7.996796e-05,0.00011842835,-1.7007571e-05,-0.00010765963,-0.0015002026,-0.048467863,4543,5000,0,2
2911017498,2911017054,6946842,6684698,1.4894865e-06,-9.92795e-05,-2.7858772e-05,-0.0007009878,-0.0015331338,-0.043323085,4498,4461,0,2
