timestamp,timestamp_sample,accel_device_id,gyro_device_id,delta_angle[0],delta_angle[1],delta_angle[2],delta_velocity[0],delta_velocity[1],delta_velocity[2],delta_angle_dt,delta_velocity_dt,delta_velocity_clipping,calibration_count
2874016523,2874016307,6946842,6684698,0.00017336155,0.000114429466,0.00020231075,0.0028661592,-0.0032707432,-0.045632012,5996,4999,0,2
2874520140,2874519944,6946842,6684698,-2.2926488e-05,-3.6436863e-06,-0.00024313644,-0.008456658,-0.015355819,-0.04317534,5995,5000,0,2
2875018006,2875017586,6946842,6684698,0.00017473532,0.0010353918,-0.00038388095,-0.001591293,0.0011241054,-0.056258608,5949,4999,0,2
2875519921,2875519724,6946842,6684698,-0.00011649065,0.000111853566,-0.00023175683,0.0009727214,1.5274876e-05,-0.053267006,4496,5015,0,2
2876019209,2876018865,6946842,6684698,0.0012819842,9.197255e-05,-7.22969e-05,-0.0014535518,0.004644364,-0.044921026,5996,5000,0,2
2876516750,2876516507,6946842,6684698,-0.0007695815,0.0009906882,0.0005374261,0.008226681,0.019369902,-0.0520996,5949,4993,0,2
2877016028,2877015648,6946842,6684698,7.6247445e-05,-0.00015951548,0.00014943386,0.0010050947,-0.007562483,-0.054851994,4497,4977,0,2
2877516594,2877516287,6946842,6684698,-0.000744193,9.756263e-06,0.000119546305,0.0007036798,-0.008631711,-0.050851095,5995,5002,0,2
2878017286,2878016974,6946842,6684698,0.00020758327,0.00038194327,-0.00025969604,0.00022995177,-0.0035189255,-0.05143918,4544,5033,0,2
2878514830,2878514569,6946842,6684698,6.693432e-05,-0.0002654102,4.0608185e-05,-0.004734106,0.0019342083,-0.041627154,4497,5096,0,2
2879018475,2879018207,6946842,6684698,-0.00042443382,-0.000118599884,-6.556212e-05,-0.00095858437,-0.006441925,-0.05965494,4450,5640,0,2
2879519093,2879518850,6946842,6684698,0.00024084891,-0.00089538906,0.00019900537,0.0016953656,0.011821875,-0.04971334,4501,4944,0,2
2880013710,2880013490,6946842,6684698,0.00012716545,6.4280306e-05,-9.898036e-05,0.002911966,-0.022283664,-0.04260869,4497,5041,0,2
2880511335,2880511132,6946842,6684698,-0.0006712032,-0.00030660524,-0.000110402965,0.011164917,0.006496257,-0.044744927,4497,5000,0,2
2881015069,2881014817,6946842,6684698,2.7281052e-05,0.000106507316,8.461269e-05,-0.010657215,0.004034891,-0.05273526,4544,4975,0,2
2881517247,2881516955,6946842,6684698,0.00035693537,-7.560869e-05,-5.1505573e-05,-0.0035432398,0.0073375152,-0.0522476,4543,4997,0,2
2882017735,2882017548,6946842,6684698,-1.8353585e-05,-0.000108418426,7.8530895e-05,0.008964441,-0.011531891,-0.047060303,5949,5010,0,2
2882519962,2882519693,6946842,6684698,-0.00057392893,0.00032447677,-7.3587275e-05,0.013389995,-0.0058267796,-0.044168875,4503,4998,0,2
2883016125,2883015883,6946842,6684698,-0.00018244547,-3.3056625e-05,-0.00013274055,0.0061647454,-0.0103355935,-0.043680158,4550,5003,0,2
2883513736,2883513471,6946842,6684698,0.00015061485,-4.216572e-06,0.00014261286,-0.00045849,0.018512573,-0.042920053,4495,4980,0,2
2884017361,2884017111,6946842,6684698,-0.0002535418,0.00039195205,2.9334924e-05,-0.00057483965,0.009704681,-0.054089054,4452,4992,0,2
2884519481,2884519247,6946842,6684698,-6.851669e-05,2.3400271e-05,0.00020386997,0.005208184,0.0026367349,-0.04425157,4449,4376,0,2
2885020169,2885019887,6946842,6684698,0.00017793287,0.00017979972,-0.00021048161,0.0031128044,-0.010064341,-0.048370708,5995,4996,0,2
2885514794,2885514531,6946842,6684698,0.00033190387,-8.367073e-05,3.5659465e-05,-0.0017462778,0.018353175,-0.053457156,4497,5088,0,2
