timestamp,roll_body,pitch_body,yaw_body,yaw_sp_move_rate,q_d[0],q_d[1],q_d[2],q_d[3],thrust_body[0],thrust_body[1],thrust_body[2],roll_reset_integral,pitch_reset_integral,yaw_reset_integral,fw_control_yaw,apply_flaps
2883154451,0.0041316687,0.0050129537,0.26453114,0.0,0.9912611,0.0017172289,0.002757018,0.13187441,0.0,0.0,-0.49667618,0,0,0,0,0
2883201098,0.0029871038,0.00769066,0.26453114,0.0,0.991258,0.00097337394,0.0040086987,0.13187346,0.0,0.0,-0.49886203,0,0,0,0,0
2883250369,0.0041950736,0.0070790458,0.2645311,0.0,0.9912582,0.0016124104,0.0037852142,0.13187176,0.0,0.0,-0.49816608,0,0,0,0,0
2883304736,0.006633185,0.008118732,0.26453114,0.0,0.9912538,0.0027522452,0.0044612656,0.1318651,0.0,0.0,-0.49514163,0,0,0,0,0
2883345158,0.010124366,0.006615914,0.26453114,0.0,0.9912498,0.004581671,0.003946611,0.13186125,0.0,0.0,-0.49480593,0,0,0,0,0
2883394359,0.0163867,0.008594262,0.2645311,0.0,0.99122787,0.007554936,0.0053399615,0.1318397,0.0,0.0,-0.49832383,0,0,0,0,0
2883454346,0.013223333,0.014807942,0.2645311,0.0,0.9912233,0.0055772825,0.0082109915,0.13182521,0.0,0.0,-0.49778444,0,0,0,0,0
2883495264,0.015456907,0.015713086,0.26453114,0.0,0.99121344,0.0066245566,0.008806798,0.13181205,0.0,0.0,-0.5008992,0,0,0,0,0
2883554728,0.010003689,0.017651642,0.26453114,0.0,0.9912205,0.0037940207,0.009408125,0.13182971,0.0,0.0,-0.50079995,0,0,0,0,0
2883604347,0.010167981,0.018525625,0.26453114,0.0,0.99121654,0.0038177979,0.009852104,0.13182622,0.0,0.0,-0.5002839,0,0,0,0,0
2883644726,0.0016893729,0.019096596,0.26453114,0.0,0.9912212,-0.000421942,0.009576145,0.1318662,0.0,0.0,-0.4992037,0,0,0,0,0
2883704826,0.010934162,0.013029922,0.26453114,0.0,0.9912345,0.0045600124,0.007178896,0.13184018,0.0,0.0,-0.49838725,0,0,0,0,0
2883754182,0.017604796,0.013786783,0.26453114,0.0,0.9912117,0.007816136,0.007993683,0.13181186,0.0,0.0,-0.49785832,0,0,0,0,0
2883803709,0.019844368,0.020817995,0.26453114,0.0,0.9911768,0.008462178,0.011625836,0.13176423,0.0,0.0,-0.49845478,0,0,0,0,0
2883853049,0.0153414775,0.0131920995,0.26453114,0.0,0.99122167,0.006733642,0.0075497837,0.13182335,0.0,0.0,-0.49837753,0,0,0,0,0
2883894067,0.005878396,0.021273425,0.26453114,0.0,0.99120945,0.001510617,0.010931162,0.13184123,0.0,0.0,-0.49934664,0,0,0,0,0
2883944585,0.005300955,0.021310214,0.2645311,0.0,0.9912096,0.0012220087,0.010911331,0.1318443,0.0,0.0,-0.49650598,0,0,0,0,0
2883998655,0.015135114,0.02385147,0.26453114,0.0,0.9911787,0.0059281667,0.012818882,0.13177766,0.0,0.0,-0.49663833,0,0,0,0,0
2884048001,0.00909278,0.021492021,0.2645311,0.0,0.9912046,0.0030892598,0.011251379,0.13182287,0.0,0.0,-0.49668488,0,0,0,0,0
2884101833,0.008438421,0.02595525,0.26453114,0.0,0.9911806,0.0024705648,0.0134201795,0.13181369,0.0,0.0,-0.4994113,0,0,0,0,0
2884148447,0.0076797404,0.024120886,0.2645311,0.0,0.9911924,0.0022155612,0.012461089,0.13182378,0.0,0.0,-0.49981844,0,0,0,0,0
2884197952,0.0068515623,0.02114161,0.26453114,0.0,0.9912092,0.0020016169,0.010929986,0.13183624,0.0,0.0,-0.498226,0,0,0,0,0
2884247348,0.008260862,0.020565271,0.26453114,0.0,0.9912104,0.0027380853,0.010737248,0.13183007,0.0,0.0,-0.49801224,0,0,0,0,0
2884296611,0.004416811,0.015388269,0.26453114,0.0,0.99123615,0.0011743577,0.007918072,0.13185918,0.0,0.0,-0.49937046,0,0,0,0,0
2884356723,0.0027053969,0.024992885,0.26453114,0.0,0.9911896,-0.00030721095,0.01256534,0.13185307,0.0,0.0,-0.4946885,0,0,0,0,0
2884397801,-0.001975608,0.01489977,0.26453114,0.0,0.9912367,-0.001961632,0.0072544753,0.13188383,0.0,0.0,-0.4942943,0,0,0,0,0
