timestamp,timestamp_sample,accel_device_id,gyro_device_id,delta_angle[0],delta_angle[1],delta_angle[2],delta_velocity[0],delta_velocity[1],delta_velocity[2],delta_angle_dt,delta_velocity_dt,delta_velocity_clipping,calibration_count
2874016960,2874016680,2490386,2490386,0.00018815543,1.774075e-06,0.00015372403,0.0035746524,-0.00057552167,-0.047718886,5056,5056,0,2
2874517514,2874517166,2490386,2490386,-0.00013191166,-2.579168e-05,-0.00016148428,-0.0055672396,-0.013752454,-0.051442422,5055,5055,0,2
2875018135,2875017654,2490386,2490386,0.00026323486,0.00085337344,-0.0003773087,0.01398143,-0.0028916835,-0.056671195,5056,5056,0,2
2875518598,2875518140,2490386,2490386,-0.0002908318,-4.439424e-05,-0.00039615398,0.0011748984,-0.002895635,-0.050532043,5055,5055,0,2
2876019120,2876018627,2490386,2490386,0.0011544856,4.755613e-05,-6.097126e-05,0.0042799893,0.0145899,-0.051167004,5055,5055,0,2
2876514351,2876514063,2490386,2490386,-0.00085401273,0.00092697324,0.00045331652,0.009996906,0.021431819,-0.05517663,5060,5060,0,2
2877014859,2877014546,2490386,2490386,0.00032381612,-0.0003824201,0.0003122669,-0.002523236,-0.0067197136,-0.06133194,5056,5056,0,2
2877515924,2877515033,2490386,2490386,-0.00056838756,-0.00017555771,0.00011237424,-0.0008155905,-0.010309182,-0.05520631,5055,5055,0,2
2878015824,2878015521,2490386,2490386,0.00032112244,0.00024227059,-0.0003659832,-0.00979633,-0.011581487,-0.0689483,5056,5056,0,2
2878516328,2878516007,2490386,2490386,-5.0716517e-05,-0.00019096003,7.773417e-05,0.0017308583,0.002220091,-0.05162409,5055,5055,0,2
2879016899,2879016495,2490386,2490386,-0.00024300921,-0.0002305005,-8.547543e-06,-0.0045048385,-0.0102433525,-0.0443538,5056,5056,0,2
2879517386,2879516982,2490386,2490386,0.0004046123,-0.0009346202,0.00018713238,0.005663075,0.019781305,-0.044336163,5056,5056,0,2
2880017738,2880017469,2490386,2490386,2.6597309e-05,9.338355e-05,-1.5239979e-05,0.0013254653,0.0113267545,-0.03607932,5055,5055,0,2
