timestamp,timestamp_sample,baro_device_id,bias,bias_var,innov,innov_var,innov_test_ratio
2874693805,2874687826,6780705,-0.033785608,0.0026186008,0.46860194,30.665705,0.00079563283
2876583026,2876580960,6780705,-0.032777604,0.0026184756,0.50016654,30.665705,0.0009064291
2878291559,2878285234,6780705,-0.031745933,0.002618235,0.9375496,30.665705,0.00318488
2880412444,2880406208,6780705,-0.030701857,0.0026182265,0.70003885,30.665705,0.0017756152
2885795031,2885793330,6780705,-0.029675536,0.002617779,0.42166787,30.665705,0.0006442369
2888395838,2888387963,6780705,-0.028615454,0.0026175904,0.8953072,30.665703,0.0029043483
2893098985,2893093069,6780705,-0.02760535,0.002617203,0.3009541,30.665703,0.0003281747
2899196069,2899187637,6780705,-0.028618999,0.002616889,-0.33790305,30.665703,0.0004137031
2909501568,2909500153,6780705,-0.029649261,0.002616191,-0.62711585,30.665703,0.0014249516
